label,scale_days,observed,calendar_21_null,volatility_42_null,n_replicates
sp500_full,1,0.6740458053714057,0.6429545404734567,0.665273066740929,25
sp500_full,14,0.8270836398367324,0.36680724305110274,0.7431731317728338,25
sp500_full,42,0.770791043854825,-0.018728371746036743,0.6505540137458854,25
sp500_full,63,0.7389194844236762,-0.028276341319103677,0.6774098811805226,25
