label,candidate,reference_type,reference,metric,n_examples,block_length_origins,candidate_mean,reference_mean,absolute_improvement,percent_improvement,win_fraction,improvement_ci_low,improvement_ci_high
nikkei_full,Oracle 1 - future Flag,common reconstruction control,Control - frozen Flag/QIS/EWMA,relative_frobenius,115,21,0.6536356835893136,0.6749327558305571,0.021297072241243553,3.1554361611974002,1.0,0.01746598185635693,0.02489091596294052
nikkei_full,Oracle 1 - future Flag,common reconstruction control,Control - frozen Flag/QIS/EWMA,gaussian_nll_per_asset,115,21,-7.397302192238819,-7.3429763907446235,0.05432580149419586,0.7398335307555971,1.0,0.04011466643529894,0.07572390073879737
nikkei_full,Oracle 1 - future Flag,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_short_annualised_volatility,115,21,0.11376227960426606,0.12638713229096676,0.012624852686700702,9.989033264585778,0.9826086956521739,0.010645712491009743,0.014731143082704148
nikkei_full,Oracle 1 - future Flag,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_only_annualised_volatility,115,21,0.12996049938734985,0.13540905282184737,0.005448553434497516,4.02377338955762,0.9826086956521739,0.004454431313462243,0.006562452489909998
nikkei_full,Oracle 2 - future Flag and spectrum,common reconstruction control,Control - frozen Flag/QIS/EWMA,relative_frobenius,115,21,0.6427930700119064,0.6749327558305571,0.032139685818650676,4.761909322225782,0.9826086956521739,0.02521906587584846,0.03997215542916262
nikkei_full,Oracle 2 - future Flag and spectrum,common reconstruction control,Control - frozen Flag/QIS/EWMA,gaussian_nll_per_asset,115,21,-7.397888243839527,-7.3429763907446235,0.05491185309490376,0.7478146486228231,1.0,0.04061592094798815,0.0761234523935192
nikkei_full,Oracle 2 - future Flag and spectrum,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_short_annualised_volatility,115,21,0.11352593765699699,0.12638713229096676,0.012861194633969772,10.17603168996738,0.991304347826087,0.010774168948554532,0.015432799771476656
nikkei_full,Oracle 2 - future Flag and spectrum,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_only_annualised_volatility,115,21,0.12972755424642046,0.13540905282184737,0.005681498575426908,4.195804089185856,0.9826086956521739,0.004487359619609123,0.007107057515474374
nikkei_full,Oracle 3 - future rolling correlation,common reconstruction control,Control - frozen Flag/QIS/EWMA,relative_frobenius,115,21,0.632647261191051,0.6749327558305571,0.04228549463950615,6.2651418640173375,1.0,0.03387931095596826,0.05098193496637169
nikkei_full,Oracle 3 - future rolling correlation,common reconstruction control,Control - frozen Flag/QIS/EWMA,gaussian_nll_per_asset,115,21,-7.568916002743677,-7.3429763907446235,0.22593961199905355,3.0769486373922805,1.0,0.18718140502029418,0.2728480997313562
nikkei_full,Oracle 3 - future rolling correlation,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_short_annualised_volatility,115,21,0.10582018611014236,0.12638713229096676,0.0205669461808244,16.272974794202508,0.991304347826087,0.018164530596206263,0.023046432065813673
nikkei_full,Oracle 3 - future rolling correlation,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_only_annualised_volatility,115,21,0.12865018474037102,0.13540905282184737,0.006758868081476355,4.991444767262898,0.9826086956521739,0.005406121261231847,0.008451918690192043
nikkei_full,Oracle 4 - future correlation and scale,common reconstruction control,Control - frozen Flag/QIS/EWMA,relative_frobenius,115,21,0.5211182780920328,0.6749327558305571,0.1538144777385243,22.78960035792657,0.9304347826086956,0.10347265402975994,0.2113405587767972
nikkei_full,Oracle 4 - future correlation and scale,common reconstruction control,Control - frozen Flag/QIS/EWMA,gaussian_nll_per_asset,115,21,-7.7422803273920495,-7.3429763907446235,0.399303936647426,5.437903043658488,0.9739130434782609,0.36195037544866804,0.44465446200553094
nikkei_full,Oracle 4 - future correlation and scale,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_short_annualised_volatility,115,21,0.0889176974910008,0.12638713229096676,0.037469434799965964,29.646558253813637,1.0,0.031632091691946626,0.04353682949716565
nikkei_full,Oracle 4 - future correlation and scale,common reconstruction control,Control - frozen Flag/QIS/EWMA,gmv_long_only_annualised_volatility,115,21,0.11288220364864489,0.13540905282184737,0.02252684917320248,16.636147069753317,1.0,0.01829197295985961,0.02707654307932276
nikkei_full,Control - frozen Flag/QIS/EWMA,best Family 2 estimator,2.3 Ledoit-Wolf,relative_frobenius,115,21,0.6749327558305571,0.8551993325091116,0.1802665766785545,21.07889585807574,0.5652173913043478,0.047358034560765414,0.33745972622972553
nikkei_full,Oracle 1 - future Flag,best Family 2 estimator,2.3 Ledoit-Wolf,relative_frobenius,115,21,0.6536356835893136,0.8551993325091116,0.20156364891979806,23.569200916986276,0.6347826086956522,0.06959193133545837,0.36254963324124617
