label,N,T,horizon,step,example,estimator,split,current_date,target_window_start,target_date,ewma_half_life,input_flag_loss,post_reconstruction_flag_loss,relative_frobenius,gaussian_nll_per_asset,gmv_long_short_variance,gmv_long_short_annualised_volatility,gmv_long_only_variance,gmv_long_only_annualised_volatility,flag_market_1_loss,flag_top_3_loss,flag_top_6_loss,flag_nested_loss,raw_min_eigenvalue,raw_max_eigenvalue,raw_condition_number,score_eigenvalue_floor,n_eigenvalues_floored,score_condition_number
cac40_full,23,250,42,14,344,Control - frozen Flag/QIS/EWMA,test,2019-11-12,2019-11-13,2020-01-13,252.0,0.058379428688588586,0.06836965076733151,1.5402969219616078,-8.257205211596442,2.9661361562108225e-05,0.08645613404294268,2.792922559982438e-05,0.08389377122978645,0.28725385994028285,0.14427768463524795,0.40980282709259713,0.2804447905560426,3.957236323377937e-05,0.0019708500454280863,49.803698449471135,1.9708500454280864e-11,0,49.803698449471135
cac40_full,23,250,42,14,344,Oracle 1 - future Flag,test,2019-11-12,2019-11-13,2020-01-13,252.0,1.7270135938613544e-16,0.04243800554658863,1.512271358858075,-8.272874060859655,2.740968567616038e-05,0.08310981163732965,2.754932341461614e-05,0.0833212427924792,0.291054867962277,0.13318407258189616,0.3847309732500879,0.2696566379314203,3.9002474290626044e-05,0.0019383400652356008,49.697874314129514,1.938340065235601e-11,0,49.697874314129514
cac40_full,23,250,42,14,344,Oracle 2 - future Flag and spectrum,test,2019-11-12,2019-11-13,2020-01-13,252.0,1.7270135938613544e-16,0.04705145777991141,1.4364742563580981,-8.248405269125566,2.6398356627136317e-05,0.08156215954741727,2.6788113305812464e-05,0.08216206273618465,0.34562176585000304,0.1350799409327569,0.3861470309772152,0.28894957925332504,4.7681067832202853e-05,0.0018246695481865273,38.26821904676769,1.8246695481865274e-11,0,38.26821904676769
cac40_full,23,250,42,14,344,Oracle 3 - future rolling correlation,test,2019-11-12,2019-11-13,2020-01-13,252.0,4.6876083261951055e-16,0.021357044908464216,1.423456496277737,-8.272018199420279,2.5775676630920838e-05,0.0805944818892215,2.677372427032327e-05,0.08213999340224873,0.3410767066461806,0.1285266565439874,0.364229628509722,0.27794433056663004,4.5289985386417786e-05,0.0018178612133259921,40.1382600991335,1.817861213325992e-11,0,40.1382600991335
cac40_full,23,250,42,14,344,Oracle 4 - future correlation and scale,test,2019-11-12,2019-11-13,2020-01-13,252.0,4.6876083261951055e-16,0.021357044908464216,0.4089585217739142,-8.614136361111498,2.3220538114135856e-05,0.07649559206099549,2.4261908296897897e-05,0.0781920769056448,0.17855764279020803,0.11770248012663487,0.17669298104476758,0.15765103465387018,1.531056022287641e-05,0.0006687324622000115,43.67785714338649,6.687324622000115e-12,0,43.67785714338649
cac40_full,23,250,42,14,345,Control - frozen Flag/QIS/EWMA,test,2019-12-02,2019-12-03,2020-01-31,252.0,0.08238533830979373,0.08160875147902423,0.8159087365383711,-8.200381930727367,3.463806086077928e-05,0.09342800081836483,3.512744715657063e-05,0.09408568798417642,0.25867985155890627,0.3199217791015047,0.49721110583824096,0.3586042454995506,3.991901983697477e-05,0.001744926407366387,43.71165460706424,1.7449264073663872e-11,0,43.71165460706424
cac40_full,23,250,42,14,345,Oracle 1 - future Flag,test,2019-12-02,2019-12-03,2020-01-31,252.0,6.16790569236198e-16,0.0014517067987206422,0.7933198575544494,-8.228004983368468,3.1296485651316315e-05,0.08880717529643486,3.3786522556354305e-05,0.09227244271287764,0.2512590920023987,0.29258727071438456,0.45823594860375344,0.3340274371068456,3.9215343521142525e-05,0.0017324639274949062,44.178216278046044,1.7324639274949062e-11,0,44.178216278046044
cac40_full,23,250,42,14,345,Oracle 2 - future Flag and spectrum,test,2019-12-02,2019-12-03,2020-01-31,252.0,6.16790569236198e-16,0.020026588712960605,0.7858098847905617,-8.211552674627205,3.1153340281105497e-05,0.08860384726883244,3.326361671389673e-05,0.09155561922624944,0.2768865325216677,0.29101788428248243,0.46135615896251575,0.34308685858888865,4.4578590284246334e-05,0.0016627084989384701,37.29836426716383,1.6627084989384703e-11,0,37.29836426716383
cac40_full,23,250,42,14,345,Oracle 3 - future rolling correlation,test,2019-12-02,2019-12-03,2020-01-31,252.0,1.30759600678074e-15,0.013574214239804391,0.7801288883112769,-8.230559152727695,3.0280678517917167e-05,0.0873540553524284,3.3266098696016904e-05,0.09155903489768916,0.27307592030092676,0.28967633930889863,0.447136008933729,0.33662942284785147,4.380356178085967e-05,0.0016501081643820615,37.6706390370084,1.6501081643820615e-11,0,37.6706390370084
cac40_full,23,250,42,14,345,Oracle 4 - future correlation and scale,test,2019-12-02,2019-12-03,2020-01-31,252.0,1.30759600678074e-15,0.013574214239804391,0.47540127801328963,-8.441802357700489,2.1520293354309808e-05,0.07364179469082806,2.869325683907092e-05,0.08503352705519084,0.03370232531582007,0.27643161396079946,0.3746210825880744,0.22825167395489798,1.8596306557769295e-05,0.0008220722294538711,44.20620981376649,8.220722294538712e-12,0,44.20620981376649
cac40_full,23,250,42,14,346,Control - frozen Flag/QIS/EWMA,test,2019-12-20,2019-12-23,2020-02-20,252.0,0.07597374132652732,0.07534237667874104,0.5565944935963353,-8.044446928873757,3.360520598111451e-05,0.09202451796798969,3.523187022612932e-05,0.09422542808066509,0.18403680217920626,0.32649368469659407,0.35535852265479106,0.28862966984353045,4.031230572326277e-05,0.0015917693664193881,39.48594201846499,1.5917693664193883e-11,0,39.48594201846499
cac40_full,23,250,42,14,346,Oracle 1 - future Flag,test,2019-12-20,2019-12-23,2020-02-20,252.0,9.868649107779169e-17,0.0038305907557346884,0.5390721648007445,-8.068092182443499,3.196563460150161e-05,0.08975154549966483,3.407693340817018e-05,0.09266815644469725,0.1758240503146652,0.30021742791799716,0.31248619087191337,0.2628425563681919,3.996230799646002e-05,0.0016060345725024952,40.188734160318326,1.6060345725024953e-11,0,40.188734160318326
cac40_full,23,250,42,14,346,Oracle 2 - future Flag and spectrum,test,2019-12-20,2019-12-23,2020-02-20,252.0,9.868649107779169e-17,0.0021363880841446616,0.5294354739149614,-8.069686577929058,3.195448450683673e-05,0.08973589078915334,3.3971754842399765e-05,0.09252503564054834,0.17097357914849598,0.29935651904390675,0.30652614777773773,0.2589520819900468,4.626712776724741e-05,0.0015817253371803815,34.186806346342685,1.5817253371803815e-11,0,34.186806346342685
cac40_full,23,250,42,14,346,Oracle 3 - future rolling correlation,test,2019-12-20,2019-12-23,2020-02-20,252.0,9.868649107779169e-17,0.0009851973272885844,0.5268340908586641,-8.086277445535801,3.208593666691132e-05,0.08992027602305085,3.38717419991488e-05,0.09238873840347371,0.1680735351082978,0.3045103257666268,0.3061358529019406,0.25957323792562176,4.533899026758301e-05,0.0015739831679326799,34.715884907081055,1.57398316793268e-11,0,34.715884907081055
cac40_full,23,250,42,14,346,Oracle 4 - future correlation and scale,test,2019-12-20,2019-12-23,2020-02-20,252.0,9.868649107779169e-17,0.0009851973272885844,0.41603072042835504,-8.172988821034883,2.6487462087371966e-05,0.08169969673149183,2.6881655085201425e-05,0.08230538913990237,0.06591606528782612,0.2293014168348786,0.26993927014446023,0.188385584089055,2.1480912562567956e-05,0.001153951348256123,53.71984755745278,1.153951348256123e-11,0,53.71984755745278
cac40_full,23,250,42,14,347,Control - frozen Flag/QIS/EWMA,test,2020-01-13,2020-01-14,2020-03-11,252.0,0.07192923579917963,0.056140605992345737,0.87858453464158,-6.881872683134281,0.0003185917234576757,0.28334627986146965,0.0003116925117008753,0.2802615081466247,0.18188075878715781,0.25628646024322316,0.38050532909583895,0.27289084937540664,3.806057742041656e-05,0.0014515697126959862,38.13840490810134,1.4515697126959863e-11,0,38.13840490810134
cac40_full,23,250,42,14,347,Oracle 1 - future Flag,test,2020-01-13,2020-01-14,2020-03-11,252.0,5.674473236973022e-16,0.0024240325171489183,0.8768794556251392,-6.945289255636744,0.0003087190168531011,0.2789214804330808,0.00030564773906128237,0.27753059334682934,0.17393795078225294,0.24293435734350574,0.3603070236113075,0.25905977724568874,3.8665547423614173e-05,0.0014602816070714924,37.766996832421825,1.4602816070714924e-11,0,37.766996832421825
cac40_full,23,250,42,14,347,Oracle 2 - future Flag and spectrum,test,2020-01-13,2020-01-14,2020-03-11,252.0,5.674473236973022e-16,0.0015776562642391995,0.8685817324723234,-6.965977301839578,0.000306347689356818,0.27784819185648507,0.00030205280394888416,0.27589365087859274,0.13969802733797565,0.23805782141003004,0.3488926701459551,0.24221617296465361,4.1980570465468607e-05,0.0015330003648029275,36.5169016953666,1.5330003648029275e-11,0,36.5169016953666
cac40_full,23,250,42,14,347,Oracle 3 - future rolling correlation,test,2020-01-13,2020-01-14,2020-03-11,252.0,9.12850042469573e-16,0.0013853879131453899,0.8682882370786505,-7.015064775476954,0.00029773199622545817,0.2739132400027707,0.000296396967204179,0.27329843712588825,0.1390584793984343,0.2355499818181078,0.345161994174569,0.23992348513037035,4.100997006403109e-05,0.0015343959553454224,37.415193255437316,1.5343959553454224e-11,0,37.415193255437316
cac40_full,23,250,42,14,347,Oracle 4 - future correlation and scale,test,2020-01-13,2020-01-14,2020-03-11,252.0,9.12850042469573e-16,0.0013853879131453899,0.6082601685763894,-7.244195570820017,0.00018838370672224092,0.21788229412690863,0.00020864895048633593,0.22930227980235315,0.0517359599342192,0.15825828601082584,0.3907562235186541,0.2002501564878997,0.0001274123392401493,0.0047229927754653895,37.06856654254969,4.722992775465389e-11,0,37.06856654254969
cac40_full,23,250,42,14,348,Control - frozen Flag/QIS/EWMA,test,2020-01-31,2020-02-03,2020-03-31,252.0,0.08185699505169781,0.0686627445854239,0.9683137872450513,-0.931484374073182,0.0010014524097576149,0.5023604356026845,0.0009582403743348928,0.49140266007867006,0.3028395849065111,0.5185114259172602,0.4849600550503039,0.43543702195802503,3.6589976956709946e-05,0.0013923107053466894,38.05169669808618,1.3923107053466894e-11,0,38.05169669808618
