label,N,T_in,T_out,step,n_origins,n_train,n_validation,n_test,block_length_origins,independent_blocks,random_floor,frozen_capture,ceiling_capture,naive_headroom,ceiling_bias,real_headroom,validation_selected_ewma_half_life,rie_shrinkage_invisible,rie_invisible_after_renormalisation
cac40_full,23,750,42,14,432,202,55,121,57,2.12280701754386,0.2608695652173913,0.6178748468791609,0.7836781712117452,0.1658033243325842,0.0775709931577531,0.0882323311748311,252.0,True,False
