label,component,estimator,reference,n_examples,block_length_origins,model_mean_loss,model_median_loss,model_q25_loss,model_q75_loss,frozen_mean_loss,skill_percent,origin_win_fraction,paired_improvement,improvement_ci_low,improvement_ci_high,skill_ci_low,skill_ci_high
dax_full,block_2_3,3.1 Global Damping,1.1 Frozen Flag,120,24,0.10617049265026575,0.06430556671589283,0.04088047375067616,0.12541472942006704,0.1078715370744698,1.576916831202395,0.6,0.0017010444242040374,4.1908542629766566e-05,0.0031134036407462476,0.03885041760444624,2.8862142184892474
dax_full,block_4_6,3.1 Global Damping,1.1 Frozen Flag,120,24,0.22019184961954508,0.1967344665219301,0.13028038599586061,0.28165452007257796,0.22201391846273918,0.8207002767260771,0.525,0.0018220688431941246,0.00041537695709150605,0.003162246298536264,0.18709500736154033,1.424345969132105
dax_full,flag_nested,3.1 Global Damping,1.1 Frozen Flag,120,24,0.055923858458788035,0.052268308908129224,0.0342171524323996,0.06871674825107339,0.056542054719954306,1.0933388682603047,0.575,0.0006181962611662632,0.00030797157339043033,0.0009610027178420362,0.5446770106176276,1.6996246821976349
dax_full,market_1,3.1 Global Damping,1.1 Frozen Flag,120,24,0.004956837732268374,0.004130529412269213,0.0029199867931870016,0.00602577470611626,0.005127900535794763,3.335922807634498,0.725,0.00017106280352638948,0.00010372834686307898,0.00026888939373403243,2.022822910448717,5.243654627407039
dax_full,top_3,3.1 Global Damping,1.1 Frozen Flag,120,24,0.07140787413618511,0.04402698965705606,0.027913873604698436,0.084631063436527,0.0725499672952789,1.574215953048556,0.5833333333333334,0.001142093159093785,-0.00010124950143082714,0.002295017117712253,-0.13955830058301874,3.163360650972476
dax_full,top_6,3.1 Global Damping,1.1 Frozen Flag,120,24,0.09140686350791062,0.07646095150199177,0.05372459630983384,0.12370004490651021,0.09194829632878924,0.5888448644470419,0.5166666666666667,0.0005414328208786162,-0.00013369992236232517,0.0014691289235545606,-0.1454077211873945,1.5977772098150043
