label,component,estimator,reference,n_examples,block_length_origins,model_mean_loss,model_median_loss,model_q25_loss,model_q75_loss,retained_mean_loss,skill_percent,origin_win_fraction,paired_improvement,improvement_ci_low,improvement_ci_high,skill_ci_low,skill_ci_high
dax_full,block_2_3,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.10617049265026575,0.06430556671589283,0.04088047375067616,0.12541472942006704,0.0707617965118844,-50.039283743219386,0.2,-0.03540869613838135,-0.046541688439984207,-0.026621575126220137,-65.77233865475357,-37.62139521394014
dax_full,block_4_6,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.22019184961954508,0.1967344665219301,0.13028038599586061,0.28165452007257796,0.1307432988836202,-68.41539987112193,0.06666666666666667,-0.08944855073592489,-0.11516556786093077,-0.07006222145772201,-88.08525472762027,-53.58761944662813
dax_full,flag_nested,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.055923858458788035,0.052268308908129224,0.0342171524323996,0.06871674825107339,0.034098489352354704,-64.00685051147627,0.08333333333333333,-0.02182536910643333,-0.02598522768319821,-0.017699806945676577,-76.20638971621707,-51.907891762525544
dax_full,market_1,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.004956837732268374,0.004130529412269213,0.0029199867931870016,0.00602577470611626,0.0031651628730375875,-56.60608730416855,0.15,-0.0017916748592307862,-0.0020515034023945037,-0.001545715839765165,-64.8150975063627,-48.83527015094016
dax_full,top_3,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.07140787413618511,0.04402698965705606,0.027913873604698436,0.084631063436527,0.047475687088493194,-50.409353745809035,0.18333333333333332,-0.02393218704769191,-0.03251874059809174,-0.017271560221743167,-68.49556603041431,-36.37980044301312
dax_full,top_6,3.1 Global Damping,1.6 Retained-Window Flag,120,24,0.09140686350791062,0.07646095150199177,0.05372459630983384,0.12370004490651021,0.05165461809553333,-76.95777624152979,0.09166666666666666,-0.0397522454123773,-0.050510791612571916,-0.032369382748312636,-97.78562590309747,-62.66503159203819
