replicate,null,component,n_origins,n_finite_addition,mean_addition_cosine,median_addition_cosine,q25_addition_cosine,q75_addition_cosine,positive_addition_fraction,mean_addition_previous_speed,mean_addition_next_speed,mean_full_cosine,mean_deletion_outgoing_cosine,mean_deletion_attributed_fraction,mean_full_residual_cosine
0,calendar,market_1,464,464,-0.01807866328629373,-0.016795142026392155,-0.186328365614773,0.14469559642931218,0.48060344827586204,0.04291348879696362,0.042945837899738555,-0.003911953090401886,0.6407024879304684,0.4306331461710893,-0.11312068688080626
0,calendar,block_2_3,464,464,-0.014745044905100634,-0.011067915282605246,-0.23580415148106948,0.19928752738328884,0.4892241379310345,0.3530980733077678,0.351697501744489,0.00455805426868815,0.6031996796108047,0.44412576773703843,-0.08389193484107026
0,calendar,block_4_6,464,464,-0.018088475861274038,-0.014940517248461188,-0.2183893219623248,0.1827855648978859,0.46551724137931033,0.8015690170494998,0.7992159329657192,0.0228521631565642,0.47967848793926404,0.3804109763286977,-0.040402451825019045
0,calendar,top_3,464,464,-0.014023663149182238,-0.014163540431497666,-0.23204418717167685,0.19615122828000264,0.4892241379310345,0.3550406258940363,0.35365363567969754,0.005014818492966822,0.6041951018330722,0.4435553602743967,-0.0838289328176092
0,calendar,top_6,464,464,-0.014423172151331936,-0.020090163702381238,-0.20616510316282916,0.20391771972185843,0.4676724137931034,0.7477398823962984,0.7458052235040417,0.03756738684390249,0.4905488380562932,0.3963949625174365,-0.03300025781895175
0,calendar,flag_nested,464,464,-0.020119407231776854,-0.022834755460332694,-0.18062892639106576,0.15478685856563634,0.4525862068965517,0.3845802900909271,0.3833715863372083,0.020409953957908337,0.5059691370057947,0.37455588906643783,-0.04923219018966633
1,calendar,market_1,464,464,-0.04038350373356132,-0.05387838453601579,-0.20261609010170392,0.12996887114392947,0.4331896551724138,0.04217493044881931,0.04214513730575704,-0.018764351327031865,0.6339219570644339,0.42932189177098923,-0.12446236671894406
1,calendar,block_2_3,464,464,-0.018014935051278998,-0.03285238753661632,-0.21886462296055045,0.19442362259831375,0.46551724137931033,0.39099167086126524,0.3919237005738021,0.011720126693321627,0.5713700971598905,0.4490272749272375,-0.05875692021870932
1,calendar,block_4_6,464,464,0.0008586033572584972,0.0017061929481514695,-0.20906208215025085,0.2016148750825083,0.5043103448275862,0.8295305045537973,0.8301361922126217,0.05005100449716686,0.47497257505587204,0.38365895876521516,-0.01054702110650431
1,calendar,top_3,464,464,-0.018348278697640996,-0.030535393653990835,-0.21589529675058544,0.18953735935058758,0.46336206896551724,0.39271380785063903,0.3936354341238128,0.011059259735124711,0.5712931160748143,0.44785198212236743,-0.05963987297517328
1,calendar,top_6,464,464,0.006979089320727407,0.002181850853299011,-0.19950364045347765,0.2040861120659401,0.5086206896551724,0.7582412944389046,0.7584852494518044,0.06515638497734397,0.5086162288695462,0.4025333384908999,-0.011851382728137103
1,calendar,flag_nested,464,464,-0.0025245519101351364,0.007843586427669344,-0.17663162915933525,0.1562534076756019,0.5129310344827587,0.40304200689006175,0.4034769439264482,0.037613867290826136,0.5022637749670232,0.38234160357393754,-0.026827395393724543
2,calendar,market_1,464,464,0.019674230716634725,0.02402550382571369,-0.12451662878759846,0.18351135181467124,0.5366379310344828,0.043214828831008106,0.04320895432304006,0.054858473579221925,0.6281801894789735,0.42333332913190175,-0.07343929436037572
2,calendar,block_2_3,464,464,-0.0062769761932506924,0.0004915716944791056,-0.21737203423323181,0.17957775272443638,0.5043103448275862,0.39232011448403037,0.3927008939693047,0.025057077328266075,0.5666377746921929,0.424230793315674,-0.08102809839594402
2,calendar,block_4_6,464,464,0.01419371590729496,0.0013109686828846367,-0.18207960582698332,0.20736959909090596,0.5021551724137931,0.8385755883691755,0.8422838956449252,0.026838321482926676,0.4951354199696381,0.3888927166542736,-0.020376392800696797
2,calendar,top_3,464,464,-0.006100204226252873,0.003883992385577007,-0.21360396433401796,0.17724874138194874,0.5021551724137931,0.39397697443803453,0.3943692063058582,0.025307377333610003,0.5676520294140863,0.42436457271399175,-0.08111069323349342
2,calendar,top_6,464,464,0.014222473397739544,0.0016341301535211746,-0.18293568692404716,0.2174985925370933,0.5064655172413793,0.7675265008625447,0.7712324174836909,0.026576951471417157,0.5078270222548905,0.4031502405146617,-0.023667349958265145
2,calendar,flag_nested,464,464,0.007603099095305907,-0.010305391085052577,-0.13596484975619574,0.1691640622208453,0.4827586206896552,0.40622083140523435,0.40768157545680356,0.029144795877197295,0.5071023399374268,0.3803124827509432,-0.03210811732524448
3,calendar,market_1,464,464,-0.016883718351480677,-0.02499340840783288,-0.19496195948067688,0.17293691073718967,0.46120689655172414,0.04162990361677612,0.04166956024838604,0.01582486921544539,0.6227996480848389,0.4187586595225699,-0.09744399441098123
3,calendar,block_2_3,464,464,-0.014392322482529755,-0.01717749256579778,-0.2225916024037516,0.15817630310016256,0.47198275862068967,0.3604556854422566,0.36100971078410954,0.042295074552115404,0.5884894669849077,0.44167556704472627,-0.04826295082713242
3,calendar,block_4_6,464,464,0.00810600934975976,0.020028738855772943,-0.16526485015587186,0.18046452724335482,0.5323275862068966,0.8007010613913557,0.7998803625401292,0.02236860522358311,0.4701413793454754,0.3746253448511297,-0.02739291363257805
3,calendar,top_3,464,464,-0.014535533320498449,-0.014208163909178055,-0.21622193694229844,0.15549962157393757,0.47198275862068967,0.3621394807264199,0.36268879540507476,0.04204180699597105,0.5889489770257809,0.44076548078570904,-0.04834138791883266
3,calendar,top_6,464,464,0.010053805628367444,0.007193098680971736,-0.17917485907930836,0.18593556332039152,0.5150862068965517,0.7481074299357432,0.7475518158173974,0.017981334050005016,0.49678159985625114,0.38743277540078436,-0.03748562213861219
3,calendar,flag_nested,464,464,0.0012611826731423958,0.01475487160421096,-0.1387972837287631,0.1383333400984625,0.5237068965517241,0.38588688476838623,0.38584841897453453,0.02910121651118863,0.5023964676610884,0.3736218830909673,-0.029209308169676935
