label,N,days,T,horizon,step,component,n_origins,n_finite_addition,mean_addition_cosine,median_addition_cosine,q25_addition_cosine,q75_addition_cosine,positive_addition_fraction,mean_addition_previous_speed,mean_addition_next_speed,mean_full_cosine,mean_deletion_outgoing_cosine,mean_deletion_attributed_fraction,mean_full_residual_cosine,calendar_null_mean,calendar_null_q95,calendar_p,volatility_null_mean,volatility_null_q95,volatility_p
dax_full,29,6788,250,42,14,market_1,462,462,0.07961354009305284,0.08306679289784527,-0.10880988218414993,0.2533041579992471,0.6038961038961039,0.045123660308547704,0.0450690801359462,0.18038044613155796,0.6538654203948489,0.45322174852072417,0.006858790336828716,-0.005667259620233368,0.020825998006045156,0.01,0.042137796096092806,0.06455385378303127,0.02
dax_full,29,6788,250,42,14,block_2_3,462,462,0.05556536136585709,0.07165802904710568,-0.16272912430030903,0.30104607733827043,0.5757575757575758,0.3420945266449274,0.3424763278054836,0.09802348885706896,0.581244584566729,0.446937903438547,0.006072326348232794,-0.0024189426055848534,0.030740968013929913,0.01,0.020579210627964355,0.05392270622375811,0.06
dax_full,29,6788,250,42,14,block_4_6,462,462,0.002280871353466209,0.017803281081717102,-0.21265388916444494,0.21887106584531474,0.512987012987013,0.7603331224908761,0.7630499023911433,0.040978736682937916,0.4950955485569103,0.3990725965089808,-0.0022451632383722725,-0.0003864468916341604,0.02487515345772504,0.43,0.01340588051226332,0.04064842170667503,0.8
dax_full,29,6788,250,42,14,top_3,462,462,0.05395866657678453,0.06584186659080157,-0.15602991134948635,0.2841173141156485,0.577922077922078,0.3437167202786164,0.34407772048966084,0.0972931777956737,0.5821460267061507,0.4471027708321556,0.005680078926300675,-0.0025506558326507077,0.030044479629976494,0.01,0.020472581185639008,0.053040667941733774,0.06
dax_full,29,6788,250,42,14,top_6,462,462,-0.0027045035907117174,-0.019307078918356806,-0.19763381187976148,0.19806532304041724,0.487012987012987,0.7066753118212343,0.7089474260158608,0.0385721144431222,0.5165549318860295,0.4141619071129666,-0.004055033792253015,-0.0027867634929212614,0.02616557203938988,0.46,0.008762696719460342,0.03141378712801862,0.79
dax_full,29,6788,250,42,14,flag_nested,462,462,0.02002915999185214,0.028066546905449588,-0.16148678596268778,0.19909315212242729,0.5454545454545454,0.3686535547548117,0.3694537273765883,0.05614575919407008,0.5199658108125296,0.391066889866191,0.0012818860452643212,-0.0016325612157329966,0.02217295056899899,0.07,0.014676763998351855,0.03926798439881947,0.35
