date,start,component,addition_cosine,addition_previous_speed,addition_next_speed,full_cosine,deletion_outgoing_cosine,deletion_attributed_fraction,full_residual_cosine
2001-02-14,42,market_1,0.2939871565157783,0.07010348396048623,0.07221555863216846,-0.13028377828707258,0.6945147217753986,0.4823506987627594,-0.22112745430990263
2001-02-14,42,block_2_3,0.2948666693262756,0.47540457493912147,0.2225697221684275,0.2816559802936265,0.7173362750931809,0.5145713315645595,0.19331857909549355
2001-02-14,42,block_4_6,0.09606668335220003,0.5340416829502335,1.472418685875033,-0.0591388639442393,-0.07663055376200595,0.005872241769871778,-0.029944897229567467
2001-02-14,42,top_3,0.29415474126326624,0.4799379020259985,0.23303192310072854,0.26685011873387837,0.7025752717764225,0.4936120125117138,0.17771613294183036
2001-02-14,42,top_6,0.05185870787124125,0.40729432217229167,1.4799913420823594,-0.13977492363550198,-0.06783539987618974,0.004601641476362439,-0.12365598493707627
2001-02-14,42,flag_nested,0.08571932033221268,0.33067013655515004,0.6232004290298758,-0.006696288223251305,0.021209750336956507,0.0004498535093560019,-0.014474032992618804
2001-03-06,56,market_1,-0.17936171549224322,0.08617193137443042,0.08391601839175866,-0.31692316767395295,0.573837625935315,0.3292896209390783,-0.23404971801000443
2001-03-06,56,block_2_3,0.08153806449408145,0.38650595985971015,0.38788111936674935,0.2689752467625526,0.3322291672932611,0.11037621960037369,0.21065765213938178
2001-03-06,56,block_4_6,0.1304721293912471,0.6253178877454876,0.7932992055971932,0.09632665527485902,0.7364754695228747,0.5423961172089389,0.013933308453642266
2001-03-06,56,top_3,0.09808426377775362,0.39081800673874534,0.39017210586789935,0.27685755281221963,0.3479997464788575,0.12110382354934901,0.2238271116339687
2001-03-06,56,top_6,0.09049851771216501,0.6237839667808003,0.7475698089523111,0.07796334614384466,0.7620271448656903,0.5806853695121557,-0.051181889616615045
2001-03-06,56,flag_nested,0.07863284372080431,0.35098373099430114,0.3884972227502906,0.0947770565241829,0.7189850292558524,0.5169394722940389,-0.008463919800107961
2001-03-26,70,market_1,-0.05234129970559784,0.08827753650847306,0.0757274507092811,0.25733778682156916,0.6566499506609079,0.4311891577029727,0.30414969692515725
2001-03-26,70,block_2_3,-0.21355841962412256,0.38803062867101906,0.2597912808570836,0.02215952563534235,0.9113780273977049,0.8306099088233321,0.029692678928851222
2001-03-26,70,block_4_6,-0.08134830080122064,0.6326973815809258,0.8682660358127074,-0.025767321389759228,0.7763556289791695,0.6027280626476421,0.032138518860849286
2001-03-26,70,top_3,-0.19095324591699747,0.39628331338435946,0.2627255174897473,0.02420478835233694,0.9047684754647661,0.8186059941948369,0.04361592054181933
2001-03-26,70,top_6,-0.036364756857516896,0.5672491539583859,0.860279379995236,-0.10152659480213902,0.7505208339978431,0.5632815222648178,-0.07724988086851779
2001-03-26,70,flag_nested,-0.07552391942289126,0.337295634993079,0.38998672786627375,-0.04207890765403141,0.7744611707262821,0.5997901049627234,-0.023151387138056055
2001-04-13,84,market_1,0.5298556031174528,0.07221555863216848,0.06341034036602923,0.2980419839991269,0.7087292706359927,0.5022971790562261,0.3182071030562286
2001-04-13,84,block_2_3,-0.4826778132147705,0.2225697221684274,0.40388007806721915,0.09258381512993902,0.7322876559524061,0.5362452110602692,-0.06658250959973412
2001-04-13,84,block_4_6,0.5251813667201201,1.472418685875033,0.9468424574571878,-0.6252187619458609,-0.6005479544587036,0.36065784560453307,-0.5079888513396349
2001-04-13,84,top_3,-0.441698867836398,0.23303192310072857,0.40592539122378263,0.11854611424711811,0.7332213781120646,0.5376135893205551,-0.02633870362292445
2001-04-13,84,top_6,0.566302863093723,1.479991342082359,0.926241810264648,-0.6248138531414246,-0.6826314008444567,0.46598562941886534,-0.5135732934727876
2001-04-13,84,flag_nested,0.42093988990743675,0.6232004290298756,0.44936992280946514,-0.4600935354484207,-0.33153689356894356,0.10991671179734497,-0.38251149737760176
2001-05-03,98,market_1,0.38632556815941066,0.08391601839175866,0.06517796770441357,0.4718654701826732,0.5162337900081018,0.26649732594612885,0.34333628110054215
2001-05-03,98,block_2_3,-0.5137023453912065,0.3878811193667494,0.466953854295473,0.07415923631403445,0.5825747379405892,0.3393933252865463,-0.19476840555009306
2001-05-03,98,block_4_6,-0.5625501673082829,0.7932992055971936,1.118228497617848,0.6652528217611209,0.5864432978824132,0.34391574163120076,0.5147916843311433
2001-05-03,98,top_3,-0.5175406982709276,0.3901721058678993,0.46795667900326965,0.07246621438380595,0.5850316619278687,0.3422620454580839,-0.20561724945996343
2001-05-03,98,top_6,-0.43428981694927354,0.7475698089523114,1.0795263874403669,0.6924390755965265,0.6022239645603727,0.36267370349081296,0.5904046778814176
2001-05-03,98,flag_nested,-0.4337479193404409,0.38849722275029064,0.5210299308216456,0.5673478217659574,0.5826298419670675,0.33945753275057,0.44721642300404507
2001-05-23,112,market_1,0.03906914877799453,0.07572745070928108,0.06194542545974753,-0.09012873459840345,0.5635298362156492,0.31756587630523636,-0.19643219723946465
2001-05-23,112,block_2_3,-0.13036087654897308,0.25979128085708364,0.3701320145686053,-0.09512922764183192,0.47785312011633035,0.22834360440491197,0.004965830403677014
2001-05-23,112,block_4_6,-0.011223685645509414,0.8682660358127073,0.9053198669212803,0.4614378084448967,0.5066205791953028,0.2566644112641845,0.3302823134536627
2001-05-23,112,top_3,-0.14193038583688034,0.2627255174897473,0.3713623890713861,-0.09170878024121637,0.4898019863494019,0.23990598583181988,-0.0027126350792626014
2001-05-23,112,top_6,0.04472093309274362,0.8602793799952357,0.8589138751398164,0.5270862092666223,0.5691742904731502,0.32395937293561394,0.40332941156339447
2001-05-23,112,flag_nested,0.006630730189140377,0.38998672786627364,0.4156473880894811,0.384990570913717,0.536204650414021,0.2875154271256225,0.32278168490414255
2001-06-12,126,market_1,0.3055843431632412,0.06341034036602923,0.07496914589665106,0.1871305823593761,0.555912080143129,0.30903824084906084,0.23596383995051173
2001-06-12,126,block_2_3,0.14189407427905407,0.4038800780672192,0.38794520704931384,-0.06405021806597018,0.48580891582671215,0.23601030269672563,0.11519982776139469
2001-06-12,126,block_4_6,0.2514359420072386,0.9468424574571882,0.5938942090395023,-0.32050950401669054,0.5144463034722034,0.26465499915621415,-0.3158359141017916
2001-06-12,126,top_3,0.12837098296300417,0.4059253912237825,0.38888001513222376,-0.0708667747934834,0.4970683653802394,0.2470769598617829,0.10651814756858216
2001-06-12,126,top_6,0.22116961606440394,0.9262418102646476,0.5230588434461385,-0.34462819673731965,0.664499570686794,0.4415596794429333,-0.37390734650179147
2001-06-12,126,flag_nested,0.1819554560562783,0.44936992280946503,0.318791500060392,-0.22835743280155213,0.5817693543464717,0.33845558165671064,-0.15222653799980168
2001-07-02,140,market_1,0.06192453400871722,0.06517796770441354,0.08265527174987107,0.2756518704554816,0.3434837702776757,0.11798110044416688,0.27466858437742475
2001-07-02,140,block_2_3,0.0552024888288348,0.466953854295473,0.5537665578760071,0.02526032522316184,0.30742987845566944,0.09451313016726781,0.12915326078797626
2001-07-02,140,block_4_6,0.13890152230262445,1.1182284976178487,0.6197583488275463,-0.02596379446622423,0.5404078487154873,0.2920406429533009,-0.09308170639243668
2001-07-02,140,top_3,0.04920244769089447,0.4679566790032695,0.5527307004319973,0.023419612830895453,0.32082483574656856,0.10292857523181231,0.12788164234206967
2001-07-02,140,top_6,-0.21888508968162312,1.0795263874403667,0.46610978378893336,-0.10802311220975203,0.6539376190129698,0.4276344095603519,-0.3499710362508486
2001-07-02,140,flag_nested,-0.069486992900007,0.5210299308216455,0.3806293360195562,-0.03808459478789678,0.4594919925507587,0.21113289121826628,-0.06603983216094586
2001-07-20,154,market_1,0.4257999241001094,0.061945425459747544,0.07993817901648263,0.19484227676838956,0.46373397096297386,0.21504919582508863,0.07414644177102928
2001-07-20,154,block_2_3,0.41236504613680897,0.3701320145686052,0.42480795845471847,0.2274651243799242,0.7205470982802552,0.5191881208400959,0.3432659466514201
2001-07-20,154,block_4_6,0.40557332028561693,0.9053198669212799,0.6144440524280754,0.08462516708446921,0.6334765979084068,0.4012926000976095,0.1935519011288979
2001-07-20,154,top_3,0.39691535297459135,0.3713623890713862,0.4221638336497616,0.22679908120753386,0.7228938775365625,0.5225755581798467,0.33629467519453543
2001-07-20,154,top_6,0.2469385688988948,0.8589138751398162,0.4985492223766687,-0.04937336352556539,0.6586508009651618,0.4338208776120489,0.03961061677845152
2001-07-20,154,flag_nested,0.29737965324178534,0.41564738808948104,0.3274488781481611,0.06730714568569907,0.6915649676141511,0.4782621044311619,0.15098806057398834
2001-08-09,168,market_1,0.12950684869088464,0.07496914589665105,0.08335731509427882,0.16660927755947694,0.5730193994017654,0.3283512320907599,0.0250188785279374
2001-08-09,168,block_2_3,0.31371063782704994,0.3879452070493139,0.39152426015548486,0.4284435888804471,0.5900613782746706,0.3481724301314043,0.3001073291580152
2001-08-09,168,block_4_6,0.05035242738140854,0.5938942090395023,0.6451895574860159,-0.06919383684416149,0.6607681515969241,0.43661455016481565,-0.19728048718071817
2001-08-09,168,top_3,0.2861475351890923,0.3888800151322239,0.393727134731292,0.3983041295342894,0.5872027170082508,0.3448070308618716,0.2660654506046004
2001-08-09,168,top_6,-0.18442299871778392,0.5230588434461383,0.5850656085365343,-0.1112662828374358,0.7341652514279453,0.538998616404258,-0.17215371350618133
2001-08-09,168,flag_nested,0.05540593385799005,0.3187915000603919,0.3401064861230995,0.08088144706813546,0.6437999044036423,0.4144783169101388,-0.034990870926608186
2001-08-29,182,market_1,0.1607078573242147,0.08265527174987111,0.07378340133446637,0.2268625489436281,0.6621389661540911,0.43842801049960833,-0.05882816415977033
2001-08-29,182,block_2_3,-0.058300606306726184,0.5537665578760071,0.2728391899314907,-0.21693480896834072,0.9149970322648738,0.8372195690535267,-0.1925412848362963
2001-08-29,182,block_4_6,0.02146722234895856,0.6197583488275462,0.4763211021614203,-0.007801017794787839,0.8425551984309332,0.7098992624029892,0.00942311812714339
2001-08-29,182,top_3,-0.07033265599944641,0.5527307004319973,0.27915757230789495,-0.22234931593986443,0.9114083630660861,0.8306652042668026,-0.20020735024644054
2001-08-29,182,top_6,0.015643532157739063,0.4661097837889334,0.46615803157483493,0.15909989216328052,0.7258716137179504,0.5268895996015017,0.11100578053509509
