label,N,features,n_parameters,n_train,n_validation,n_test,block_length_origins,independent_test_blocks,selected_half_life,selected_fit,fit_agreement_ridge,fit_agreement_geometric,fit_agreement_direct,selected_epsilon,baseline_half_life,gap_floor_bound_fraction,max_offdiagonal_collinearity,validation_gate_improvement,validation_gate_ci_low,validation_gate_ci_high,stopping_rule_passed,test_frozen_capture,test_ceiling_capture,test_naive_headroom,test_model_capture,test_versus_ewma,test_versus_ewma_ci_low,test_versus_ewma_ci_high,test_versus_frozen,test_versus_frozen_ci_low,test_versus_frozen_ci_high,test_versus_frozen_win_fraction,beta_fast_slow,beta_momentum,beta_stress
cac40_full,23,fast_slow+momentum+stress,5,202,55,121,57,2.12280701754386,252.0,gradient,0.4453522972380574,-0.159533575865594,1.0000000000000002,0.02,252.0,0.0,0.3305014332237062,0.0003514771696531,0.0003514771696531,0.0003514771696531,True,0.6178748468791609,0.7836781712117452,0.1658033243325842,0.6218684150596338,-0.0001930887778118,-0.001810540839107,0.0012881573906988,0.0039935681804729,-0.0040620511626249,0.0120728126698305,0.628099173553719,-0.1953355760772938,0.9630392915847888,0.1854705787515094
