replicate,null,component,n_origins,n_finite_addition,mean_addition_cosine,median_addition_cosine,q25_addition_cosine,q75_addition_cosine,positive_addition_fraction,mean_addition_previous_speed,mean_addition_next_speed,mean_full_cosine,mean_deletion_outgoing_cosine,mean_deletion_attributed_fraction,mean_full_residual_cosine
0,volatility,market_1,436,436,0.05418331027496155,0.042256060168266524,-0.028595279679115015,0.12907321769297864,0.6330275229357798,0.03014602452259338,0.030160357116471425,0.07289528455583161,0.678772006588499,0.46757041131888405,-0.0033546292283140908
0,volatility,block_2_3,436,436,0.10831070747603437,0.10814992113805448,-0.07749604104205202,0.34881946057865987,0.6490825688073395,0.18205974429768876,0.18202984636126915,0.13819924003657347,0.6604622879909081,0.5204558045848461,0.04436107919322653
0,volatility,block_4_6,436,436,0.05838204269770665,0.07173687323167656,-0.12911691850740237,0.23417622416161105,0.6146788990825688,0.31793944375215266,0.31923030010247383,0.08069584580906941,0.6461967410813713,0.49323129230881385,0.0013321935675099786
0,volatility,top_3,436,436,0.1049648483802153,0.10572448687119165,-0.0755154611998575,0.3349749109458201,0.6490825688073395,0.1845094482408972,0.1844834817129839,0.1353427285435658,0.6613472059843674,0.5183528905647939,0.041989450102912274
0,volatility,top_6,436,436,0.04149279448243406,0.05441702234772776,-0.09133146602008102,0.17138865716057022,0.5940366972477065,0.28947042360623726,0.29068443433185787,0.06004627793754905,0.6443748798968938,0.4689526006853133,-0.015620961687985808
0,volatility,flag_nested,436,436,0.06462946604130074,0.07262766255885719,-0.08373604230675967,0.20723155762860565,0.6376146788990825,0.1690626372257746,0.16951529941281174,0.08794899680438863,0.6539112266025733,0.4885160504208115,0.005671211152058481
1,volatility,market_1,436,436,0.05193914692725027,0.052524367320386026,-0.024482198868126522,0.12232224736265764,0.6743119266055045,0.030136626196847,0.030009185972694294,0.06939414401038149,0.6825689502500387,0.4733240253093229,-0.008487861769621293
1,volatility,block_2_3,436,436,0.04588538303197992,0.05931518089913748,-0.12720681973647802,0.2563125280947044,0.6032110091743119,0.20489112820092487,0.20472741445534406,0.11682263844217501,0.6426421880881326,0.5064716430812515,0.02391545746180287
1,volatility,block_4_6,436,436,0.060011258084483106,0.06511160594595478,-0.1487754378304129,0.2777192018685266,0.6123853211009175,0.34305456966076964,0.34237537927312484,0.09864866273735201,0.6313317225285343,0.4984869773499155,0.036590058992281155
1,volatility,top_3,436,436,0.044767572545201494,0.05800250143099518,-0.11400344898519295,0.24571760957580954,0.6077981651376146,0.2073080433507384,0.20716060102316042,0.11463577159087289,0.6442561085227642,0.5049692852256862,0.022268818686259458
1,volatility,top_6,436,436,0.06971808672267159,0.061639831776418144,-0.06190011139376933,0.19265194278588166,0.6422018348623854,0.29455050267166144,0.2939134074546475,0.07459659000215002,0.637735538191301,0.4828016384648656,0.027278735344231066
1,volatility,flag_nested,436,436,0.05615467732572247,0.061880229202404644,-0.09341699916853242,0.23710961310502573,0.6307339449541285,0.18231590392066682,0.1820247492330971,0.09892899172687929,0.6398651720442393,0.49249165575434994,0.03353815833196044
2,volatility,market_1,436,436,0.05692907793075593,0.04967259361355478,-0.017769315516683253,0.1336254702994747,0.6720183486238532,0.030629580253176834,0.03061744136449667,0.060839078884191676,0.6699539133263676,0.4583004441431751,-0.008454497046301655
2,volatility,block_2_3,436,436,0.1193100742214602,0.1200570020445266,-0.09839590889412704,0.3437652617717864,0.6513761467889908,0.21172954566777533,0.21445934260382932,0.0914715059925123,0.6180638192673434,0.48874065443820014,0.03753161306352565
2,volatility,block_4_6,436,436,0.05346555832204998,0.04398036100233815,-0.1504882719765565,0.2681054233981583,0.5871559633027523,0.3557352543246434,0.3562216964624117,0.06177782991730049,0.6032984766662275,0.47162308975679973,-0.014641015906107056
2,volatility,top_3,436,436,0.11567051311051958,0.11944566804163934,-0.09575180773860814,0.32530027400111683,0.6467889908256881,0.21426818287741597,0.21698577651562898,0.08897398161864198,0.6196021378163897,0.4865556127368786,0.034402786675308085
2,volatility,top_6,436,436,0.029685153691343717,0.025647179988200184,-0.10051796601483426,0.1726774626787358,0.5711009174311926,0.2982390479142999,0.2967914574394991,0.06875745711107183,0.6332764308796931,0.4707607074182239,-0.01895795020270794
2,volatility,flag_nested,436,436,0.06219313020053359,0.05756088324516288,-0.10678398115679208,0.23073528610771907,0.6261467889908257,0.18857415311501097,0.1893843605709831,0.06417938751097228,0.6112238095098925,0.46348339890357293,-0.00703468591457123
3,volatility,market_1,436,436,0.0517695755800074,0.053127527475675035,-0.03238259803245236,0.1327583295974893,0.6513761467889908,0.029881998642950134,0.029910328315464866,0.0637120076135296,0.6843061214103545,0.4750925569400643,-0.013195517132539575
3,volatility,block_2_3,436,436,0.09829815088843431,0.11426178107880805,-0.1011663689089527,0.29627833202157994,0.6628440366972477,0.16512017601809914,0.1649973643679126,0.11631817170142042,0.6834847595162608,0.5157557934946452,0.029343835662770653
3,volatility,block_4_6,436,436,0.059788251657013174,0.05016249512868073,-0.1483983812655912,0.26757104314235525,0.5642201834862385,0.3329401132998432,0.3332233020453179,0.05498461452581438,0.656171305980024,0.5057260110596066,0.0030319900431923924
3,volatility,top_3,436,436,0.09545597863181564,0.10364976262391984,-0.09651863447985386,0.2863787734788654,0.6628440366972477,0.16768789016552954,0.1675705268872606,0.11399332748638208,0.684730752858923,0.5149117345493696,0.026240742727525065
3,volatility,top_6,436,436,0.04484536345941893,0.03420973917785455,-0.11397682702609159,0.20234624273761653,0.5596330275229358,0.3130767441712498,0.31330082294544,0.034699291356550095,0.6478574323303922,0.48501991677807116,-0.002490730567995577
3,volatility,flag_nested,436,436,0.06570571422267547,0.07057694870877257,-0.09243759773455798,0.22952671143388553,0.6169724770642202,0.1706695343450552,0.17072175594357755,0.0685247126528147,0.6659022032977624,0.5007428820039144,0.007198189523513642
4,volatility,market_1,436,436,0.039133518051194555,0.03422964830528846,-0.04560037560868026,0.11908199770061129,0.6055045871559633,0.03025985990382378,0.030257877404821724,0.052909654568517483,0.6755643950022969,0.46600222029311134,-0.023063608778260185
4,volatility,block_2_3,436,436,0.08798844909965045,0.09221160435693809,-0.0977245058456963,0.32420307663144465,0.6307339449541285,0.17773950368148755,0.1775494233141091,0.110174996180976,0.658229383117109,0.5010028406445508,0.03939306321421005
4,volatility,block_4_6,436,436,0.08111656848196615,0.08498909125430756,-0.12601699584476175,0.2928471027273186,0.6077981651376146,0.3320058195669281,0.3314781184191578,0.0528293274201533,0.6171581061570076,0.4642300519387368,0.01806960906662124
4,volatility,top_3,436,436,0.0855823265286217,0.08803482214591977,-0.0941560108087541,0.31023436989375863,0.6261467889908257,0.1802834385833092,0.18010408941720177,0.10855438016754015,0.658519839882091,0.4984173381868144,0.037053917950234036
4,volatility,top_6,436,436,0.061478814310659234,0.06290870817305147,-0.07797485927074017,0.21392564849538903,0.6123853211009175,0.3083418537572664,0.3080004274777847,0.03562073364418927,0.6239369909584114,0.45244846141640777,-0.004123851248528731
4,volatility,flag_nested,436,436,0.07953259736024025,0.08315718941045103,-0.06922886523308042,0.2477309036321999,0.6353211009174312,0.17287171737494136,0.17270324762282005,0.06370019937020147,0.6338356023742939,0.46418021620312433,0.01975767758663646
5,volatility,market_1,436,436,0.04376742911734643,0.0359230647606702,-0.03477184004606147,0.12142347919655919,0.6399082568807339,0.030086811497942553,0.030069294376662205,0.060028839316261705,0.678253547415305,0.4687194296784471,-0.015543983950352289
5,volatility,block_2_3,436,436,0.07440721173598136,0.07912108427648937,-0.1001983081172308,0.2809988553833746,0.6215596330275229,0.2247508331937642,0.22382738889178982,0.07713448080458078,0.6211907748545731,0.524211529656515,0.015198132169307231
5,volatility,block_4_6,436,436,0.06676049620258002,0.07228457111360234,-0.12609402323146834,0.2700955692591208,0.6192660550458715,0.3636241884365752,0.35816317634410344,0.04643904088478508,0.6077651392058159,0.46230253594994286,-0.006164032991807374
5,volatility,top_3,436,436,0.0723062884027041,0.07764174660313927,-0.0950643337197469,0.27570654904667624,0.6238532110091743,0.22714490111727795,0.22623965190823628,0.07625199697297907,0.6226163294434507,0.5224522316082636,0.013868923052499031
5,volatility,top_6,436,436,0.06226403861947092,0.062135180485155164,-0.06320331936511114,0.19600821567467652,0.6490825688073395,0.2970822775082174,0.29168578451487576,0.047652948432468326,0.641017172649098,0.4476596183121976,-0.008826334198621838
5,volatility,flag_nested,436,436,0.0664319480136207,0.07015821548037417,-0.07275922667304288,0.23989667714774485,0.6490825688073395,0.19309131296845775,0.1908577658541198,0.05448443636563393,0.6202806033355269,0.4685395462711482,-0.002139582043976608
6,volatility,market_1,436,436,0.05650991882427505,0.06444238735018305,-0.017530090376441564,0.13390224896547126,0.7041284403669725,0.03060221270825377,0.03058141763125097,0.0429989582735014,0.674547840246456,0.4625289022136171,-0.02232454976320854
6,volatility,block_2_3,436,436,0.11636668057715863,0.11067451051871097,-0.09130948269047132,0.31551398195192815,0.6376146788990825,0.17080319794584065,0.17106005805071203,0.11475460094832018,0.6813013556728809,0.5121005236187589,0.034674253298617334
6,volatility,block_4_6,436,436,0.06723892873777408,0.07380335811704361,-0.10410499038376332,0.24289638502626165,0.6077981651376146,0.3203646621217641,0.32080307959395177,0.084224450458347,0.6345244483511241,0.4918915884823938,0.005044932838733238
6,volatility,top_3,436,436,0.11310495858752008,0.10613676182759613,-0.08856824920315731,0.29909958549812066,0.6376146788990825,0.17330595492634457,0.1735483423975312,0.11270357042345625,0.6819922385003006,0.5108162342623387,0.03154929977443404
6,volatility,top_6,436,436,0.04188803426408782,0.0413033548598046,-0.08021698391852385,0.17607834851462123,0.5779816513761468,0.2995737976808767,0.30000692097267834,0.06728932767198538,0.6356061939389396,0.47998287205531837,-0.012634275425045334
6,volatility,flag_nested,436,436,0.07166006635180218,0.05672145374455872,-0.06504675067246664,0.20172295830989562,0.6307339449541285,0.16729622145745082,0.16751079634616933,0.08589021500156052,0.6504402333900401,0.49223988299484744,0.008270548814257516
7,volatility,market_1,436,436,0.036863045387219615,0.037765411589524095,-0.040415584945333156,0.11011578000543296,0.6376146788990825,0.030207069664858893,0.030254905299799507,0.04936283226465668,0.6705146812555801,0.45729457349894503,-0.013255858516041712
7,volatility,block_2_3,436,436,0.10679364769786089,0.12306380665693438,-0.08187210431768611,0.3109908024036107,0.658256880733945,0.2099103763356943,0.2109527701475953,0.11857282518489584,0.6198375974710371,0.47420680814889693,0.06596470172732159
