replicate,null,component,n_origins,n_finite_addition,mean_addition_cosine,median_addition_cosine,q25_addition_cosine,q75_addition_cosine,positive_addition_fraction,mean_addition_previous_speed,mean_addition_next_speed,mean_full_cosine,mean_deletion_outgoing_cosine,mean_deletion_attributed_fraction,mean_full_residual_cosine
0,volatility,market_1,463,463,0.08344809868723936,0.07541315352495499,-0.013580363292825984,0.16200679970753357,0.7192224622030238,0.0480210720667269,0.0480637385013325,0.1047826512469209,0.6715761983562576,0.46014903977914173,-0.0009090583871161362
0,volatility,block_2_3,463,463,0.06077275020103543,0.06645984209977486,-0.07656752445205839,0.2024000124463244,0.6220302375809935,0.3008581761788455,0.30097755045190133,0.10343612975368167,0.6330886447434138,0.46489827046331444,0.008536497196693228
0,volatility,block_4_6,463,463,0.03505544743004605,0.06062308676378881,-0.12883728213671092,0.20644268586793663,0.5788336933045356,0.7180871152298683,0.7163193223316477,0.061570236202318725,0.5673324521534102,0.4212888189139097,0.0035877969598843255
0,volatility,top_3,463,463,0.060043688828472844,0.06696718220514827,-0.07104401768731933,0.1997503825395663,0.6241900647948164,0.3045756597081435,0.30469731953780105,0.10267078207056937,0.63453152174967,0.46472119957605895,0.007482330983625767
0,volatility,top_6,463,463,0.031651353388628754,0.05037918480803003,-0.10592632272265375,0.19284732400351262,0.5853131749460043,0.7023537154450593,0.7006526302770164,0.05751929334975493,0.5822725546273163,0.42323655250190645,-0.0027103203453185116
0,volatility,flag_nested,463,463,0.034098981883068806,0.04146651091626117,-0.09586985476169965,0.17009230192773384,0.593952483801296,0.35093046839576625,0.3503107259436696,0.06923664708865421,0.5859479499843162,0.41830397276756787,0.0018141189370666274
1,volatility,market_1,463,463,0.07886731362815097,0.08017198815360117,-0.01872504990375943,0.16923840782909927,0.7041036717062635,0.0478964835862106,0.04792611061979393,0.10186016845356002,0.6728326804754791,0.462429848617516,0.00616520647734372
1,volatility,block_2_3,463,463,0.06518218701483093,0.06989039267980791,-0.0839614878042121,0.21193116332783213,0.6285097192224622,0.3209003031971212,0.3214248331616348,0.083886660619219,0.6169598805084497,0.45326044093247325,0.0009328535335193107
1,volatility,block_4_6,463,463,0.026820498232974027,0.049214064928385794,-0.14468546693577333,0.18875510214135138,0.572354211663067,0.7378043549647851,0.7376935536004565,0.046425428556955535,0.5508516803748648,0.4127005418350106,0.0058698784017718495
1,volatility,top_3,463,463,0.0644630419733065,0.06870060532868169,-0.07896561495229265,0.20555792584659233,0.6241900647948164,0.32451147931369206,0.32503013240252593,0.08372124377872571,0.61803686363826,0.45273486433659615,0.0005517133107771732
1,volatility,top_6,463,463,0.02173884144403464,0.03695092982975878,-0.13084059495615669,0.16765115545687315,0.5593952483801296,0.7122948537214964,0.7121033918929814,0.04592831547408472,0.570921838394317,0.42099240574211017,0.005705257426258109
1,volatility,flag_nested,463,463,0.031624382643762286,0.050776643469031775,-0.10971640191874324,0.15977704602061932,0.591792656587473,0.3613780515327863,0.3615107851365656,0.05738696254984909,0.5717191283087582,0.40880166993333555,0.005058902620659612
2,volatility,market_1,463,463,0.09413244672429714,0.08120797359970276,0.0021238114960627956,0.18471360603902948,0.7516198704103672,0.048343357776133494,0.04833853313334036,0.11385707301561908,0.669791016879414,0.45811885152299003,0.004068810282173809
2,volatility,block_2_3,463,463,0.06639914485765265,0.07248436767507976,-0.0667275889733937,0.1978282767080423,0.652267818574514,0.3042663241262504,0.30561909909966173,0.10286649047455153,0.6272304403686445,0.45922573481152673,0.006171391533439454
2,volatility,block_4_6,463,463,0.01994923728718297,0.009689516868896172,-0.12768475009512198,0.18720533735301131,0.5161987041036717,0.7182854731327282,0.7187379706226474,0.038438238211430116,0.5655559792194133,0.4295312106673354,-0.01888599855435481
2,volatility,top_3,463,463,0.06511619550352285,0.0725163406307145,-0.06272781108097313,0.1938241967438189,0.6587473002159827,0.3078575021651889,0.30920571211554515,0.10161130838964806,0.6282301749375283,0.45832802661874367,0.005090153238914544
2,volatility,top_6,463,463,0.01952182278553213,0.0034499094086887267,-0.10727468505960483,0.16204303287739913,0.5075593952483801,0.7038007099160369,0.7030022074201178,0.038267289223538024,0.5791119713744254,0.43650585434230865,-0.016768566263073666
2,volatility,flag_nested,463,463,0.029022766916346747,0.02220934935704147,-0.08891221211625128,0.15975799828748577,0.5550755939524838,0.3509616343141409,0.35139445280167353,0.0555390028024621,0.5823582159563891,0.4255966877301117,-0.009984437790835477
3,volatility,market_1,463,463,0.08860115504230574,0.08431331377513468,-0.01143521776430919,0.18612732741983332,0.734341252699784,0.04801183964396095,0.04802529878955008,0.10324577461401133,0.6740459101741528,0.46348400289427194,0.005859789153238985
