label,N,days,T,horizon,step,component,n_origins,n_finite_addition,mean_addition_cosine,median_addition_cosine,q25_addition_cosine,q75_addition_cosine,positive_addition_fraction,mean_addition_previous_speed,mean_addition_next_speed,mean_full_cosine,mean_deletion_outgoing_cosine,mean_deletion_attributed_fraction,mean_full_residual_cosine,volatility_null_mean,volatility_null_q95,volatility_p
cac40_full,23,6828,750,42,14,market_1,429,429,0.2546869465852525,0.2740201737432614,0.0937727859076349,0.4415194310218334,0.8461538461538461,0.013702766989300922,0.013708823866975996,0.32958590846545943,0.7093352631218652,0.522454869193265,0.18708660098546134,0.0912387656081281,0.12195866128725866,0.01
cac40_full,23,6828,750,42,14,block_2_3,429,429,0.1515504044052361,0.1651054908381996,-0.05051696670154568,0.3758580352982013,0.7016317016317016,0.13483255408173878,0.13484888635828768,0.1955029330338369,0.6588865975058275,0.48375710607981603,0.11709923608901632,0.07143930683878354,0.1106861579123893,0.01
cac40_full,23,6828,750,42,14,block_4_6,429,429,0.07163852763579767,0.0796305432350439,-0.16223116043798472,0.31773706323817263,0.6107226107226107,0.3274263045975212,0.3274801275926634,0.07584854824766323,0.6273086898340542,0.4919921989368033,0.055981671620312236,0.039937370307929015,0.07776762393730381,0.12
cac40_full,23,6828,750,42,14,top_3,429,429,0.15122990712501422,0.16428463781089755,-0.043960404916316725,0.37302756733134323,0.7062937062937062,0.1353536715506206,0.13538680132378622,0.19525908052044405,0.658897094333645,0.48310422885779,0.11801131817609439,0.07147005683105302,0.11073084656092332,0.01
cac40_full,23,6828,750,42,14,top_6,429,429,0.05763394935617954,0.0768101692624747,-0.17302145430480564,0.2993237397715009,0.5874125874125874,0.2985385014960941,0.29847196156491995,0.06961777141014168,0.6363188246152689,0.4948975452898598,0.0499549146207923,0.03250114558250855,0.06723453282946042,0.11
cac40_full,23,6828,750,42,14,flag_nested,429,429,0.08446467437877928,0.09991903020420587,-0.11308439363913692,0.30461559382251263,0.6317016317016317,0.15552728626010004,0.15551812652087274,0.09979452205607883,0.6359632305912567,0.48832493804446536,0.06891781988172525,0.045849484540435095,0.08131123227809291,0.05
