estimator,label,N,T,split,alpha,current_date,target_window_start,target_date,example,component,loss
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-04,2023-09-06,2025-02-06,419,block_4_6,0.02196440567551002
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-04,2023-09-06,2025-02-06,419,top_3,0.006318899630691988
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-04,2023-09-06,2025-02-06,419,top_6,0.011934074050388302
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-04,2023-09-06,2025-02-06,419,flag_nested,0.006834537247033805
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,market_1,0.0020170622966719787
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,block_2_3,0.009786643995240984
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,block_4_6,0.02087962737307351
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,top_3,0.007064589203771288
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,top_6,0.013045368549196468
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2024-12-24,2023-09-26,2025-02-27,420,flag_nested,0.007375673349879912
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,market_1,0.0015594355730390586
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,block_2_3,0.010868646826546424
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,block_4_6,0.03190628639262183
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,top_3,0.007752666423380165
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,top_6,0.01796838597515042
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-01-16,2023-10-16,2025-03-19,421,flag_nested,0.009093495990523214
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,market_1,0.0026728945158013273
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,block_2_3,0.014871273730119872
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,block_4_6,0.030323930128485
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,top_3,0.010242797121811087
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,top_6,0.015908308868502363
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-06,2023-11-03,2025-04-08,422,flag_nested,0.009608000168704925
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,market_1,0.003346633071225402
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,block_2_3,0.011838737018417755
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,block_4_6,0.021069477169482227
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,top_3,0.008420648785300688
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,top_6,0.011095818916302255
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-02-27,2023-11-24,2025-04-29,423,flag_nested,0.007621033590942783
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,market_1,0.002938127669663948
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,block_2_3,0.01250847975621594
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,block_4_6,0.01344316199197578
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,top_3,0.00907841220286724
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,top_6,0.00885674905533381
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-03-19,2023-12-14,2025-05-19,424,flag_nested,0.006957762975954999
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,market_1,0.0026682566805051877
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,block_2_3,0.011105804830013888
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,block_4_6,0.01554464951395973
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,top_3,0.008175293462611736
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,top_6,0.0100265376177641
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-08,2024-01-05,2025-06-09,425,flag_nested,0.006956695920293674
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,market_1,0.0019127402603580368
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,block_2_3,0.03204445441734749
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,block_4_6,0.03181666621812903
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,top_3,0.021957254272173543
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,top_6,0.012852519383872588
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-04-29,2024-01-26,2025-06-30,426,flag_nested,0.012240837972134723
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,market_1,0.0018080334178987023
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,block_2_3,0.2727056056795245
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,block_4_6,0.1925174147273966
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,top_3,0.18239529645363461
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,top_6,0.012295985348690289
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-05-19,2024-02-15,2025-07-21,427,flag_nested,0.06549977174007453
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,market_1,0.0019939712612420113
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,block_2_3,0.31576572411436243
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,block_4_6,0.2234690230994012
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,top_3,0.21112171076667754
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,top_6,0.012882773652120575
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-09,2024-03-07,2025-08-08,428,flag_nested,0.07533281856001338
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,market_1,0.0017498981902689392
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,block_2_3,0.25329605806355315
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,block_4_6,0.17187223125719284
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,top_3,0.16924827542978185
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,top_6,0.008639228981581018
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-06-30,2024-03-27,2025-08-28,429,flag_nested,0.059879134200543936
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,market_1,0.0014280381815149346
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,block_2_3,0.03499633592269502
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,block_4_6,0.029769812487561016
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,top_3,0.02359859826449388
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,top_6,0.009796190885576225
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-07-21,2024-04-17,2025-09-18,430,flag_nested,0.011607609110528347
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,market_1,0.0015498903810950981
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,block_2_3,0.026023747787222162
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,block_4_6,0.027023103885574013
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,top_3,0.017562292921674178
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,top_6,0.011220868869716405
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-08,2024-05-07,2025-10-08,431,flag_nested,0.01011101739082856
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,market_1,0.0013074049983325953
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,block_2_3,0.02211908733716883
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,block_4_6,0.043246534164920934
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,top_3,0.015082549366352005
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,top_6,0.019052369948274677
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-08-28,2024-05-28,2025-10-28,432,flag_nested,0.01181410810431976
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,market_1,0.0010521781961142507
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,block_2_3,0.008005075493361269
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,block_4_6,0.03531196746251227
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,top_3,0.005660107722359993
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,top_6,0.018399545423761616
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-09-18,2024-06-17,2025-11-17,433,flag_nested,0.008370610447411954
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,market_1,0.0011799028966662517
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,block_2_3,0.008762277752527914
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,block_4_6,0.046154023035823354
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,top_3,0.006217492999060307
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,top_6,0.02406641731454136
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-08,2024-07-09,2025-12-08,434,flag_nested,0.010487937736755973
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,market_1,0.0009758086423637957
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,block_2_3,0.011171566808213629
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,block_4_6,0.029798681028766705
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,top_3,0.007705969932302548
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,top_6,0.015388702094579543
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-10-28,2024-07-29,2025-12-29,435,flag_nested,0.008023493556415295
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,market_1,0.0011917865622547152
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,block_2_3,0.0077234236305864234
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,block_4_6,0.03463457194931833
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,top_3,0.0054744488733105
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,top_6,0.018004444277695875
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-11-17,2024-08-16,2026-01-20,436,flag_nested,0.008223559904420363
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,market_1,0.0014870224062947246
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,block_2_3,0.00669944396521116
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,block_4_6,0.03643252943569101
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,top_3,0.004753746426285084
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,top_6,0.01905338469408339
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-08,2024-09-06,2026-02-09,437,flag_nested,0.008431384508887732
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,market_1,0.0014829238416812496
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,block_2_3,0.006721841765662595
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,block_4_6,0.04219191960367249
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,top_3,0.0047140379550238976
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,top_6,0.022530052090554104
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2025-12-29,2024-09-26,2026-03-02,438,flag_nested,0.009575671295753084
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,market_1,0.0013853020931092752
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,block_2_3,0.006423362400076793
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,block_4_6,0.04145797863096531
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,top_3,0.004584507378663005
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,top_6,0.02170645704751273
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-01-20,2024-10-16,2026-03-20,439,flag_nested,0.009225422173095002
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,market_1,0.002288799536651953
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,block_2_3,0.005894027659384404
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,block_4_6,0.07839776068891702
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,top_3,0.004365966022581436
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,top_6,0.040692419012596424
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-02-09,2024-11-05,2026-04-10,440,flag_nested,0.015782394857276606
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,market_1,0.0026627744437316414
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,block_2_3,0.004219110685373728
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,block_4_6,0.11496729205103333
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,top_3,0.003521401759078261
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,top_6,0.057954909843125346
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-02,2024-11-25,2026-04-30,441,flag_nested,0.021379695348645086
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,market_1,0.0025496148680568265
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,block_2_3,0.02307063950109889
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,block_4_6,0.1609365744953338
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,top_3,0.016108559002440792
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,top_6,0.07546320579628378
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-03-20,2024-12-16,2026-05-20,442,flag_nested,0.031373793222260464
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,market_1,0.00282715181388582
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,block_2_3,0.0856949139600307
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,block_4_6,0.10738996050145062
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,top_3,0.05789063889028334
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,top_6,0.02933339437531594
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-10,2025-01-07,2026-06-10,443,flag_nested,0.030017061693161703
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,market_1,0.0030378709339936583
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,block_2_3,0.2879705506237735
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,block_4_6,0.20837023881873304
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,top_3,0.1923435091199052
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,top_6,0.014224597025574326
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-04-30,2025-01-29,2026-07-01,444,flag_nested,0.06986865902649106
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,market_1,0.00479896193993512
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,block_2_3,0.2481230230181768
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,block_4_6,0.17809339382771316
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,top_3,0.1651286495602351
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,top_6,0.01302370383811328
1.6 Retained-Window Flag,sp500_full,357,357,test,0.225,2026-05-20,2025-02-19,2026-07-22,445,flag_nested,0.06098377177942783
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,market_1,0.0028011503948252026
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,block_2_3,0.028755480865479965
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,block_4_6,0.11517428120638051
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,top_3,0.019697079688055858
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,top_6,0.06544119231574275
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-10-31,2018-12-20,2020-01-06,335,flag_nested,0.029313140799541268
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,market_1,0.003931871520169716
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,block_2_3,0.05776337330177106
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,block_4_6,0.12611209204450638
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,top_3,0.038669193082713736
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,top_6,0.06120321742471072
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-11-21,2019-01-15,2020-01-27,336,flag_nested,0.03460142734253139
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,market_1,0.0038268121702561553
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,block_2_3,0.03828929271633985
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,block_4_6,0.12836150007311664
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,top_3,0.025532699565468036
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,top_6,0.06712489843515208
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2019-12-11,2019-02-04,2020-02-17,337,flag_nested,0.03216147005695876
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,market_1,0.004620306609655844
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,block_2_3,0.056411394789350644
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,block_4_6,0.10485790665159052
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,top_3,0.03737150974538587
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,top_6,0.05383504299209019
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-06,2019-02-25,2020-03-09,338,flag_nested,0.03194228644904396
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,market_1,0.005868354833679423
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,block_2_3,0.07849807603523484
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,block_4_6,0.37875728935443514
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,top_3,0.05204989703035482
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,top_6,0.200490362688886
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-01-27,2019-03-15,2020-03-30,339,flag_nested,0.08613620485097341
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,market_1,0.007031955777247467
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,block_2_3,0.09160182517921622
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,block_4_6,0.23308943615029554
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,top_3,0.061300869730832375
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,top_6,0.12584069197875034
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-02-17,2019-04-05,2020-04-17,340,flag_nested,0.06472450582894339
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,market_1,0.0049525819573924545
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,block_2_3,0.07853557435475578
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,block_4_6,0.31864314089544044
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,top_3,0.053416180342335785
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,top_6,0.1700893774991905
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-09,2019-04-25,2020-05-13,341,flag_nested,0.07615271326630625
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-30,2019-05-23,2020-06-02,342,market_1,0.004040293336977863
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-30,2019-05-23,2020-06-02,342,block_2_3,0.04399627645169091
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-30,2019-05-23,2020-06-02,342,block_4_6,0.2345485031663026
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-30,2019-05-23,2020-06-02,342,top_3,0.030632652460838905
1.6 Retained-Window Flag,nikkei_full,131,250,test,0.1,2020-03-30,2019-05-23,2020-06-02,342,top_6,0.11559091036117408
