date,start,past_start,future_start,component,cosine,positive_cosine,incoming_speed,outgoing_speed,erse_outgoing_cosine,outgoing_erse_attributed_fraction,outgoing_residual_energy_fraction,residual_cosine,positive_correlation_fraction,all_correlations_positive,erse_rotations
2001-08-06,42,0,84,market_1,0.24479115959133932,True,0.10211549984000133,0.08126869884015961,-0.041464712438104005,0.0017193223775745503,0.9982806776224254,0.2471346296207765,0.8689610675730967,False,332
2001-08-06,42,0,84,block_2_3,0.5030251248838603,True,0.2913767031854908,0.28543473506268996,,0.0,1.0,0.5030251248838603,0.8689610675730967,False,332
2001-08-06,42,0,84,block_4_6,0.23126130800368838,True,0.4323161506647812,0.4164550522031977,,0.0,1.0,0.23126130800368838,0.8689610675730967,False,332
2001-08-06,42,0,84,top_3,0.47029481567963183,True,0.2916968032073234,0.2941021647964005,-0.01213683415799242,0.0001473027433784857,0.9998526972566215,0.470587223728879,0.8689610675730967,False,332
2001-08-06,42,0,84,top_6,0.029171958515994714,True,0.43002202317553256,0.4118956690974433,-0.009419435397623362,8.872576321017345e-05,0.9999112742367898,0.029270100428942313,0.8689610675730967,False,332
2001-08-06,42,0,84,flag_nested,0.24537919210957423,True,0.2638365789221812,0.25241428160999,-0.016840886268717777,0.000283615450315966,0.999716384549684,0.24583119071855866,0.8689610675730967,False,332
2001-08-24,56,14,98,market_1,-0.385488986381441,False,0.13316237608777215,0.08945435895061774,-0.12058491738904306,0.014540722301722209,0.9854592776982778,-0.3869004549285626,0.8633902999402008,False,328
2001-08-24,56,14,98,block_2_3,0.1322206606365111,True,0.23798369137896838,0.304603290179647,,0.0,1.0,0.1322206606365111,0.8633902999402008,False,328
2001-08-24,56,14,98,block_4_6,0.22892388814818074,True,0.43124222470416695,0.45040545643406893,-0.0059571160585103426,3.5487231734632196e-05,0.9999645127682654,0.22916277857570025,0.8633902999402008,False,328
2001-08-24,56,14,98,top_3,0.2156101045045133,True,0.22315844348763275,0.3109296934228258,-0.03390685500038325,0.0011496748160171322,0.9988503251839829,0.2160122691996248,0.8633902999402008,False,328
2001-08-24,56,14,98,top_6,0.14487506574385003,True,0.4523442491650857,0.44074602845839894,-0.024295996544733744,0.0005902954481017408,0.9994097045518983,0.14499792635523093,0.8633902999402008,False,328
2001-08-24,56,14,98,flag_nested,0.07389600292925765,True,0.2616002076911825,0.2694513265005613,-0.048743469699735725,0.0023759258383688753,0.9976240741616311,0.07435619667398813,0.8633902999402008,False,328
2001-09-20,70,28,112,market_1,-0.1246649632432237,False,0.09330790689103187,0.07680416981608892,0.055126764628130674,0.0030389601783652465,0.9969610398216348,-0.12823119088420437,0.8798193434677242,False,333
2001-09-20,70,28,112,block_2_3,0.22730230433351709,True,0.24037373306730395,0.30447609122272734,,0.0,1.0,0.22730230433351709,0.8798193434677242,False,333
2001-09-20,70,28,112,block_4_6,0.05779338849660778,True,0.4048848552448138,0.4900134518618661,,0.0,1.0,0.05779338849660778,0.8798193434677242,False,333
2001-09-20,70,28,112,top_3,0.24374935143633036,True,0.24860029592563784,0.3104572444621235,0.012833690703912957,0.00016470361708376124,0.9998352963829162,0.24355608495879236,0.8798193434677242,False,333
