,raw,raw,raw,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,N
,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,
T,,,,,,,,,,,,,,,,,,,
26,1.0,0.41205642934711084,0.08013616662503963,5.141953336439707,0.3319202627220712,559,54.65384615384615,2.640873898562096,79.03467999643027,1.0,0.4306132211187437,0.093125770246823,4.6239963436268505,0.3374874508719207,559,54.65384615384615,2.505442064998105,79.33927530624842,26
99,0.26262626262626265,0.2867489007855739,0.08880927577354518,3.2288170158796823,0.19793962501202872,294,14.353535353535353,1.7227715154536356,68.18018749552006,0.26262626262626265,0.30800102291953735,0.11929573616513957,2.5818275893211764,0.1887052867543978,294,14.353535353535353,1.5909882843749388,67.09198941990635,26
172,0.1511627906976744,0.23740562290843759,0.07442340932587599,3.189932106831001,0.1629822135825616,147,8.261627906976743,1.578637235592657,63.725082345626106,0.1511627906976744,0.2642012943322642,0.10446561555562747,2.529074211902558,0.15973567877663672,147,8.261627906976743,1.4762293026529123,63.26124382500085,26
246,0.10569105691056911,0.1992883813188706,0.0638174176392856,3.122789807091629,0.135470963679585,98,5.776422764227642,1.5139248137319177,59.472034156574665,0.10569105691056911,0.23496427398465225,0.09335399554357461,2.516917166924886,0.14161027844107765,98,5.776422764227642,1.4121872536131348,60.48817664253639,26
319,0.08150470219435736,0.18659665832743777,0.05578655701062665,3.3448319510360425,0.13081010131681112,72,4.454545454545454,1.4810726380191497,58.672074691769865,0.08150470219435736,0.2148289198277816,0.08549473204754093,2.5127737660879736,0.12933418778024067,72,4.454545454545454,1.3695358758866365,58.41340670377295,26
393,0.06615776081424936,0.17755877911621312,0.049712855008844994,3.5716874254078057,0.12784592410736811,53,3.6157760814249365,1.4684464016744778,58.14989681442118,0.06615776081424936,0.1970229085943322,0.07883936699621781,2.49904224375348,0.11818354159811438,53,3.6157760814249365,1.3434902376871949,56.3706043402333,26
466,0.055793991416309016,0.16372758886926958,0.04597328787657675,3.5613634880503793,0.11775430099269282,42,3.0493562231759657,1.4431135126071752,56.288686566301784,0.055793991416309016,0.19061582299242197,0.07418673509566409,2.569405740077685,0.11642908789675788,42,3.0493562231759657,1.323908261632344,56.034167049496446,26
539,0.04823747680890538,0.16332921694049227,0.04268876025911089,3.8260473236777486,0.12064045668138138,34,2.6363636363636362,1.4188275378353428,56.834656025957614,0.04823747680890538,0.1783412609328781,0.0693692559045718,2.5708977068777306,0.10897200502830631,34,2.6363636363636362,1.3080165212509394,54.55487630336054,26
613,0.04241435562805873,0.16813165789355652,0.0394400195965715,4.262970952179043,0.12869163829698502,27,2.3181076672104406,1.4029495873187545,58.29997009069255,0.04241435562805873,0.17976613545750297,0.06433328500006741,2.7942943603348502,0.11543285045743557,27,2.3181076672104406,1.3060924025066851,55.841210294275,26
686,0.037900874635568516,0.17039971878246546,0.03659779386505288,4.656010671320263,0.13380192491741258,22,2.0714285714285716,1.4002153326753506,59.188476413419885,0.037900874635568516,0.1797348099896525,0.06010390838307653,2.9904013703085646,0.11963090160657597,22,2.0714285714285716,1.3016633722745785,56.64496458278041,26
760,0.034210526315789476,0.1739509994932512,0.03397364965788091,5.120174053861168,0.1399773498353703,18,1.8697368421052631,1.403301280543955,60.221945917110936,0.034210526315789476,0.17955807941083182,0.05647044608195132,3.1796823271105854,0.12308763332888051,18,1.8697368421052631,1.2926818943195835,57.288851048367405,26
833,0.031212484993997598,0.19588350037833266,0.03023194113870965,6.4793557079111626,0.16565155923962302,15,1.7058823529411764,1.409469106334068,64.09950020882543,0.031212484993997598,0.16701214579123125,0.05217454720349191,3.201027220032176,0.11483759858773934,15,1.7058823529411764,1.2919312212281864,55.72524733878224,26
