leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.13711518373866788,17.962089069765494,40.728563318260484,0.31090506349817165,22.586744870933924,0.05304179062384941,0.06134473139707473,0.001,6.9484745717242715,8.03615981301679,0.001,0.17939975997888633,0.2956723993945856,0.036,nikkei_full,standardised,131,6629,250,3,14,42,453,999
