n_triples,mean_original_cosine,median_original_cosine,q25_original_cosine,q75_original_cosine,mean_residual_cosine,median_residual_cosine,q25_residual_cosine,q75_residual_cosine,mean_erse_outgoing_cosine,median_erse_outgoing_cosine,q25_erse_outgoing_cosine,q75_erse_outgoing_cosine,mean_outgoing_erse_attributed_fraction,median_outgoing_erse_attributed_fraction,q25_outgoing_erse_attributed_fraction,q75_outgoing_erse_attributed_fraction,mean_outgoing_residual_energy_fraction,median_outgoing_residual_energy_fraction,q25_outgoing_residual_energy_fraction,q75_outgoing_residual_energy_fraction,mean_erse_skill,median_erse_skill,q25_erse_skill,q75_erse_skill,mean_top_cross_covariance_share,median_top_cross_covariance_share,q25_top_cross_covariance_share,q75_top_cross_covariance_share,all_positive_window_fraction,mean_positive_correlation_fraction,mean_erse_rotations,null_mean_original_cosine_mean,null_mean_original_cosine_q95,p_upper_mean_original_cosine,null_mean_residual_cosine_mean,null_mean_residual_cosine_q95,p_upper_mean_residual_cosine,null_mean_erse_outgoing_cosine_mean,null_mean_erse_outgoing_cosine_q95,p_upper_mean_erse_outgoing_cosine,null_mean_top_cross_covariance_share_mean,null_mean_top_cross_covariance_share_q95,p_upper_mean_top_cross_covariance_share,null_mean_erse_skill_mean,null_mean_erse_skill_q95,p_upper_mean_erse_skill,label,N,days,T,P,step,horizon,block_size,shuffles,delta,mode
464,0.08297631052954375,0.08885278187879961,-0.11534191761242792,0.2907906016296572,0.08300643623138476,0.09319834649287126,-0.11324971319968569,0.2901528189620679,-0.007238211617454662,-0.00582815842680514,-0.025721729991269603,0.010904629898845242,0.0021908237289747843,0.0003345225641603333,6.014857537761653e-05,0.0012163043290590592,0.9978091762710253,0.9996654774358397,0.9987836956709409,0.9999398514246224,-1.4321661513159207,-1.1111490854207628,-2.01133610554386,-0.4166170949511426,0.3781833968400747,0.3715974009432776,0.3013082236441498,0.45798019275576407,0.36637931034482757,0.9768808777429466,20.739224137931036,0.02168603074675473,0.06025722485977952,0.02,0.02202005349238374,0.060902807133108534,0.02,-0.009587991739786549,-0.005002911482150337,0.22,0.39071770238964204,0.4014388893546855,0.98,-0.9538065194703893,-0.8591182695307689,1.0,cac40_full,23,6828,250,3,14,42,21,99,0.25,standardised
