,raw,standardised,T,N,null_mode1
,mode1,mode1,,,
5,0.09212788398073833,0.032580930506610234,125,26,3.8982601335527685
10,0.24612522859513142,0.08049652645406738,125,26,3.8982601335527685
15,0.4449419076459592,0.14619297958673586,125,26,3.8982601335527685
20,0.6753898076318318,0.22297839463127112,125,26,3.8982601335527685
25,0.9241727359808531,0.30706467845902713,125,26,3.8982601335527685
30,1.1940344698293681,0.39932113256533835,125,26,3.8982601335527685
35,1.4763430078255348,0.5002369819536916,125,26,3.8982601335527685
40,1.7680281215580314,0.6077910105949452,125,26,3.8982601335527685
45,2.0723994046786087,0.7200773466259606,125,26,3.8982601335527685
50,2.379264941213425,0.8360448958374203,125,26,3.8982601335527685
55,2.6714078751881707,0.9511016247694221,125,26,3.8982601335527685
60,2.9622866992782613,1.0701261358582588,125,26,3.8982601335527685
65,3.2514120083063935,1.1863521081812454,125,26,3.8982601335527685
70,3.541449714158737,1.305803810092388,125,26,3.8982601335527685
75,3.828631932777023,1.4246879861519488,125,26,3.8982601335527685
80,4.119377178115723,1.5454579616037278,125,26,3.8982601335527685
85,4.410548574877115,1.6642145128400307,125,26,3.8982601335527685
90,4.698504236323258,1.780940153028341,125,26,3.8982601335527685
95,4.985587534592591,1.8950622427929071,125,26,3.8982601335527685
100,5.265610434900648,2.0049354423050327,125,26,3.8982601335527685
105,5.5510539914922665,2.1106509560755438,125,26,3.8982601335527685
110,5.832243045273399,2.2105148574451325,125,26,3.8982601335527685
115,6.09639990033582,2.3016668070991515,125,26,3.8982601335527685
120,6.35872532185699,2.3834951054710465,125,26,3.8982601335527685
125,6.607035948809453,2.459451671906729,125,26,3.8982601335527685
130,6.796917686410876,2.5060205027382367,125,26,3.8982601335527685
135,6.964561929591116,2.546436498901087,125,26,3.8982601335527685
140,7.106533016671315,2.576217214325858,125,26,3.8982601335527685
145,7.236034520461383,2.6005268131227535,125,26,3.8982601335527685
150,7.361754126137821,2.6256390412075423,125,26,3.8982601335527685
155,7.481638225214937,2.6509082998909905,125,26,3.8982601335527685
160,7.593689300395997,2.6762223715863387,125,26,3.8982601335527685
165,7.6897869555039104,2.6984852395830217,125,26,3.8982601335527685
170,7.770202498044831,2.719822429211106,125,26,3.8982601335527685
175,7.828846992996356,2.7373868827148296,125,26,3.8982601335527685
180,7.888407430969658,2.756659829102971,125,26,3.8982601335527685
185,7.952135404788597,2.7724679332521283,125,26,3.8982601335527685
190,8.02106426195825,2.7913090934395903,125,26,3.8982601335527685
195,8.08955860311281,2.8079743301455244,125,26,3.8982601335527685
200,8.150874952010666,2.8164951062294477,125,26,3.8982601335527685
205,8.218739213004364,2.8189181078009717,125,26,3.8982601335527685
210,8.286399301698834,2.824242879652839,125,26,3.8982601335527685
215,8.35588515379501,2.8297053181227456,125,26,3.8982601335527685
220,8.43070953450439,2.83400932968259,125,26,3.8982601335527685
225,8.5237504869571,2.8424203953497553,125,26,3.8982601335527685
230,8.612442451304053,2.851657492910926,125,26,3.8982601335527685
235,8.702467953730082,2.865149522495388,125,26,3.8982601335527685
240,8.789026650546292,2.885420435266252,125,26,3.8982601335527685
245,8.862337256780842,2.910396782019041,125,26,3.8982601335527685
250,8.930235969650584,2.938648012299794,125,26,3.8982601335527685
255,8.982113696508584,2.971317079976438,125,26,3.8982601335527685
260,9.035795870595212,3.008358997502176,125,26,3.8982601335527685
265,9.093536790303746,3.0540312107159537,125,26,3.8982601335527685
270,9.153747808681128,3.103306853294952,125,26,3.8982601335527685
275,9.215356237373792,3.1562686043004358,125,26,3.8982601335527685
280,9.281996166658816,3.2134803675135126,125,26,3.8982601335527685
285,9.356241522221266,3.2745397344643576,125,26,3.8982601335527685
290,9.440198857906472,3.3394614683873853,125,26,3.8982601335527685
295,9.5308513549787,3.4081683781847696,125,26,3.8982601335527685
300,9.639196313035091,3.4801878849745704,125,26,3.8982601335527685
305,9.754065804124052,3.554540855179446,125,26,3.8982601335527685
310,9.873299707141625,3.6355920096879495,125,26,3.8982601335527685
315,9.986465019011154,3.716232670491983,125,26,3.8982601335527685
320,10.104312887538644,3.796492808293536,125,26,3.8982601335527685
325,10.208459462265223,3.884310109271581,125,26,3.8982601335527685
330,10.301855382554367,3.9746939950083635,125,26,3.8982601335527685
335,10.405706494675588,4.065577614406325,125,26,3.8982601335527685
340,10.51790620679156,4.157486017215386,125,26,3.8982601335527685
345,10.633272665740462,4.247417500577609,125,26,3.8982601335527685
350,10.7285304679243,4.327751402957956,125,26,3.8982601335527685
355,10.808489780119457,4.402278566508527,125,26,3.8982601335527685
360,10.878567423817831,4.465918363504723,125,26,3.8982601335527685
365,10.953463724079322,4.518864440741984,125,26,3.8982601335527685
370,11.036628116640337,4.5617436319795885,125,26,3.8982601335527685
375,11.124471001419495,4.598989574062639,125,26,3.8982601335527685
380,11.2170508743506,4.631380493508439,125,26,3.8982601335527685
385,11.306067719698728,4.656610847419857,125,26,3.8982601335527685
390,11.394338693155978,4.670600077607183,125,26,3.8982601335527685
395,11.486835907055386,4.68051516419387,125,26,3.8982601335527685
400,11.58815062744263,4.684101425447048,125,26,3.8982601335527685
405,11.696774543448331,4.680808461995194,125,26,3.8982601335527685
410,11.807824007319335,4.671744584393183,125,26,3.8982601335527685
415,11.929938099078676,4.664875501633125,125,26,3.8982601335527685
420,12.05231009316974,4.653407950069775,125,26,3.8982601335527685
425,12.185292748437659,4.642860066526769,125,26,3.8982601335527685
430,12.31769100513626,4.631715189344967,125,26,3.8982601335527685
435,12.457261904594349,4.618877858504253,125,26,3.8982601335527685
440,12.594365732984407,4.605933425290323,125,26,3.8982601335527685
445,12.719140564710848,4.595794868129625,125,26,3.8982601335527685
450,12.85489001528993,4.588460754503454,125,26,3.8982601335527685
455,12.98626747491737,4.583882071626002,125,26,3.8982601335527685
460,13.10856023791683,4.582395881602337,125,26,3.8982601335527685
465,13.223162400545084,4.5854194927251966,125,26,3.8982601335527685
470,13.334830330054404,4.59311272902495,125,26,3.8982601335527685
475,13.456651279203497,4.608102254801539,125,26,3.8982601335527685
480,13.58789520773073,4.628961336754917,125,26,3.8982601335527685
485,13.735298064840048,4.65945304868673,125,26,3.8982601335527685
490,13.892031442433545,4.7019542887052825,125,26,3.8982601335527685
495,14.051309162612641,4.7517155281706085,125,26,3.8982601335527685
500,14.21481644006396,4.809848419355516,125,26,3.8982601335527685
505,14.386744635310825,4.8724231813354315,125,26,3.8982601335527685
510,14.572078271321553,4.944018580032243,125,26,3.8982601335527685
515,14.760991865122485,5.022477298341829,125,26,3.8982601335527685
520,14.939972004496548,5.10022865026624,125,26,3.8982601335527685
525,15.121423422901428,5.181166356628434,125,26,3.8982601335527685
530,15.288837133748293,5.265391183913171,125,26,3.8982601335527685
535,15.44001175916694,5.355422607913272,125,26,3.8982601335527685
540,15.553120332443493,5.443908784440892,125,26,3.8982601335527685
545,15.647077850294288,5.532822093212793,125,26,3.8982601335527685
550,15.731638423909915,5.627074609620706,125,26,3.8982601335527685
555,15.81254925484237,5.720623166288879,125,26,3.8982601335527685
560,15.868727327520567,5.812448480763367,125,26,3.8982601335527685
565,15.913289692867487,5.910718567860719,125,26,3.8982601335527685
570,15.955756049488642,6.007885544940338,125,26,3.8982601335527685
575,16.00797578636836,6.1022655747837105,125,26,3.8982601335527685
580,16.08526837756476,6.197902958497811,125,26,3.8982601335527685
585,16.165969613397635,6.285406306599725,125,26,3.8982601335527685
590,16.256593913952038,6.367595948329449,125,26,3.8982601335527685
595,16.342730582187013,6.443240537014563,125,26,3.8982601335527685
600,16.445682665703778,6.5184532619405156,125,26,3.8982601335527685
605,16.56651044799746,6.589542439090561,125,26,3.8982601335527685
610,16.67990425677769,6.648299660199683,125,26,3.8982601335527685
615,16.799822324529543,6.697374647776675,125,26,3.8982601335527685
620,16.91728532496542,6.739043848936219,125,26,3.8982601335527685
625,17.037376457286484,6.7739270000514855,125,26,3.8982601335527685
630,17.14235838863488,6.793673407210149,125,26,3.8982601335527685
635,17.23530537759808,6.799388828981179,125,26,3.8982601335527685
640,17.325763454458635,6.7978141028612615,125,26,3.8982601335527685
645,17.398624435457332,6.792431660598271,125,26,3.8982601335527685
650,17.454939542194342,6.779644086608177,125,26,3.8982601335527685
655,17.51166281012401,6.7664547805114665,125,26,3.8982601335527685
660,17.55746658057832,6.7481973314254535,125,26,3.8982601335527685
665,17.60852852315456,6.727150623246042,125,26,3.8982601335527685
670,17.67259602560374,6.707705415324208,125,26,3.8982601335527685
675,17.723830661899438,6.686988787101625,125,26,3.8982601335527685
680,17.77925626293004,6.666406789135036,125,26,3.8982601335527685
685,17.839821484461257,6.645895119030657,125,26,3.8982601335527685
690,17.900019161386595,6.619341830047152,125,26,3.8982601335527685
695,17.9621055912934,6.588723196980435,125,26,3.8982601335527685
700,18.016915703845157,6.553532635809274,125,26,3.8982601335527685
705,18.051423723129354,6.515557891003645,125,26,3.8982601335527685
710,18.06443785904741,6.46987879533668,125,26,3.8982601335527685
715,18.040165643171985,6.411443352997728,125,26,3.8982601335527685
720,18.00656400304905,6.346818558679656,125,26,3.8982601335527685
725,17.961639848228092,6.284059786205585,125,26,3.8982601335527685
730,17.905685237459764,6.218625555033345,125,26,3.8982601335527685
735,17.855801308991662,6.15976341534874,125,26,3.8982601335527685
740,17.78964662276316,6.10534344997278,125,26,3.8982601335527685
745,17.727724786188077,6.055031897698306,125,26,3.8982601335527685
750,17.650635868943407,6.006810852675136,125,26,3.8982601335527685
755,17.582108627955368,5.964154627982509,125,26,3.8982601335527685
760,17.50863801084956,5.923228123031996,125,26,3.8982601335527685
765,17.428366802213052,5.887789130437992,125,26,3.8982601335527685
770,17.348647323908985,5.861251082060036,125,26,3.8982601335527685
775,17.261983360598304,5.837119474216096,125,26,3.8982601335527685
780,17.172111412715758,5.8157281839682495,125,26,3.8982601335527685
785,17.100896318452563,5.799001936802587,125,26,3.8982601335527685
790,17.04702669084233,5.7924267640635545,125,26,3.8982601335527685
795,16.99313811111542,5.787757050640735,125,26,3.8982601335527685
800,16.949886652460172,5.783688486724162,125,26,3.8982601335527685
805,16.912062370288464,5.786512621727707,125,26,3.8982601335527685
810,16.873821739022862,5.793234692944318,125,26,3.8982601335527685
815,16.839098305776762,5.803184071505924,125,26,3.8982601335527685
820,16.805598691436526,5.8171998551002195,125,26,3.8982601335527685
825,16.76667298178905,5.837587213972965,125,26,3.8982601335527685
830,16.72590407337107,5.862509737018756,125,26,3.8982601335527685
835,16.697064281130146,5.895469262357064,125,26,3.8982601335527685
840,16.71554187760592,5.940537289140881,125,26,3.8982601335527685
845,16.76753444745559,5.989610944250282,125,26,3.8982601335527685
850,16.801352760596455,6.030476693734684,125,26,3.8982601335527685
855,16.85098184509739,6.073607445484224,125,26,3.8982601335527685
860,16.8946713770948,6.106997838731897,125,26,3.8982601335527685
865,16.932933977633496,6.133729155195368,125,26,3.8982601335527685
870,16.973224633922268,6.158328526449283,125,26,3.8982601335527685
875,16.98945772861328,6.169365248714502,125,26,3.8982601335527685
880,16.997216355387913,6.17405544030222,125,26,3.8982601335527685
885,17.018507491664618,6.179119772581619,125,26,3.8982601335527685
890,17.006976965704983,6.169505040563361,125,26,3.8982601335527685
895,16.99786363202053,6.1544836882347385,125,26,3.8982601335527685
900,16.975083690402933,6.132433037738703,125,26,3.8982601335527685
905,16.94499180319253,6.108229936583042,125,26,3.8982601335527685
910,16.8928471093833,6.081311978171107,125,26,3.8982601335527685
915,16.815096687698922,6.044279708188019,125,26,3.8982601335527685
920,16.73024247692318,6.003086771003068,125,26,3.8982601335527685
925,16.636332510283864,5.962083632184686,125,26,3.8982601335527685
930,16.524069697948722,5.910358178184717,125,26,3.8982601335527685
935,16.415628932149843,5.852481956308478,125,26,3.8982601335527685
940,16.32298654984605,5.792272824017185,125,26,3.8982601335527685
945,16.232944668930312,5.7324631407839695,125,26,3.8982601335527685
950,16.15007394054855,5.672411318348372,125,26,3.8982601335527685
955,16.072619535014752,5.615367280308057,125,26,3.8982601335527685
960,15.998452772060865,5.5653038274992985,125,26,3.8982601335527685
965,15.919382397279495,5.511869880322663,125,26,3.8982601335527685
970,15.839133703170834,5.46725968230323,125,26,3.8982601335527685
975,15.751144639556681,5.429145995433078,125,26,3.8982601335527685
980,15.636918563555982,5.382931493766971,125,26,3.8982601335527685
985,15.536864012150367,5.345642526209289,125,26,3.8982601335527685
990,15.420051396970715,5.310872496756341,125,26,3.8982601335527685
995,15.314532455963368,5.286670125974711,125,26,3.8982601335527685
1000,15.238143992350409,5.274399600689733,125,26,3.8982601335527685
1005,15.198592653328305,5.276170729038222,125,26,3.8982601335527685
1010,15.164966344271916,5.280792237458813,125,26,3.8982601335527685
1015,15.14605071303,5.291666362726214,125,26,3.8982601335527685
1020,15.13946939592136,5.3030172628225625,125,26,3.8982601335527685
1025,15.154748182088484,5.321657947891746,125,26,3.8982601335527685
1030,15.18604997058702,5.34809729981768,125,26,3.8982601335527685
1035,15.219821545757387,5.374851078549672,125,26,3.8982601335527685
1040,15.250288469482912,5.406615170242159,125,26,3.8982601335527685
1045,15.292024692641386,5.444879108781634,125,26,3.8982601335527685
1050,15.338130680222774,5.485949948184601,125,26,3.8982601335527685
1055,15.386276401946253,5.537419867125934,125,26,3.8982601335527685
1060,15.427333429763332,5.589775574112705,125,26,3.8982601335527685
1065,15.448276198899901,5.646885782053308,125,26,3.8982601335527685
1070,15.461862199491192,5.702114869401058,125,26,3.8982601335527685
1075,15.470527028465115,5.7559468326199985,125,26,3.8982601335527685
1080,15.449477090740942,5.79286873462276,125,26,3.8982601335527685
1085,15.436776018192834,5.817341759254973,125,26,3.8982601335527685
1090,15.415344644811872,5.8396960671788705,125,26,3.8982601335527685
1095,15.382814450165617,5.850003354454075,125,26,3.8982601335527685
1100,15.382398385732527,5.861576768448054,125,26,3.8982601335527685
1105,15.414037445890148,5.881073378110994,125,26,3.8982601335527685
1110,15.446184334830985,5.898530025572891,125,26,3.8982601335527685
