leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.2436075318743264,86.96788887913452,124.90734852433208,0.34988052807936154,9.898435424625776,0.06069497909069437,0.06920088085045682,0.001,21.668107535377892,24.704714463613083,0.001,0.10600443212267653,0.18556570943602765,0.001,sp500_full,standardised,357,6678,357,3,14,42,449,999
