,raw,raw,raw,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,N
,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,
T,,,,,,,,,,,,,,,,,,,
357,1.0,0.15968440544841547,0.08000545153922932,1.9959190577171724,0.07967895390918615,59,3.8669467787114846,1.854732156397743,47.82502784229551,1.0,0.11416885877408135,0.09006603292288325,1.267612828821222,0.024102825851198106,59,3.8669467787114846,1.8345902870935484,27.567706853398672,357
410,0.8707317073170732,0.14671329996820734,0.06958786561952966,2.1083172858089876,0.07712543434867768,48,3.3670731707317074,1.8889982095374933,47.15448065571002,0.8707317073170732,0.10207920538712238,0.07810849879706912,1.3068898642173459,0.023970706590053265,48,3.3670731707317074,1.867713945871591,27.49509607189232,357
464,0.7693965517241379,0.13157365785386893,0.06153518416715633,2.1381858140938954,0.0700384736867126,40,2.9752155172413794,1.9123667508477369,45.206593992704434,0.7693965517241379,0.09248377244286204,0.06863488195431887,1.3474747797252165,0.023848890488543176,40,2.9752155172413794,1.9105295986218525,27.427948080502794,357
518,0.6891891891891891,0.12237880192295082,0.05517185773239539,2.218138140581287,0.06720694419055542,34,2.6650579150579152,1.9362673933107601,44.38971244585842,0.6891891891891891,0.08623118111268271,0.060921272162388865,1.4154527318935322,0.02530990895029385,34,2.6650579150579152,1.9588190785887405,28.220963759661096,357
572,0.6241258741258742,0.11647905552313527,0.04967574729864484,2.3447871820201653,0.06680330822449043,29,2.4134615384615383,1.9591068694209433,44.271345041479954,0.6241258741258742,0.08138755288554006,0.05463468665866547,1.489668155214566,0.02675286622687459,29,2.4134615384615383,2.0008618198658015,28.979134562627607,357
626,0.5702875399361023,0.11181473922133431,0.044922123577468345,2.4890795518272735,0.06689261564386596,25,2.2052715654952078,2.0104447324793857,44.29757687660688,0.5702875399361023,0.07809726512650488,0.04962447867886694,1.5737649483814797,0.028472786447637934,25,2.2052715654952078,2.038469158983136,29.852978187018532,357
680,0.525,0.10375731325829061,0.041310480313737845,2.511646257082758,0.06244683294455277,21,2.0301470588235295,2.0475687109315768,42.96163976404473,0.525,0.07427705572148528,0.045481902255975724,1.6331123378140204,0.02879515346550956,21,2.0301470588235295,2.0757536217209505,30.01336700564595,357
733,0.4870395634379263,0.09904317332870335,0.038142186927336535,2.596683129821249,0.06090098640136682,18,1.883356070941337,2.076922795293781,42.48209776833098,0.4870395634379263,0.07018841942274393,0.04190789416583142,1.6748257296108746,0.028280525256912506,18,1.883356070941337,2.1165834936039003,29.7568243300113,357
787,0.4536213468869123,0.09859865254276814,0.034903694980572955,2.824877211356768,0.06369495756219519,16,1.7541296060991105,2.106039656171885,43.34303659448156,0.4536213468869123,0.06735985855294083,0.038626889222092536,1.7438592625371072,0.02873296933084829,16,1.7541296060991105,2.1515219369811227,29.98250892271431,357
841,0.4244946492271106,0.09721482578786747,0.032198414136840034,3.0192426675026356,0.06501641165102744,13,1.6414982164090368,2.1387163440910584,43.74137365823097,0.4244946492271106,0.0646598566437615,0.035795285368453895,1.8063791356373913,0.02886457127530761,13,1.6414982164090368,2.1928542402936704,30.047769443818737,357
895,0.39888268156424583,0.09513369191728929,0.029924862878188893,3.179085307910589,0.0652088290391004,11,1.5424581005586593,2.1601162704814145,43.79891591535053,0.39888268156424583,0.06222945832546452,0.03339652569108029,1.86335126297539,0.02883293263438423,11,1.5424581005586593,2.2275935529583535,30.032095714480175,357
949,0.3761854583772392,0.09341000625489121,0.027778850553894164,3.362630360592677,0.06563115570099705,10,1.4546891464699685,2.181929932118997,43.924808228370296,0.3761854583772392,0.06064429162849936,0.03123831822069207,1.9413430390221504,0.02940597340780729,10,1.4546891464699685,2.2505183427806634,30.314459930003718,357
