n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,null_mean_cosine_mean,null_mean_cosine_q05,null_mean_cosine_q95,p_upper_mean_cosine,null_positive_fraction_mean,null_positive_fraction_q05,null_positive_fraction_q95,p_upper_positive_fraction,null_constant_velocity_skill_mean,null_constant_velocity_skill_q05,null_constant_velocity_skill_q95,p_upper_constant_velocity_skill,mode,label,N,days,T,P,step,horizon,block_size,shuffles
446,0.20185639449148152,0.19290437872940225,0.7982062780269058,0.2839296610590689,0.2878050791573355,0.03301297141911977,0.04868436227980816,-0.47470403865591315,0.0505687972460732,0.005318539354238244,0.08179192826074297,0.047619047619047616,0.5711883408071748,0.5378923766816144,0.5988789237668161,0.047619047619047616,-0.6714449782665235,-0.7831824633068863,-0.5403546261044575,0.047619047619047616,standardised,sp500_full,357,6678,357,3,14,42,21,20
