,raw,standardised,T,N,null_mode1
,mode1,mode1,,,
10,0.08580313453657618,0.02063316986020257,250,26,1.9491300667763842
20,0.23862299665184128,0.05585486623321874,250,26,1.9491300667763842
30,0.4352217992160904,0.1020553770865824,250,26,1.9491300667763842
40,0.6650607239520452,0.15721986645183117,250,26,1.9491300667763842
50,0.9243118667754989,0.22071858774725286,250,26,1.9491300667763842
60,1.1840518509609994,0.28707398037963383,250,26,1.9491300667763842
70,1.44447948400094,0.35665036739273975,250,26,1.9491300667763842
80,1.691286253690271,0.4250758357538805,250,26,1.9491300667763842
90,1.9361735872872323,0.4946294565961678,250,26,1.9491300667763842
100,2.1887919602972667,0.5672909379335014,250,26,1.9491300667763842
110,2.4509988611191886,0.6407798814332076,250,26,1.9491300667763842
120,2.715280963073432,0.7155680941055215,250,26,1.9491300667763842
130,2.9866073724692486,0.7943780340854127,250,26,1.9491300667763842
140,3.263685002292573,0.8796801590891822,250,26,1.9491300667763842
150,3.5492978812438243,0.971655969262844,250,26,1.9491300667763842
160,3.845068424472551,1.0744866735529968,250,26,1.9491300667763842
170,4.140224522261768,1.181421691836055,250,26,1.9491300667763842
180,4.431071825599658,1.290507911425727,250,26,1.9491300667763842
190,4.745005832691832,1.4041328409677027,250,26,1.9491300667763842
200,5.067757884338353,1.5152440387802393,250,26,1.9491300667763842
210,5.371131481060387,1.6221996504046903,250,26,1.9491300667763842
220,5.667173011252589,1.7231491056743127,250,26,1.9491300667763842
230,5.960573472162307,1.8165316155847193,250,26,1.9491300667763842
240,6.2242436194739215,1.9027222807653328,250,26,1.9491300667763842
250,6.460617575199204,1.9806918454418396,250,26,1.9491300667763842
260,6.6350176403409185,2.0415202889079294,250,26,1.9491300667763842
270,6.802114624625116,2.1021732015745305,250,26,1.9491300667763842
280,6.951719481168286,2.159823053660435,250,26,1.9491300667763842
290,7.105916597748676,2.216534925808938,250,26,1.9491300667763842
300,7.276264812346851,2.275202583282858,250,26,1.9491300667763842
310,7.486037950296082,2.3380258887059093,250,26,1.9491300667763842
320,7.703959554693342,2.403523870106022,250,26,1.9491300667763842
330,7.948428787271301,2.476941246162802,250,26,1.9491300667763842
340,8.201758718708366,2.5576975219543168,250,26,1.9491300667763842
350,8.45871232991052,2.6396386587135505,250,26,1.9491300667763842
360,8.694853619537342,2.719336990076475,250,26,1.9491300667763842
370,8.94214963211355,2.800115762558156,250,26,1.9491300667763842
380,9.186145764839337,2.8780863903715734,250,26,1.9491300667763842
390,9.439250608194422,2.958905290084304,250,26,1.9491300667763842
400,9.692317266251498,3.0343577638238886,250,26,1.9491300667763842
410,9.962535388511917,3.1076629933253597,250,26,1.9491300667763842
420,10.218260781704343,3.181728212127752,250,26,1.9491300667763842
430,10.479100956897808,3.2538442097294737,250,26,1.9491300667763842
440,10.726071896090321,3.321697369107141,250,26,1.9491300667763842
450,10.962148805910017,3.393849947389701,250,26,1.9491300667763842
460,11.20673056895591,3.466599654640388,250,26,1.9491300667763842
470,11.424390157323202,3.535283196978906,250,26,1.9491300667763842
480,11.62378712155233,3.608307981776123,250,26,1.9491300667763842
490,11.834840234696694,3.689062645561876,250,26,1.9491300667763842
500,12.025531806395744,3.7686869606695876,250,26,1.9491300667763842
510,12.203715017189946,3.841628643187548,250,26,1.9491300667763842
520,12.375945216574618,3.9153946184126833,250,26,1.9491300667763842
530,12.555281238373562,3.984629667532438,250,26,1.9491300667763842
540,12.71977217685777,4.056836774897951,250,26,1.9491300667763842
550,12.87475218556357,4.123975311275237,250,26,1.9491300667763842
560,13.011895756658863,4.1896076551836625,250,26,1.9491300667763842
570,13.147299710955265,4.25472838493569,250,26,1.9491300667763842
580,13.275296322873448,4.310667725556515,250,26,1.9491300667763842
590,13.38394682835359,4.35469609920109,250,26,1.9491300667763842
600,13.449785086343823,4.3793917582614945,250,26,1.9491300667763842
610,13.53439063229509,4.396603424476581,250,26,1.9491300667763842
620,13.606776964783721,4.408065532755766,250,26,1.9491300667763842
630,13.691179196863398,4.423915239083901,250,26,1.9491300667763842
640,13.764560129953507,4.423779508190965,250,26,1.9491300667763842
