component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,mean_residual_cosine,median_residual_cosine,q25_residual_cosine,q75_residual_cosine,mean_erse_outgoing_cosine,median_erse_outgoing_cosine,q25_erse_outgoing_cosine,q75_erse_outgoing_cosine,mean_outgoing_erse_attributed_fraction,median_outgoing_erse_attributed_fraction,q25_outgoing_erse_attributed_fraction,q75_outgoing_erse_attributed_fraction,mean_outgoing_residual_energy_fraction,median_outgoing_residual_energy_fraction,q25_outgoing_residual_energy_fraction,q75_outgoing_residual_energy_fraction,mean_incoming_speed,median_incoming_speed,q25_incoming_speed,q75_incoming_speed,mean_outgoing_speed,median_outgoing_speed,q25_outgoing_speed,q75_outgoing_speed,positive_fraction,all_positive_window_fraction,mean_positive_correlation_fraction,replicate
top_6,450,0.020856127672722925,0.010254064344111188,-0.10907413989024256,0.18118486663494865,0.021958616966611843,0.008498629529853816,-0.10778591748331881,0.18119476986462216,-0.006918122143744473,-0.0065122314304634325,-0.011032982546860857,-0.002507412465108197,0.003953658332889,5.122309481497833e-05,1.310351585553926e-05,0.00012853543769592024,0.9960463416671109,0.999948776905185,0.9998714645623041,0.9999868964841445,0.9413677907294059,0.8682287638660251,0.7486966038881835,1.0645864929400428,0.9431816075020694,0.8714448530998814,0.7513655460718803,1.0645864929400433,0.52,0.0022222222222222222,0.9962030403862464,1
flag_nested,450,0.015164078986665568,0.02417507690704437,-0.1024785799237516,0.13372059478800163,0.015895898870081106,0.023701545555664453,-0.10242439112045819,0.13495725422112392,-0.017272168944336436,-0.01557623295939985,-0.027716765129750978,-0.0059492621010447146,0.0024519411319449493,0.00028123606925944955,7.25118557907134e-05,0.0008053392189752429,0.9975480588680551,0.9997187639307406,0.9991946607810247,0.9999274881442093,0.4610487676032143,0.431792640052581,0.37988756477389246,0.5214114134831491,0.46137932937803794,0.4317926400525811,0.38099139082152966,0.5214114134831491,0.56,0.0022222222222222222,0.9962030403862464,1
market_1,450,0.01749182264023019,0.01705440789719269,-0.07233504648183263,0.09990996379817726,0.026761071559915844,0.02399542651032615,-0.07023751172416044,0.11013577859486372,-0.09716719539218088,-0.09929100476209844,-0.16814027640232754,-0.030721270803159846,0.01887074383262054,0.010588681969177727,0.002484610609980481,0.028583541193333617,0.9811292561673796,0.9894113180308223,0.9714164588066664,0.9975153893900195,0.06123000562424344,0.060120883465194466,0.05577385704864128,0.06575500038235493,0.06119686867641063,0.06009275186738073,0.05566474210912212,0.06575500038235495,0.5422222222222223,0.0,0.9956920467149475,2
block_2_3,450,0.019557313187116353,0.030183279894964,-0.13130654661357555,0.16635064028970253,0.01949738859662409,0.03016851224284018,-0.1314549456820983,0.1667112045708757,0.0029961608823704223,0.003167053751665672,-0.024875534666594375,0.031101347689095137,0.0012001788443089458,0.00035798249308177654,0.0,0.0015059164108390533,0.998799821155691,0.9996420175069183,0.9984940835891609,1.0,0.4039401371468327,0.343816943709357,0.29858308510020043,0.4368706058818234,0.4028941372821142,0.34264252304357123,0.29808957479951204,0.43546654711581934,0.5444444444444444,0.0,0.9956920467149475,2
block_4_6,450,0.011999519983567736,0.010192141375134751,-0.14536372050379814,0.18221560297806005,0.012135456477613746,0.008275428749922271,-0.1453744250169054,0.18061229099375184,-0.00044443628288340055,-0.0034648835858754525,-0.014169251084078781,0.008889861634374451,0.002636583684250166,0.0001386236247516437,3.8687377405394185e-05,0.00048282931547585783,0.9973634163157499,0.9998613763752484,0.9995171706845242,0.9999613126225946,0.9475736779537107,0.881701071514676,0.7258808559450144,1.106915283743266,0.9472539046242122,0.8817010715146758,0.7258808559450143,1.1119108327043892,0.5177777777777778,0.0,0.9956920467149475,2
top_3,450,0.018811354367758767,0.03128194974473738,-0.12937429889210353,0.1620149684490998,0.019084901419672215,0.030856726858053095,-0.12807894527142805,0.16262943300247285,-0.01681117840760444,-0.01514187355745458,-0.027460694673756628,-0.005705518666223075,0.0005792118586253081,0.0002595312168383601,5.9034462557672196e-05,0.000763587596390003,0.9994207881413747,0.9997404687831617,0.9992364124036099,0.9999409655374423,0.4077792895664958,0.34825174270307974,0.3032725286308987,0.44012588604424,0.4067420233683446,0.34668908263440085,0.30202859236749,0.43765613962934363,0.5422222222222223,0.0,0.9956920467149475,2
top_6,450,0.014986969063440707,0.006524348133925133,-0.1094729401677319,0.1658289228024515,0.015180444043107507,0.005527239960934888,-0.10943535204422183,0.1642430777993078,-0.005306025074678679,-0.0060845067370314705,-0.011039612805026588,-0.0022263363445286684,0.002137818558154337,4.541182125639143e-05,1.0334045688148441e-05,0.00012822428416270348,0.9978621814418456,0.9999545881787436,0.9998717757158373,0.9999896659543118,0.9424237509794736,0.8886247928971288,0.7385475350230443,1.0814545784661183,0.9420364325505478,0.8886247928971289,0.7385475350230445,1.079699239113327,0.5222222222222223,0.0,0.9956920467149475,2
flag_nested,450,0.010958792017792431,0.01425646074148493,-0.11252853455548249,0.14750514998794617,0.011293824707128959,0.014700077846501007,-0.11266933074141117,0.14740862614903644,-0.01545732034137226,-0.01523409117957006,-0.02768629924043309,-0.005077009050048676,0.001710961017604235,0.0002866195548805739,6.459486586155028e-05,0.0008068319214052655,0.9982890389823958,0.9997133804451195,0.9991931680785947,0.9999354051341385,0.46384981103658485,0.4328325041051553,0.3714173843665524,0.5270741487004982,0.46344184023283536,0.43180241316385576,0.37073599906283616,0.5258692299606066,0.5355555555555556,0.0,0.9956920467149475,2
market_1,450,0.026168575793979,0.029618579613657294,-0.07169815710927356,0.11827209108397824,0.03772518001511108,0.046677509913903764,-0.061045800395155475,0.13453286273950724,-0.11313573814646279,-0.12076984346689235,-0.17983888588091063,-0.050545617350693364,0.021499584439476062,0.015060063259316303,0.0038928904276291088,0.032342025850373074,0.978500415560524,0.9849399367406837,0.967657974149627,0.9961071095723709,0.06237108370538824,0.062444844752345095,0.05611552519475741,0.06782846829669649,0.06231556567047733,0.06237335963933949,0.05608601225580974,0.06782846829669648,0.5755555555555556,0.0044444444444444444,0.9953279832974489,3
block_2_3,450,0.03764197839448367,0.03191400626695484,-0.14101860815526662,0.19962430540235662,0.03762950469637242,0.031894425788505286,-0.14021956208089248,0.19899110926838057,-0.0034643327991956685,-0.0032323139155874545,-0.029215401148360087,0.0226453254696685,0.001330607019655884,0.00040180757482483065,1.2351497844814707e-05,0.0016230328106238145,0.9986693929803442,0.9995981924251751,0.9983769671893762,0.9999876485021552,0.4078242194171672,0.35063910534305964,0.30237703995397425,0.43784209262745294,0.40794137381838347,0.35187313416136273,0.30237703995397414,0.43784209262745294,0.5577777777777778,0.0044444444444444444,0.9953279832974489,3
