,raw,raw,raw,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,N
,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,
T,,,,,,,,,,,,,,,,,,,
29,1.0,0.46287096704514696,0.18059182854205827,2.5630781347194143,0.2822791385030887,555,48.827586206896555,1.9163708611266437,64.61054907766916,1.0,0.48881123395072373,0.2276324165171843,2.1473709299827366,0.26117881743353943,555,48.827586206896555,1.7929115272638938,62.81998008970846,29
135,0.21481481481481482,0.27307001855635676,0.10450332957044096,2.613026969368403,0.1685666889859158,198,10.488888888888889,1.5613863814366327,52.90896172607067,0.21481481481481482,0.25724431089091415,0.1389795964539168,1.850950193082564,0.11826471443699735,198,10.488888888888889,1.4954275345748853,45.467172927124444,29
242,0.11983471074380166,0.19720643544558764,0.07484164356473433,2.634982692156056,0.12236479188085331,98,5.851239669421488,1.5173484779020583,46.152264366012176,0.11983471074380166,0.19102736947165222,0.09958165415836666,1.918298818051944,0.09144571531328556,98,5.851239669421488,1.4641763935464656,40.5291214469989,29
349,0.0830945558739255,0.18796940993436295,0.05791155908549568,3.2458012338583555,0.13005785084886728,63,4.0573065902578795,1.5023329478854288,47.39506413871074,0.0830945558739255,0.16409564912716212,0.0755022880825592,2.1733864402589904,0.08859336104460293,63,4.0573065902578795,1.461186188585897,39.94976715050545,29
455,0.06373626373626373,0.16601009893256705,0.04591665339819252,3.6154659942856795,0.12009344553437452,43,3.112087912087912,1.5072095311341183,45.774766410664725,0.06373626373626373,0.15577551190004077,0.06102746455802944,2.5525476607653896,0.09474804734201134,43,3.112087912087912,1.4584507053003355,41.18538653769125,29
562,0.051601423487544484,0.1495076899893043,0.038552786144842116,3.8779996192131647,0.11095490384446219,31,2.5195729537366547,1.5258016397253806,44.20356964353932,0.051601423487544484,0.11827972648916177,0.05136346767246283,2.302798698160606,0.06691625881669894,31,2.5195729537366547,1.4656321149564329,35.10316667834836,29
669,0.043348281016442454,0.14431828423396292,0.033300618407100885,4.333801927329647,0.11101766582686204,23,2.116591928251121,1.5169521901090157,44.21465964682215,0.043348281016442454,0.10719715824519475,0.044846463085532993,2.3903146618439894,0.06235069515966176,23,2.116591928251121,1.4597556962030098,33.96279233142721,29
775,0.03741935483870968,0.13292317316220975,0.028939326688126085,4.593167442860674,0.10398384647408367,17,1.8270967741935484,1.5349246905503908,42.9442460248638,0.03741935483870968,0.09931726197404094,0.04000770587116853,2.4824533127157813,0.059309556102872404,17,1.8270967741935484,1.4631227010921584,33.17510755424646,29
882,0.032879818594104306,0.1244474097113464,0.02497072993315045,4.983731354450054,0.09947667977819594,13,1.6054421768707483,1.5424021677958253,42.09945743293044,0.032879818594104306,0.08742332360056183,0.036246416235778796,2.4119163404150936,0.05117690736478304,13,1.6054421768707483,1.4532061718509914,30.943539484056984,29
989,0.029322548028311426,0.12458801354684179,0.02248872107473205,5.540022179688412,0.10209929247210975,9,1.4317492416582407,1.5487129932716956,42.59405639762573,0.029322548028311426,0.08158111675547947,0.03407755260608239,2.3939840310280474,0.047503564149397076,9,1.4317492416582407,1.4519236442529129,29.867624909576058,29
1095,0.026484018264840183,0.12910200763159738,0.02092821430223023,6.168801875171908,0.10817379332936715,6,1.2931506849315069,1.5685344299429007,43.70778615239491,0.026484018264840183,0.08371876612213498,0.0319995855543463,2.616245325426222,0.05171918056778868,6,1.2931506849315069,1.4503135501001643,31.09853772817689,29
1202,0.024126455906821963,0.14493481286716656,0.019589305658896734,7.398670243390814,0.1253455072082698,4,1.178036605657238,1.5844703899827954,46.640223880024,0.024126455906821963,0.07494459324197952,0.029887958064563902,2.507518013779475,0.04505663517741562,4,1.178036605657238,1.4441502680517586,29.124112491612937,29
1309,0.02215431627196333,0.19507345347686436,0.018628444649732116,10.471805732835005,0.17644500882713224,2,1.0817417876241406,1.5844088723431948,53.91417044288471,0.02215431627196333,0.10404253740017648,0.028571579213382194,3.641469609472816,0.07547095818679428,2,1.0817417876241406,1.4446041263681497,37.118529219562056,29
1416,0.020480225988700564,0.2618847817618702,0.017827301931707232,14.690096278455233,0.24405747983016296,1,1.0,1.568784721462548,61.25820530371336,0.020480225988700564,0.14020482150786728,0.026249360365734272,5.341266208181197,0.11395546114213301,1,1.0,1.459700739026497,44.72901933148372,29
