,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,T,N,P,Q
,n_pairs,d_emp,d_th,excess,ratio,angle_deg,n_pairs,d_emp,d_th,excess,ratio,angle_deg,,,,
lag,,,,,,,,,,,,,,,,
10,259,0.004990525754168824,0.0798317631974658,-0.07484123744329697,0.06251303433978575,,259,0.004198311302089852,0.11442114798899676,-0.11022283668690691,0.036691742530791424,,250,26,3,6
20,258,0.010317514047925715,0.07986005083473896,-0.06954253678681324,0.12919493463980639,,258,0.008860430114548746,0.11450651964612654,-0.1056460895315778,0.07737926313655513,,250,26,3,6
30,257,0.016412341657188297,0.07990697228645488,-0.06349463062926658,0.20539311135894922,,257,0.014128233747555414,0.11461246401385211,-0.1004842302662967,0.12326961006481695,,250,26,3,6
40,256,0.022841362931243094,0.07997377860467564,-0.057132415673432545,0.28561065051273793,,256,0.019760656053228104,0.11474590346352762,-0.09498524741029951,0.17221230089062917,,250,26,3,6
50,255,0.029749442046656065,0.08005551749877182,-0.05030607545211575,0.371610139764726,,255,0.026114308259544465,0.11490256302047709,-0.08878825476093263,0.22727350524714202,,250,26,3,6
60,254,0.03759209256793282,0.08015082794905917,-0.04255873538112635,0.46901689639219857,,254,0.034133587276759775,0.11506095315989988,-0.0809273658831401,0.29665656627513265,,250,26,3,6
70,253,0.0460295230021788,0.08023729462368691,-0.03420777162150811,0.5736674350507126,,253,0.04228341301822381,0.11519177479422382,-0.07290836177600002,0.3670697243250051,,250,26,3,6
80,252,0.05498090932568832,0.08032546340727931,-0.02534455408159099,0.6844767150226712,,252,0.05141765036219059,0.11534400845693848,-0.06392635809474789,0.4457765171338432,,250,26,3,6
90,251,0.06536316418626367,0.0804068307310444,-0.015043666544780732,0.8129056150079983,,251,0.060910833293588464,0.11548591198370958,-0.05457507869012112,0.5274308549616037,,250,26,3,6
100,250,0.07486280196055925,0.0804985347771753,-0.005635732816616057,0.9299896223923069,,250,0.07031175161116639,0.11563594106460394,-0.04532418945343755,0.6080440991255854,,250,26,3,6
110,249,0.08517307006289103,0.08058220902915242,0.004590861033738611,1.0569711489551963,9.487416873482685,249,0.08011207449880059,0.11578074198406842,-0.03566866748526783,0.6919291855101786,,250,26,3,6
120,248,0.09492284166633093,0.08063813411578409,0.014284707550546838,1.1771458095748615,16.654351079862874,248,0.09040145773302014,0.11592408680275272,-0.025522629069732586,0.7798332531774878,,250,26,3,6
130,247,0.10534737388567952,0.08071319046261527,0.024634183423064254,1.3052064139934392,21.757321007773953,247,0.09987304526313784,0.11607120535249886,-0.01619816008936102,0.8604463523905992,,250,26,3,6
140,246,0.11625521651860207,0.08078049188064369,0.03547472463795838,1.4391496487836897,25.9674140723616,246,0.1088594054074601,0.11622144372862618,-0.007362038321166081,0.9366550777121971,,250,26,3,6
150,245,0.12572557812142712,0.08084722424179776,0.044878353879629365,1.5551007384670035,29.0690478265094,245,0.11937553621150496,0.11633402237671095,0.0030415138347940074,1.026144663209057,7.728273789831741,250,26,3,6
160,244,0.13618773100658818,0.08091403047453392,0.05527370053205426,1.6831163916553453,32.09181961834456,244,0.13038423647107916,0.1164502266162991,0.013934009854780063,1.119656356708453,16.451536159988024,250,26,3,6
170,243,0.14717174990491994,0.08096588133663654,0.0662058685682834,1.8177008324409565,34.928883651055564,243,0.1428129882222592,0.11653450719031462,0.026278481031944592,1.2254995680294827,22.45317170537195,250,26,3,6
180,242,0.15696240706109785,0.08100440774260743,0.07595799931849041,1.9377020514716674,37.228926269287314,242,0.1552552929034576,0.11657431722356933,0.03868097567988828,1.3318138729108306,27.07178860841193,250,26,3,6
190,241,0.16820969446011697,0.08103532098638029,0.08717437347373667,2.075757736412103,39.657058614472795,241,0.1678087385101963,0.11662722861053296,0.05118150989966333,1.4388470043353236,30.94485903390384,250,26,3,6
200,240,0.18072246846836643,0.08108306045349895,0.09963940801486748,2.2288560330306053,42.13039725762344,240,0.1822736460568193,0.1166983561209498,0.06557528993586952,1.5619212824892346,34.773229359134454,250,26,3,6
210,239,0.19396647920125748,0.08118862514817048,0.112777854053087,2.3890844172723176,44.523947525197705,239,0.19700895085375236,0.1167925637601762,0.08021638709357616,1.6868278639579641,38.17585947625277,250,26,3,6
220,238,0.20634811201438757,0.0812999636058084,0.12504814840857917,2.5381082950404323,46.59191661799664,238,0.2103128486429405,0.11687162519540305,0.09344122344753746,1.7995201854283174,40.92749762361075,250,26,3,6
230,237,0.22146555065127152,0.0814038005420332,0.14006175010923833,2.7205799873792973,48.93421609624829,237,0.22375394160359638,0.1169281108313641,0.10682583077223227,1.9136026402265105,43.46436185504409,250,26,3,6
240,236,0.2383726473344356,0.08150763178746062,0.156865015546975,2.924543899840157,51.34492967815668,236,0.2350552328062899,0.1169903164559156,0.1180649163503743,2.0091853747131596,45.43336574754915,250,26,3,6
250,235,0.2534361884717949,0.08162120687096307,0.1718149816008318,3.105028682955623,53.3278896442641,235,0.24866424482188534,0.11710456715344714,0.1315596776684382,2.1234376324200057,47.631499663344414,250,26,3,6
260,234,0.2571748218771597,0.08174580586045795,0.17542901601670174,3.1460307861685686,53.78659180970278,234,0.25108944503539293,0.11722252334774022,0.1338669216876527,2.1419897632687612,47.99095770687687,250,26,3,6
270,233,0.26105905621317643,0.08185236192016974,0.17920669429300667,3.1893894090409534,54.257967970351395,233,0.2525515457322341,0.11733912171612394,0.13521242401611017,2.1523217665053496,48.19850660616971,250,26,3,6
280,232,0.26565938019725965,0.0819556982979293,0.18370368189933034,3.2414998067800225,54.80863567598476,232,0.25535398796456193,0.11742959480695461,0.13792439315760732,2.1745283919640923,48.612294101603595,250,26,3,6
290,231,0.2696525137901525,0.08207411429468879,0.18757839949546368,3.2854757691561507,55.27425887763974,231,0.25798986323686385,0.1175071185350557,0.14048274470180816,2.1955253984029754,48.99719691507403,250,26,3,6
300,230,0.27090349213030623,0.08220524708657392,0.1886982450437323,3.295452562109642,55.407340510718626,230,0.25941020332525655,0.11757841356067665,0.14183178976457989,2.206274055495631,49.198077193135134,250,26,3,6
310,229,0.2722372170035701,0.0823326354052164,0.18990458159835372,3.306552932062731,55.549964501948594,229,0.2636385868399486,0.11765823912767359,0.14598034771227503,2.2407150471958746,49.807040297797855,250,26,3,6
320,228,0.2739287004963259,0.08247589044086268,0.19145281005546322,3.3213184972248317,55.73190166385536,228,0.2641947507396615,0.117759482756902,0.14643526798275946,2.2435114740190785,49.87302660932777,250,26,3,6
330,227,0.2770526101373728,0.08262389359984136,0.19442871653753147,3.35317785287602,56.07815833551156,227,0.2661528871073503,0.11788088501437771,0.1482720020929726,2.2578120878112524,50.13788749770014,250,26,3,6
340,226,0.28141443173591624,0.08277753638633223,0.198636895349584,3.3996473442084927,56.56020224070183,226,0.2690526164209683,0.11797891378606847,0.15107370263489983,2.2805144392907555,50.53716382032941,250,26,3,6
350,225,0.2840176017543285,0.08290895768633501,0.2011086440679935,3.4256564028803376,56.83928550214645,225,0.27238353374232754,0.11805139607808268,0.15433213766424486,2.3073300510750845,50.994507274284345,250,26,3,6
360,224,0.2868668538056677,0.08303899448461116,0.20382785932105651,3.454604136118604,57.142918563645,224,0.27296367975236363,0.11806879541345203,0.1548948843389116,2.3119036558008608,51.072742918392926,250,26,3,6
370,223,0.2899010976432132,0.08317038970646363,0.20673070793674958,3.485628703513017,57.46320654738459,223,0.2752095446312408,0.11821174191835822,0.1569978027128826,2.3281066682979055,51.3631801685536,250,26,3,6
380,222,0.29154899667638495,0.08331048235250267,0.2082385143238823,3.4995475772518647,57.62802750833822,222,0.2783978666989426,0.11837833099001507,0.16001953570892755,2.3517637423222735,51.77529928160553,250,26,3,6
390,221,0.2915458234919339,0.08344820073905868,0.20809762275287524,3.4937340878516183,57.61267069264647,221,0.28041690739172415,0.11853729606295005,0.1618796113287741,2.365642854235572,52.02598763893605,250,26,3,6
400,220,0.29431519882522394,0.08361410283161073,0.2107010959936132,3.519922941922144,57.894980961853086,220,0.2827634359827887,0.1187134793242141,0.16404995665857458,2.3818983117371504,52.31566140663824,250,26,3,6
410,219,0.29649209984955754,0.08376546165970815,0.21272663818984938,3.5395507166669455,58.112506075996045,219,0.2819029382447954,0.11889839914776544,0.16300453909702994,2.370956550007456,52.176507953677046,250,26,3,6
420,218,0.2988206776704005,0.08392539914754586,0.21489527852285462,3.560551164553366,58.34337547994244,218,0.28107191040076673,0.11910604808861415,0.1619658623121526,2.359845825727095,52.03755731758615,250,26,3,6
430,217,0.30108712318373204,0.08408474993000674,0.2170023732537253,3.5807577882358093,58.565715851935586,217,0.27990543000118145,0.1193483865514617,0.16055704344971977,2.34528038534052,51.84797324858121,250,26,3,6
440,216,0.30632814821186327,0.0842412737963093,0.22208687441555397,3.636319044184299,59.09436557795779,216,0.2797143050289215,0.11956760697736593,0.16014669805155554,2.339381978949125,51.792509458570514,250,26,3,6
450,215,0.3072928531252358,0.08440226034890376,0.22289059277633205,3.6408130760354336,59.17692930566632,215,0.27713816443914197,0.11978941919201382,0.15734874524712816,2.3135446044271193,51.41135699257751,250,26,3,6
460,214,0.3068805063227944,0.08453563617684752,0.2223448701459469,3.630191008213437,59.120898206858556,214,0.2747976086499988,0.11999381170347961,0.1548037969465192,2.290098170471154,51.060094339806454,250,26,3,6
470,213,0.3082458944997385,0.08468816582389377,0.22355772867584472,3.639775303915846,59.245257545026355,213,0.27431809229027787,0.12017719857421023,0.15414089371606765,2.2826134703155407,50.96786984529622,250,26,3,6
480,212,0.3078983986587392,0.08483684856717986,0.2230615500915593,3.629300284709695,59.194456464705226,212,0.27517228588072684,0.12036568000600756,0.15480660587471928,2.286135764505237,51.06048447859825,250,26,3,6
490,211,0.30914724138033994,0.08498688878177708,0.22416035259856287,3.637587465687147,59.30681946365661,211,0.2757454610837871,0.12056386888341176,0.15518159220037536,2.287131821810063,51.11251849905839,250,26,3,6
500,210,0.31023311753298605,0.08512588884482844,0.2251072286881576,3.644403855782274,59.40324550463929,210,0.2749825912219613,0.1207408784998403,0.15424171272212098,2.277460580364462,50.98191558414919,250,26,3,6
510,209,0.3113183357870764,0.08527955749834579,0.22603877828873062,3.6505622791618637,59.49775067726659,209,0.2766634081128045,0.12088321575480587,0.15578019235799861,2.2886833907031083,51.19538182716484,250,26,3,6
520,208,0.3112755067228154,0.08543717497658602,0.22583833174622936,3.6433263015557356,59.477445543235355,208,0.2802004744256944,0.12103490961280586,0.15916556481288854,2.3150384903170806,51.65944641756049,250,26,3,6
530,207,0.3104498240515278,0.0855869301116325,0.22486289393989534,3.6273041181241434,59.37839884769059,207,0.2826754332362071,0.12116418504451876,0.16151124819168833,2.332994961608045,51.97652124929263,250,26,3,6
540,206,0.30835772692961694,0.08574964400930724,0.2226080829203097,3.5960234061863616,59.14793864819595,206,0.2827688340502663,0.1213095439548021,0.16145929009546423,2.330969393105799,51.96953686237383,250,26,3,6
550,205,0.3088386506550974,0.08592822253166311,0.2229104281234343,3.594146853687047,59.17896352188091,205,0.2844628981547893,0.12151202079761689,0.16295087735717242,2.341026807780389,52.16934627825944,250,26,3,6
560,204,0.31228458512969565,0.08610444538294112,0.22618013974675452,3.6268114118944776,59.51206063486035,204,0.2884093501836947,0.12172011471342238,0.1666892354702723,2.3694469140349166,52.6638916374235,250,26,3,6
570,203,0.3125290151131657,0.08629055440055125,0.22623846071261447,3.621821846947934,59.51796205929772,203,0.29219681076413306,0.12189501139720361,0.17030179936692946,2.3971186959570385,53.13353019004555,250,26,3,6
580,202,0.31132480362170006,0.08646890693083578,0.22485589669086428,3.6004248772419505,59.37768692785059,202,0.2958997563869966,0.12205834301664145,0.17384141337035516,2.4242485116044348,53.586035268379206,250,26,3,6
590,201,0.31189018030545845,0.08664317442605576,0.2252470058794027,3.5997086022238967,59.417448543667,201,0.29802414563805907,0.12221832140442286,0.17580582423363622,2.438457198670658,53.83397737192094,250,26,3,6
600,200,0.310799820346605,0.08681484818249242,0.22398497216411262,3.5800306843050227,59.28891875514356,200,0.29938535280772016,0.12240263411975008,0.17698271868797008,2.445906127435319,53.98145020337809,250,26,3,6
610,199,0.31085489554876455,0.08699441304375187,0.22386048250501267,3.5732742445474877,59.276204625933524,199,0.30078663882390183,0.12260224553983118,0.17818439328407065,2.4533534234997503,54.131209197199254,250,26,3,6
620,198,0.3100799129967505,0.08717619905068173,0.22290371394606873,3.55693315805704,59.17827496705561,198,0.3033919377515079,0.12282245221352008,0.18056948553798785,2.47016675114154,54.42603061161644,250,26,3,6
630,197,0.30624011721307026,0.08734085526708982,0.21889926194598044,3.5062642365543915,58.76423043713544,197,0.30484654925152893,0.12302863615369657,0.18181791309783235,2.4778503507971252,54.5790806687937,250,26,3,6
640,196,0.30363548885868213,0.08751232598795353,0.2161231628707286,3.469631111170316,58.47317686443569,196,0.3068597493694825,0.12324784796979353,0.18361190139968897,2.4897777480438434,54.79750826543411,250,26,3,6
650,195,0.3012567105568034,0.0876629923711337,0.21359371818566972,3.436532365691904,58.205063256558645,195,0.3100687252750803,0.12341805877095828,0.186650666504122,2.512344857493765,55.16350545649138,250,26,3,6
660,194,0.29979962939896054,0.08779441421800575,0.21200521518095478,3.4147916136727825,58.03524227624912,194,0.3154749065589935,0.12356893563982543,0.19190597091916808,2.553027627255196,55.78492011188013,250,26,3,6
670,193,0.3013691683362216,0.0879165055208836,0.21345266281533803,3.4279020367186304,58.19002889034205,193,0.32038768845784554,0.12369905803937566,0.1966886304184699,2.5900576248192637,56.33812197987166,250,26,3,6
680,192,0.30246793123255505,0.08805580311049042,0.21441212812206462,3.434957385523191,58.292119880208986,192,0.3223522650615644,0.12385150839729608,0.1985007566642683,2.602731845844858,56.54474457822626,250,26,3,6
690,191,0.3058528652407986,0.08819168086862916,0.21766118437216941,3.4680466709371234,58.634837848484466,191,0.32523694129420544,0.12395826615951573,0.20127867513468972,2.62376162050923,56.85837502861963,250,26,3,6
700,190,0.3111224545275853,0.08831663374348972,0.22280582078409558,3.522806988219473,59.16823365450411,190,0.3286486789305082,0.12406319622185154,0.20458548270865667,2.649042495590828,57.2268919230132,250,26,3,6
710,189,0.3134374016290614,0.08845389969258552,0.2249835019364759,3.5435113965397584,59.39066667434615,189,0.3306553020600125,0.12416991988671901,0.20648538217329349,2.6629259514838326,57.43629029687045,250,26,3,6
720,188,0.3142124527812962,0.08860892536934481,0.22560352741195142,3.5460587234477545,59.45363904530157,188,0.33665413538362143,0.12430187907575983,0.2123522563078616,2.7083591807846816,58.07243906664747,250,26,3,6
730,187,0.3138021079338509,0.08877067933812904,0.22503142859572184,3.5349747267177403,59.39553994413416,187,0.3385827241575344,0.12445184573840103,0.21413087841913336,2.7205922270469056,58.262235867089395,250,26,3,6
740,186,0.3156892126425061,0.0889152677507594,0.22677394489174668,3.5504500028883945,59.57208210887508,186,0.3403712848781724,0.12461011723335713,0.2157611676448153,2.731489965945219,58.43497830368891,250,26,3,6
750,185,0.3172623790317467,0.08906874676330531,0.2281936322684414,3.5619944207237118,59.71500201861891,185,0.3406601219080283,0.12469520060162999,0.21596492130639833,2.7319425307823377,58.45648588059053,250,26,3,6
760,184,0.3169523760765617,0.08918640841471585,0.22776596766184581,3.553819261369249,59.67203501826489,184,0.34057198668440597,0.12478910639971985,0.21578288028468612,2.7291804269636994,58.43727108166151,250,26,3,6
770,183,0.317571469592173,0.08921639606008923,0.22835507353208373,3.5595639772120085,59.73120263279145,183,0.34503806083573024,0.12481354319754887,0.22022451763818138,2.7644280580162732,58.902007641930865,250,26,3,6
780,182,0.3167916214500186,0.08915634925969632,0.22763527219032229,3.553214370939101,59.6588894204532,182,0.34464067122757597,0.12482783193205385,0.21981283929552212,2.7609281191006376,58.859288499932916,250,26,3,6
790,181,0.31496512925296716,0.0890704145257129,0.22589471472725425,3.5361363358429507,59.48315877394723,181,0.3439927024980922,0.12484224299784681,0.21915045950024542,2.7554191132566013,58.79040313652524,250,26,3,6
800,180,0.3133762527395717,0.08901291689008911,0.2243633358494826,3.520570538391869,59.32752163798339,180,0.3442155065663718,0.12489687514574127,0.21931863142063052,2.755997747459327,58.807910191207604,250,26,3,6
810,179,0.31255145487289077,0.08897942550658512,0.22357202936630566,3.512626127820523,59.24672019838965,179,0.3421946837901046,0.12486244671775323,0.21733223707235136,2.740573269108065,58.60034836982193,250,26,3,6
