,raw,raw,raw,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,N
,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,
T,,,,,,,,,,,,,,,,,,,
132,1.0,0.3587756930581437,0.20098282711816076,1.785106211324285,0.15779286593998296,195,10.594696969696969,1.511252381149467,62.97912656494044,1.0,0.3473853597464046,0.2463355306447296,1.410212155904587,0.10104982910167501,195,10.594696969696969,1.445934239575464,52.88942161897466,132
198,0.6666666666666666,0.27474518493761785,0.14379799008335414,1.9106329982662391,0.1309471948542637,127,7.063131313131313,1.5195011019028202,58.69596890727939,0.6666666666666666,0.24540467627136367,0.174993016799122,1.4023683959518718,0.07041165947224168,127,7.063131313131313,1.4668575531346932,45.31253948002423,132
265,0.4981132075471698,0.2202918447285011,0.10964664311011386,2.009107059550109,0.11064520161838724,88,5.277358490566038,1.5398762032147246,54.893955228391995,0.4981132075471698,0.18966913715482114,0.1321599998614599,1.4351478310657284,0.05750913729336124,88,5.277358490566038,1.5038125016506265,41.400760097660985,132
331,0.3987915407854985,0.18687420134411287,0.08869180800672496,2.1070063351278545,0.0981823933373879,65,4.2250755287009065,1.5604352327961493,52.26081982924386,0.3987915407854985,0.1561135239799437,0.10571366288850417,1.476758251623502,0.05039986109143954,65,4.2250755287009065,1.5455966155100862,38.99095696300307,132
398,0.3316582914572864,0.1620359136759259,0.07352008383200147,2.2039680211218107,0.08851582984392443,52,3.513819095477387,1.5980668693300926,50.03066734637558,0.3316582914572864,0.1340337220669208,0.08762302706223951,1.5296632239344494,0.046410695004681285,52,3.513819095477387,1.58107061784449,37.54229714099728,132
465,0.2838709677419355,0.14206270722523334,0.06294951227179776,2.256772167063785,0.07911319495343558,41,3.00752688172043,1.6309679774340957,47.67781406584082,0.2838709677419355,0.12043220783605446,0.07446609862959123,1.6172756469371055,0.045966109206463227,41,3.00752688172043,1.6194658149038617,37.37606767856816,132
531,0.24858757062146894,0.135236430366729,0.05514261314941169,2.452484977458342,0.08009381721731731,33,2.633709981167608,1.6594527775769694,47.93249665916382,0.24858757062146894,0.11352513998198235,0.06488387261777168,1.7496665257752795,0.04864126736421068,33,2.633709981167608,1.6468684625371908,38.361588196881705,132
598,0.22073578595317725,0.129754431404445,0.04897303519894695,2.649507650022784,0.08078139620549807,28,2.338628762541806,1.6807012976936557,48.10972374480611,0.22073578595317725,0.1068117602645701,0.05754955776757199,1.855996195417445,0.0492622024969981,28,2.338628762541806,1.6674455359481521,38.585431939910755,132
665,0.19849624060150375,0.12666719805259993,0.04412876488910107,2.8703998031878797,0.08253843316349886,23,2.1030075187969923,1.7107275359332772,48.55765997254021,0.19849624060150375,0.1038715247876536,0.05188642137325256,2.001901885667516,0.05198510341440104,23,2.1030075187969923,1.6897406273372437,39.546417575244455,132
731,0.18057455540355677,0.12507693059631622,0.03993265059371069,3.132197055209142,0.08514428000260553,19,1.9131326949384404,1.727642633638795,49.20925441064303,0.18057455540355677,0.10125309549330001,0.04721341335381129,2.144583250834297,0.054039682139488725,19,1.9131326949384404,1.6938236341261566,40.25039221994913,132
798,0.16541353383458646,0.12273481683664408,0.036661082401357833,3.3478230536940803,0.08607373443528625,16,1.7525062656641603,1.741049537087752,49.43808990295724,0.16541353383458646,0.09811262844327087,0.04332249311056518,2.2647041155474006,0.05479013533270569,16,1.7525062656641603,1.6963573979788074,40.50321006478733,132
864,0.1527777777777778,0.12530023968651688,0.033721964367294785,3.715686260793253,0.0915782753192221,13,1.6186342592592593,1.752711696312666,50.75659492023195,0.1527777777777778,0.0991353343021897,0.0399383249530723,2.4822106189649698,0.0591970093491174,13,1.6186342592592593,1.7069152538361114,41.943992977375544,132
