,raw,raw,raw,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,standardised,N
,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,q,d_emp,d_th,ratio,excess,n_pairs,n_indep,gap,angle_deg,
T,,,,,,,,,,,,,,,,,,,
357,1.0,0.09586018295010902,0.045169524925543394,2.1222313740984253,0.05069065802456563,59,3.8669467787114846,2.370619337977282,30.80374148378486,1.0,0.07893955976092883,0.05294360407700837,1.4910122032136008,0.025995955683920456,59,3.8669467787114846,2.284145022911985,22.335316621033122,357
435,0.8206896551724138,0.09146278693005311,0.03726570653272781,2.4543419524255596,0.0541970803973253,44,3.1735632183908047,2.4149519327456166,31.795015010805404,0.8206896551724138,0.07189037534055397,0.04365023324350798,1.6469642885870739,0.028240142097045985,44,3.1735632183908047,2.322008436718281,23.25320723796375,357
514,0.6945525291828794,0.09115069879953346,0.03173672511670493,2.8720889904155675,0.059413973682828525,34,2.6857976653696496,2.4629925760836007,33.20254674063769,0.6945525291828794,0.0674529745365315,0.0369162470319619,1.827189380278311,0.0305367275045696,34,2.6857976653696496,2.3602662388199254,24.152341535438694,357
593,0.6020236087689713,0.09301986912848245,0.027742974221861665,3.3529162513218256,0.06527689490662078,27,2.3279932546374367,2.4561075185412395,34.699256755355236,0.6020236087689713,0.06607680301791297,0.03205511246095078,2.0613499047431847,0.034021690556962185,27,2.3279932546374367,2.3615224454896637,25.448645380509713,357
671,0.5320417287630402,0.10157615348068152,0.024539632888242832,4.139269480650936,0.07703652059243869,22,2.057377049180328,2.460517911967774,37.471833794131676,0.5320417287630402,0.06469002411772966,0.02842252174026644,2.276012829153112,0.03626750237746322,22,2.057377049180328,2.369921149817438,26.245492639463514,357
750,0.476,0.11283547549814825,0.02195079314743622,5.140382615802066,0.09088468235071204,17,1.8406666666666667,2.455936317457253,40.416101908762386,0.476,0.06639912178264328,0.02551682222495124,2.60217048961982,0.040882299557692035,17,1.8406666666666667,2.373470015660304,27.800617052759037,357
829,0.43063932448733416,0.12536913295851573,0.01978823205518478,6.335539860705613,0.10558090090333096,14,1.6652593486127865,2.419317613422573,43.237688987216885,0.43063932448733416,0.0671317262028658,0.0231622254539987,2.898327983906065,0.043969500748867095,14,1.6652593486127865,2.3623626876469017,28.786379145870445,357
907,0.3936052921719956,0.1480138244347529,0.017987613794730538,8.228652567474706,0.13002621064002234,11,1.522050716648291,2.3895972816006736,47.39006183145592,0.3936052921719956,0.06506236163399703,0.021293126520872504,3.0555569925449846,0.04376923511312453,11,1.522050716648291,2.344614557575148,28.72364709520609,357
986,0.3620689655172414,0.1623060622177651,0.01635802364334354,9.922107080693163,0.14594803857442157,9,1.4001014198782962,2.3238979535304534,49.802347979501306,0.3620689655172414,0.0652698768742063,0.019597145928515854,3.330580744374207,0.04567273094569044,9,1.4001014198782962,2.309108408678999,29.31345055986397,357
1065,0.3352112676056338,0.1832220212638285,0.01499608459613582,12.217990642106741,0.16822593666769267,6,1.296244131455399,2.247234356058242,52.86464361449749,0.3352112676056338,0.06479325852365951,0.01819975228480487,3.560117605433342,0.04659350623885464,6,1.296244131455399,2.293768341006857,29.593719931301685,357
1143,0.3123359580052493,0.16972700198217033,0.013813999620677909,12.286593792004256,0.15591300236149241,5,1.2077865266841645,2.2192462151690404,51.21373330831004,0.3123359580052493,0.07118338969626078,0.016889471491483624,4.214660579056865,0.054293918204777164,5,1.2077865266841645,2.266801670962302,31.82185213697794,357
1222,0.29214402618657936,0.16965263796778962,0.012717908906052894,13.339664501531855,0.15693472906173672,3,1.1297054009819967,2.198426547880171,51.3545127064348,0.29214402618657936,0.08050334769516908,0.01585645653827102,5.077007432326814,0.06464689115689806,3,1.1297054009819967,2.203988901026345,34.54240412287487,357
1301,0.2744043043812452,0.1698206656025373,0.011990823803853988,14.162551996465414,0.1578298417986833,2,1.0611068408916218,2.182226244380127,51.477266404616785,0.2744043043812452,0.07952247664509801,0.014876762165807914,5.345415605814343,0.0646457144792901,2,1.0611068408916218,2.1864747906678454,34.54211030306462,357
1380,0.25869565217391305,0.15953541257044365,0.0112556586464347,14.173796272773206,0.14827975392400894,1,1.0003623188405797,2.16600425320644,50.139000073604926,0.25869565217391305,0.05858391237841065,0.014095175183350631,4.156309631937784,0.044488737195060024,1,1.0003623188405797,2.153153571118607,28.94827354881903,357
