n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,null_mean_cosine_mean,null_mean_cosine_q05,null_mean_cosine_q95,p_upper_mean_cosine,null_positive_fraction_mean,null_positive_fraction_q05,null_positive_fraction_q95,p_upper_positive_fraction,null_constant_velocity_skill_mean,null_constant_velocity_skill_q05,null_constant_velocity_skill_q95,p_upper_constant_velocity_skill,mode,label,N,days,T,P,step,horizon,block_size,shuffles
462,0.0972931777956733,0.11771197880986141,0.6363636363636364,0.46261979261657094,0.46119975437231536,0.07504553775720871,0.11723372587803363,-0.5621678434407968,0.023738804916709356,-0.01802497466048656,0.05917597314471321,0.01,0.5297345751891206,0.4822510822510822,0.5738095238095238,0.01,-0.6264817655546172,-0.7209251119835294,-0.5418065244689835,0.16,standardised,dax_full,29,6788,250,3,14,42,21,99
