mode,n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,replicate
raw,179,0.07546764110350164,0.08326920264323544,0.6033519553072626,0.6216204275714959,0.6185116757381988,0.12665592878013607,0.21269501670885999,-0.6793135446354073,0
raw,179,0.020434740110634012,0.03376086877947233,0.547486033519553,0.6511032301726797,0.6627993944858773,0.13955968353740505,0.2272235640516468,-0.628146168665866,1
raw,179,-0.03589997799957068,-0.06929875128731953,0.43575418994413406,0.6602941394365188,0.6582978510835317,0.13767078189048818,0.23151183791320842,-0.6816337841196196,2
raw,179,0.08847959625603811,0.13634075840198967,0.664804469273743,0.6848064176045687,0.6786685562621254,0.14444929034717305,0.22915991545473213,-0.5864384996559238,3
raw,179,0.006578405249427993,-0.005496714008205773,0.4860335195530726,0.7107792574326536,0.7008033862526191,0.14873054455327306,0.24098133263285462,-0.6202544901362794,4
raw,179,0.06808628096423446,0.08497171463835164,0.5754189944134078,0.6097534599639605,0.6144344050000091,0.12422104606295338,0.19955472510264657,-0.6064485964923787,5
raw,179,0.047096427725455345,0.0726177587322703,0.5810055865921788,0.7119892206976949,0.7092324696018549,0.14999186382973842,0.22748193320677318,-0.5166284850290062,6
raw,179,0.041393897726295724,0.008018370290038757,0.5083798882681564,0.6134635791815757,0.6155206110432272,0.12400764398948452,0.20250727363418594,-0.6330225066719108,7
raw,179,0.06751609854711,0.0845048090327085,0.5810055865921788,0.6956054190221856,0.6984839716290142,0.14837283762963538,0.2290278859217818,-0.5435971272145887,8
raw,179,0.01762298865563701,0.07878202359269766,0.5586592178770949,0.6833717674268518,0.6986625057809253,0.14923607356261917,0.23547541257220167,-0.5778719377349246,9
raw,179,0.03312341823950336,0.004845017276597557,0.5083798882681564,0.7104835102010594,0.7166619603848458,0.15373658070830304,0.24360772551408383,-0.5845787931000017,10
raw,179,0.08242120043795392,0.08552106555574195,0.6145251396648045,0.6558361342077084,0.6516574972232725,0.1365717437630797,0.21313152898044654,-0.5605829076194582,11
raw,179,0.05427908261495042,0.05929585725875541,0.553072625698324,0.6538327355258257,0.6598120459794046,0.13982617365056235,0.22566181381090025,-0.6138739115814509,12
raw,179,0.034797618742010636,0.042228875406199996,0.5418994413407822,0.6851516534959268,0.6844637461718454,0.14576688275124877,0.22811324713820708,-0.5649181956335199,13
raw,179,-0.08239529173468059,-0.10339182363887708,0.3743016759776536,0.6528771135345979,0.6698564132327428,0.1420362459284215,0.23415791673917766,-0.6485786089923864,14
raw,179,0.06526681863208007,0.0855389154969859,0.5977653631284916,0.6202816925807817,0.6112221857646698,0.12501000770861523,0.2075807898979877,-0.6605133757117752,15
raw,179,0.07174566389333892,0.05756549042098417,0.5810055865921788,0.6478402664385442,0.6412185070719802,0.1346511620699979,0.2112897449299814,-0.569163917205135,16
raw,179,0.03809338550498481,0.0516243280340875,0.5754189944134078,0.6215296540730527,0.6252817428068138,0.12762739603374043,0.21008478730226035,-0.6460790851418838,17
raw,179,0.10800502143172366,0.1720739236641546,0.6703910614525139,0.6306119280280347,0.6229432471231997,0.1264462215943393,0.20429766992947906,-0.6156882139578697,18
raw,179,0.09845332119744155,0.1414284270708921,0.6312849162011173,0.673146905401398,0.6728433127359942,0.14284902330369928,0.21497509331110026,-0.5049111876254122,19
raw,179,0.031922494381188465,0.042706735891480836,0.5363128491620112,0.6103297726341813,0.608118769056652,0.12199902266675314,0.20599870189181596,-0.6885274766053859,20
raw,179,0.03771694024273811,0.07379935728218884,0.6033519553072626,0.6801614536452265,0.6753837340273401,0.14686888335259124,0.2352105838574091,-0.6015004573346832,21
raw,179,0.023545850340788918,0.03647578134476808,0.5307262569832403,0.7100788181382549,0.7087133681646298,0.1546369171560652,0.23902819795915675,-0.5457382516098714,22
raw,179,-0.013014986632606643,-0.005471579475075262,0.4748603351955307,0.7125092115520938,0.7064905722392324,0.1494202026640688,0.24740147666813836,-0.6557431475605353,23
raw,179,0.049264258694145614,0.05089642423000215,0.5810055865921788,0.6347969727605898,0.6408329046153352,0.1299033792555538,0.21126174976842826,-0.6262991076838835,24
raw,179,-0.0023459807155890335,0.002961342598570352,0.5027932960893855,0.6369517747233275,0.6334522746111008,0.1324715683537925,0.2190144133386656,-0.6532937298193877,25
raw,179,0.07026921893616783,0.08562281274143575,0.5698324022346368,0.6576488183267637,0.6615741683169493,0.14112740961523454,0.22008715432527107,-0.5594926239014091,26
