,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,T,N,P,Q
,n_pairs,d_emp,d_th,excess,ratio,angle_deg,n_pairs,d_emp,d_th,excess,ratio,angle_deg,,,,
lag,,,,,,,,,,,,,,,,
10,258,0.006101295112886084,0.07471686187112771,-0.06861556675824163,0.08165887806436051,,258,0.0036874995640349584,0.09794587339578514,-0.09425837383175019,0.03764834021270406,,250,29,3,6
20,257,0.011706985472718211,0.07471315887312459,-0.06300617340040637,0.15669241736383582,,257,0.008194162061159591,0.09793593648221936,-0.08974177442105977,0.08366859352641481,,250,29,3,6
30,256,0.018535645524622637,0.07460953450086,-0.05607388897623736,0.2484353460804528,,256,0.013374321646329962,0.0978667692275334,-0.08449244758120344,0.1366584567151246,,250,29,3,6
40,255,0.024160344354740036,0.07449686330289716,-0.050336518948157126,0.3243135789020589,,255,0.01882236698807252,0.09780916673256154,-0.07898679974448902,0.19243970291187837,,250,29,3,6
50,254,0.031306538839778374,0.07441726911296663,-0.04311073027318826,0.420689165471183,,254,0.023943452323546378,0.09776750216843662,-0.07382404984489024,0.2449019540490655,,250,29,3,6
60,253,0.03917363929600666,0.07436250462118191,-0.03518886532517525,0.5267928977858578,,253,0.029445867764945323,0.09771304155847656,-0.06826717379353123,0.30135043690481567,,250,29,3,6
70,252,0.04701944923467379,0.07434357316674506,-0.027324123932071266,0.6324615192925145,,252,0.035246514874001315,0.09768299030772606,-0.06243647543372475,0.3608255107973855,,250,29,3,6
80,251,0.053950565539052,0.0743063527837684,-0.0203557872447164,0.7260558958673188,,251,0.04145342544560459,0.09762387906053821,-0.05617045361493362,0.4246238301993575,,250,29,3,6
90,250,0.061112498717583515,0.07426595400154201,-0.013153455283958497,0.8228871430954029,,250,0.047554424204027286,0.09755471872620566,-0.05000029452217838,0.48746411065457734,,250,29,3,6
100,249,0.06721387572712825,0.07421716867467851,-0.007003292947550255,0.9056378318843138,,249,0.05408713977379034,0.09745400779804109,-0.04336686802425075,0.5550016976816169,,250,29,3,6
110,248,0.07435102101851916,0.07415491643079986,0.00019610458771930628,1.0026445257733154,1.9651673956491396,248,0.06098126458296342,0.09736647716183312,-0.0363852125788697,0.6263065724521004,,250,29,3,6
120,247,0.08122963457214935,0.07411348339280384,0.007116151179345512,1.0960169574223044,11.7970793414729,247,0.06843241976197839,0.09727787601782296,-0.028845456255844573,0.7034736217867299,,250,29,3,6
130,246,0.08744802909628042,0.07403880557006769,0.013409223526212738,1.1811107489237211,16.143008393002784,246,0.07515656670086526,0.09720500517453834,-0.022048438473673077,0.7731758932157499,,250,29,3,6
140,245,0.09440409735892899,0.07397008262615798,0.02043401473277101,1.2762470178118328,19.857708722898938,245,0.08385806525204732,0.09713726353870339,-0.013279198286656066,0.8632944989091123,,250,29,3,6
150,244,0.10018037190698804,0.0739223794848493,0.02625799242213875,1.3552103247369145,22.44464800119579,244,0.09138050500273835,0.09709828767749006,-0.0057177826747517035,0.9411134551235012,,250,29,3,6
160,243,0.10744109028382143,0.07387393596947821,0.03356715431434322,1.4543842679265369,25.283855730160983,243,0.09837035499733945,0.0970515355507938,0.0013188194465456604,1.0135888570856812,5.093361639370266,250,29,3,6
170,242,0.11420803113080451,0.07380800070276528,0.04040003042803923,1.5473665462195023,27.642869130070036,242,0.10541700337898742,0.09696319078687968,0.008453812592107743,1.0871857920877295,12.84953204128943,250,29,3,6
180,241,0.12106693372666498,0.0737477879215133,0.047319145805151674,1.6416347817172694,29.812364510850056,241,0.11365488400702387,0.09690545197026006,0.01674943203676381,1.1728430309772886,18.011723505496803,250,29,3,6
190,240,0.1282593818518767,0.07366634849635392,0.05459303335552279,1.7410851015402893,31.904570674734778,240,0.12371893592453993,0.09684582462288265,0.026873111301657288,1.2774834269448487,22.69900274775928,250,29,3,6
200,239,0.13682690516205265,0.07362799134807949,0.06319891381397316,1.8583544472264304,34.17837311491105,239,0.13455835918181078,0.09680985136553015,0.03774850781628063,1.3899242410129478,26.756051762135595,250,29,3,6
210,238,0.14637564862351163,0.07367342124914528,0.07270222737436635,1.98681758145187,36.48238831097057,238,0.14504987675142686,0.09675323231271829,0.04829664443870857,1.4991734465532676,30.103874106410213,250,29,3,6
220,237,0.15743696993353984,0.0736603965405488,0.08377657339299104,2.1373353569563456,38.9435254421938,237,0.1558283970027673,0.09666491033559378,0.05916348666717351,1.6120471892207242,33.13667475218904,250,29,3,6
230,236,0.16856186387410965,0.07362400145038873,0.09493786242372092,2.289496095749352,41.222650565472314,236,0.1664310654356023,0.09655097113729476,0.06988009429830754,1.7237637641048535,35.81840431593913,250,29,3,6
240,235,0.1793845882086282,0.073594473570117,0.1057901146385112,2.4374736241264077,43.27590777002638,235,0.17768661971962352,0.09646084936077164,0.08122577035885188,1.8420594562158654,38.3956606917166,250,29,3,6
250,234,0.19278247375417137,0.07352072725685636,0.11926174649731501,2.622151343534118,45.63528363766241,234,0.18834715640994473,0.09639645403837722,0.09195070237156751,1.9538805476699403,40.630466038449754,250,29,3,6
260,233,0.19822733585139984,0.07344262025972854,0.1247847155916713,2.6990776629479223,46.54905252359486,233,0.18966548470365943,0.09639949088843286,0.09326599381522657,1.9674946719704898,40.89273883436792,250,29,3,6
270,232,0.20340473994215152,0.07329499053035793,0.1301097494117936,2.7751520052097374,47.40326738793607,232,0.1904859212091485,0.09638296212943323,0.09410295907971528,1.9763443351465364,41.05837757964448,250,29,3,6
280,231,0.20533345510979495,0.0732495540614672,0.13208390104832773,2.8032041660962173,47.713570014092625,231,0.18959632920556016,0.09631646631214727,0.09327986289341289,1.9684726450730325,40.895491476899196,250,29,3,6
290,230,0.20941585445704025,0.07319598591334707,0.13621986854369317,2.861029219620825,48.35292423667369,230,0.19122554483223625,0.096259009508727,0.09496653532350925,1.986572953619468,41.228275309615604,250,29,3,6
300,229,0.21382966030859318,0.07318648624907015,0.14064317405952304,2.9217096115378807,49.021160415344,229,0.19273010365078067,0.09625610953400929,0.09647399411677138,2.0022635922417487,41.5224352301953,250,29,3,6
310,228,0.2173919030863779,0.0732498075840341,0.1441420955023438,2.967815346640743,49.53882073799758,228,0.19519682330621085,0.09626908096169008,0.09892774234452077,2.0276169810314144,41.994838459742276,250,29,3,6
320,227,0.22050371244123257,0.0733147363604816,0.147188976080751,3.007631526587462,49.98201387567879,227,0.19675124102075825,0.0962913514428067,0.10045988957795154,2.0432908882540795,42.28588752452691,250,29,3,6
330,226,0.22261758140763,0.07337402042320619,0.14924356098442382,3.0340109499740886,50.276988653996746,226,0.199109005494688,0.0963043206016204,0.10280468489306759,2.0674981584506167,42.72563642020452,250,29,3,6
340,225,0.22398757263262326,0.07340706780196714,0.1505805048306561,3.0513079917165813,50.46728670111194,225,0.2000372084406662,0.09632793885169708,0.10370926958896912,2.076627101392007,42.89349030332478,250,29,3,6
350,224,0.22645632362063864,0.07343179433250069,0.15302452928813795,3.083900178105954,50.81186985842281,224,0.20221782940260577,0.09632995181574722,0.10588787758685855,2.0992207054083556,43.29374943034112,250,29,3,6
360,223,0.22687213870068396,0.07348709415103197,0.153385044549652,3.087237852056204,50.86234293317047,223,0.20430964344081703,0.09634893957701637,0.10796070386380066,2.1205178213456355,43.66944253831671,250,29,3,6
370,222,0.22986265386005345,0.07353597549152849,0.15632667836852496,3.1258530579571104,51.27081739144838,222,0.20645672694340544,0.0964145923654865,0.11004213457791895,2.1413431502232925,44.04179654305497,250,29,3,6
380,221,0.23073418598056902,0.0735613557956778,0.15717283018489123,3.136622258858994,51.38721804137306,221,0.20732680329102532,0.09650422884498061,0.11082257444604471,2.148370136443081,44.1801730377964,250,29,3,6
390,220,0.231552518054593,0.07361028260398739,0.15794223545060562,3.1456545181372535,51.49264175203685,220,0.20881602795629367,0.096557093950215,0.11225893400607867,2.1626171564769705,44.43311321208474,250,29,3,6
400,219,0.23495458739637223,0.0736563032116918,0.16129828418468045,3.1898775413843583,51.94788274315564,219,0.21034355463886364,0.09666940160699225,0.1136741530318714,2.17590624481169,44.68016484260136,250,29,3,6
410,218,0.23841930095929106,0.07376934290956422,0.16464995804972685,3.2319564138123824,52.39521206131337,218,0.2127927660134507,0.09674186305637066,0.11605090295708005,2.199593426161931,45.0903342569755,250,29,3,6
420,217,0.2422653042293505,0.0738811063138646,0.1683841979154859,3.279123937318285,52.88523587030631,217,0.21492266412201466,0.09682519161689633,0.11809747250511833,2.219697792826365,45.438877189635555,250,29,3,6
430,216,0.2469408738525994,0.07399032644695547,0.17295054740564395,3.3374751229085904,53.47284790704631,216,0.21563228359450032,0.09692105078411142,0.1187112328103889,2.224824038224827,45.54258291667535,250,29,3,6
440,215,0.25084011105744153,0.07409559767070481,0.17674451338673672,3.3853578207469703,53.951665774072126,215,0.21663689025269633,0.09700866316823457,0.11962822708446176,2.233170555881178,45.69682918328291,250,29,3,6
450,214,0.25536605137610396,0.07419407627058905,0.18117197510551492,3.441865768970191,54.500000351871485,214,0.21759313997952678,0.0971056000468984,0.12048753993262838,2.240788789466698,45.84062281116674,250,29,3,6
460,213,0.25830572911367844,0.0742669938635222,0.18403873525015624,3.4780690004547328,54.849218425018364,213,0.21929295295108553,0.09716930157418521,0.12212365137690032,2.2568131024762317,46.11242214712778,250,29,3,6
470,212,0.26188025218637123,0.0743297976174766,0.18755045456889463,3.5232203043802897,55.27092946001545,212,0.22173713667241596,0.09724055706261621,0.12449657960979975,2.280294800549451,46.502095226176706,250,29,3,6
480,211,0.26375189210005484,0.0744255033715775,0.18932638872847735,3.5438375308426813,55.481700200094316,211,0.22608454248378584,0.09733122990456126,0.12875331257922457,2.3228365932031725,47.188086753521596,250,29,3,6
490,210,0.2651275533375506,0.0745327594790035,0.1905947938585471,3.557194919265525,55.63122671166574,210,0.22967533690332936,0.09739712436153054,0.13227821254179883,2.3581326287498223,47.74393076582012,250,29,3,6
500,209,0.26620610536860756,0.07461490611705834,0.19159119925154922,3.567733569897878,55.74810396941703,209,0.2316934603264789,0.09742848505262974,0.13426497527384915,2.378087478228988,48.05251668659058,250,29,3,6
510,208,0.2673250358786914,0.07466152955999948,0.1926635063186919,3.580492356024714,55.873314485606436,208,0.23277650805757416,0.09738575071010983,0.13539075734746434,2.390252232592885,48.225902019484565,250,29,3,6
520,207,0.2659769436512757,0.07472066956054631,0.19125627409072943,3.559616706000661,55.70887472748411,207,0.23467547640061792,0.09736156197643532,0.13731391442418261,2.410350364524935,48.519671985487044,250,29,3,6
530,206,0.2670619611357126,0.07479220911002284,0.1922697520256898,3.5707189868245766,55.82740518802576,206,0.23566676438298007,0.0972796443261766,0.13838712005680348,2.422570168871037,48.68229868494044,250,29,3,6
540,205,0.26705417390056513,0.07487199295670195,0.1921821809438632,3.566810009384965,55.8171841746719,205,0.23750511822639694,0.09718071605597083,0.14032440217042613,2.443953161341257,48.97352526101898,250,29,3,6
550,204,0.2638681377022598,0.07496048773886399,0.18890764996339582,3.5200963289017504,55.43215283997831,204,0.23970788479362384,0.09710676108236595,0.14260112371125788,2.4684984044551093,49.312001050741955,250,29,3,6
560,203,0.2621883504543674,0.07504415861348888,0.1871441918408785,3.4937875951778623,55.22247974021924,203,0.23969866114863594,0.09695842682553064,0.1427402343231053,2.4721797681387256,49.33255188903198,250,29,3,6
570,202,0.26340289325628297,0.075154750193596,0.18824814306268695,3.5048069826293924,55.353930119406,202,0.23860065813399645,0.09680237454565335,0.1417982835883431,2.4648223688094455,49.193105136148404,250,29,3,6
580,201,0.2619432603014408,0.07525086486968235,0.18669239543175842,3.480933551462403,55.16849690976014,201,0.23552714851074502,0.09673910572580173,0.13878804278494328,2.434663280621236,48.742813943659236,250,29,3,6
590,200,0.264326661985948,0.07534364389664021,0.18898301808930779,3.5082808358534288,55.44107756278862,200,0.23562981639544822,0.09669323608492833,0.1389365803105199,2.4368800335577565,48.76520150125007,250,29,3,6
600,199,0.26472766279951093,0.07545601658413689,0.18927164621537404,3.5083705022293024,55.47522799033435,199,0.23698418158577875,0.0966778929086805,0.14030628867709827,2.4512758238290115,48.97081609787596,250,29,3,6
610,198,0.26640040863160336,0.0755685631212267,0.19083184551037666,3.5252808526244594,55.65907906012658,198,0.2392280296382706,0.09668420995219464,0.142543819686076,2.474323674533376,49.30353117748698,250,29,3,6
620,197,0.27022379337597907,0.07566458690705007,0.194559206468929,3.571337721144697,56.09323850681492,197,0.23905073155978104,0.09668911748495451,0.14236161407482653,2.4723643960963755,49.27658327132395,250,29,3,6
630,196,0.2724463486958267,0.075765242632689,0.19668110606313768,3.595927884988775,56.33726065706346,196,0.24077635779711704,0.09667335598042558,0.14410300181669145,2.4906175580153587,49.53308885272795,250,29,3,6
640,195,0.2750752059694297,0.0758830494512397,0.19919215651819,3.624988821069786,56.623154754445714,195,0.24197891258844412,0.09672340864335795,0.14525550394508618,2.501761631258029,49.70158199977773,250,29,3,6
650,194,0.27550864785830353,0.07599371167704602,0.1995149361812575,3.625413758300757,56.659680699113935,194,0.24189464937966798,0.09678645608986954,0.14510819328979846,2.4992613548641613,49.68010141026844,250,29,3,6
660,193,0.27633791353247106,0.0761129011696968,0.20022501236277426,3.6306317232129213,56.73985526782382,193,0.24543541841727548,0.09683206087777493,0.14860335753950055,2.5346503646873044,50.18540590694675,250,29,3,6
670,192,0.2750837635259804,0.07623886641797452,0.1988448971080059,3.608182760979839,56.58380198774588,192,0.246219242482146,0.0968788720402702,0.1493403704418758,2.5415164039048537,50.29081161423193,250,29,3,6
680,191,0.2762777448465372,0.07637315775081321,0.199904587095724,3.6174718053162525,56.70370637869782,191,0.2443069908267168,0.09693676681091917,0.14737022401579764,2.520271707671578,50.00815992617468,250,29,3,6
690,190,0.2733205005293116,0.07651107364545273,0.19680942688385888,3.5722998973437594,56.351945868544576,190,0.24663718178175556,0.09698202865801243,0.1496551531237431,2.543122526870126,50.33571108506627,250,29,3,6
700,189,0.2722953703405884,0.07665168402300053,0.19564368631758788,3.55237296885587,56.21823651351093,189,0.24718014242924308,0.09701763133868596,0.15016251109055712,2.547785789227772,50.407928409619295,250,29,3,6
710,188,0.2724161797083156,0.07679264487834965,0.19562353482996597,3.547425409554016,56.215919205997736,188,0.24588189457746418,0.09706815198781782,0.14881374258964636,2.5330851524640408,50.21553488332195,250,29,3,6
720,187,0.27224247192311424,0.07694214101100899,0.19530033091210525,3.538275233128246,56.178724845660724,187,0.24834847600798915,0.09712864731798543,0.15121982869000372,2.556902447070342,50.55783390897182,250,29,3,6
730,186,0.2720896894085513,0.07708061795207165,0.19500907145647967,3.529936534470123,56.145161870398994,186,0.24676808665332228,0.0971337923034001,0.1496342943499222,2.540496780796279,50.33273807858445,250,29,3,6
740,185,0.27494365257352144,0.07717107522565365,0.1977725773478678,3.562781155628153,56.46191030158722,185,0.2473434250173277,0.09713619667026957,0.15020722834705813,2.546356903976167,50.414284585702184,250,29,3,6
750,184,0.27377833427371984,0.07727867814278182,0.196499656130938,3.542740906720491,56.31648134304009,184,0.24722465354868045,0.09718972424066942,0.15003492930801104,2.5437324313883414,50.38978585334404,250,29,3,6
760,183,0.2724397606281513,0.07737955265768222,0.19506020797046908,3.520823670736271,56.15105760953651,183,0.2456111846367353,0.0972551955831808,0.14835598905355452,2.5254299594376737,50.149939326161736,250,29,3,6
770,182,0.27304383032413,0.07737669910167724,0.19566713122245274,3.528760382571184,56.220932290251206,182,0.2427119496363053,0.09723983229641746,0.14547211733988785,2.49601365926304,49.733138572758705,250,29,3,6
780,181,0.27391794749827514,0.07734561707072195,0.19657233042755318,3.5414798908102934,56.32480583119839,181,0.24236668650415602,0.0972282419632098,0.1451384445409462,2.492760144689906,49.684513928488784,250,29,3,6
790,180,0.2739934005892077,0.0772969939808825,0.19669640660832519,3.544683777185089,56.33901210101779,180,0.24237942265924092,0.09720269077288227,0.14517673188635866,2.4935464309889275,49.690097622773976,250,29,3,6
800,179,0.27741760802048665,0.07721640933861589,0.20020119868187075,3.592728675117897,56.7371704287001,179,0.2408686599857078,0.09715602341054548,0.1437126365751623,2.479194305512956,49.475790029573794,250,29,3,6
810,178,0.27868928800041737,0.0770986699993735,0.2015906180010439,3.6147094107159305,56.89336101962666,178,0.2399155136911977,0.09705657154106388,0.14285894215013384,2.4719141618318066,49.350076835448824,250,29,3,6
