leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.12854342123128373,16.967731602529454,52.968478880718926,0.4012763551569616,18.84786528284304,0.04999103740160221,0.05643293297104999,0.001,6.598816937011492,7.4491471521785995,0.001,0.2150238145630756,0.3165882503880173,0.002,nikkei,standardised,132,2797,250,3,14,42,179,999
