leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,replicate
0.09085292364233315,2.634734785627661,3.6902944005544565,0.12725153105360196,21.710934626153964,0
0.08224363639225883,2.385065455375506,6.4069667128354775,0.22092988664949922,22.00585344471073,1
0.07167434026628262,2.078555867722196,4.019546811941258,0.13860506248073304,22.813113720145278,2
0.096071560144935,2.786075244203115,4.749334389242148,0.16377015135317752,21.88034731374715,3
0.0768503317370811,2.228659620375352,3.8923895063731546,0.13422032780597085,22.734468367201043,4
0.09762840806233745,2.831223833807786,3.1601164059321944,0.10896953123904118,21.553068070357405,5
0.0964697833060328,2.797623715874951,3.502767854549573,0.12078509843274389,21.11436456462341,6
0.0806199939575652,2.337979824769391,7.385444318673492,0.2546704937473618,22.078078846508046,7
0.08611487785026746,2.4973314576577565,2.307638972411512,0.07957375766936249,21.369844357661286,8
0.08718586771786546,2.5283901638180986,5.498883705023045,0.18961667948355326,21.423198064465943,9
0.07190062366999857,2.0851180864299583,4.310247233288816,0.14862921494099365,22.73693293539604,10
0.08247418032232713,2.391751229347487,2.203401719171119,0.07597936962659031,22.175264512833305,11
0.0854881892575003,2.479157488467509,2.8170173596601438,0.09713852964345324,22.83760338986211,12
0.08451439914591898,2.4509175752316503,4.912484861854194,0.16939602971911014,22.32705991131901,13
0.09063164882608449,2.62831781595645,2.848303149108051,0.09821734996924313,21.89705789713745,14
0.08482873015828235,2.460033174590188,3.9524934667019918,0.13629287816213764,22.23088602851001,15
0.09223731866241729,2.6748822412101014,3.0111810496211047,0.10383382929727947,21.65769664206428,16
0.08041678724083867,2.3320868299843216,5.958639505509109,0.2054703277761762,22.80465541330385,17
0.08056032748459259,2.3362494970531853,9.438654135830827,0.32547083227002854,22.23684201204216,18
0.08780137373286001,2.5462398382529403,2.9907071014848925,0.10312783108568595,21.712806505425284,19
0.07870299075327851,2.282386731845077,4.4011644795618,0.15176429239868275,21.839539865461813,20
0.08856569895849438,2.568405269796337,2.806404285159713,0.09677256155723148,21.43080138956651,21
0.08647332930743994,2.507726549915758,4.505978470637892,0.15537856795303076,21.84527309160665,22
0.08763925629624336,2.5415384325910573,7.976894084374073,0.27506531325427835,21.89200013079034,23
0.08165777992857849,2.3680756179287763,7.193465749752796,0.248050543094924,22.16067470649213,24
0.09071695088231169,2.630791575587039,1.325520950496902,0.0457076189826518,21.904905598919765,25
0.07366201992413393,2.136198577799884,2.9897873094350094,0.1030961141184486,23.237863968925026,26
0.08574987105625169,2.486746260631299,2.8975177257448994,0.09991440433603102,22.503587756516453,27
0.08619057113129883,2.499526562807666,3.35515334295749,0.1156949428606031,22.23319855392739,28
0.07682776992942146,2.2280053279532224,5.201828274709099,0.17937338878307238,22.902399702293597,29
0.08581497417269544,2.488634251008168,4.517638239426946,0.15578062894575676,22.013240211502925,30
0.11261227099018155,3.265755858715265,1.3627507128689396,0.0469914038920324,20.320659186332737,31
0.08438042812262289,2.447032415556064,3.3926059772180954,0.11698641300752054,21.718946214044113,32
0.08325941606288738,2.414523065823734,3.773949727416607,0.13013619749712438,21.929609743704752,33
0.07823709854900715,2.2688758579212074,2.448427335046491,0.0844285287947066,22.634023032070182,34
0.09387945730311317,2.722504261790282,3.1919230398888203,0.11006631172030415,21.725074427206025,35
0.0789064537294316,2.2882871581535165,7.768386669156292,0.2678754023846997,22.74072867163958,36
0.09101816924896321,2.639526908219933,2.227740422525408,0.07681863525949682,21.300080006185276,37
0.08594599017797125,2.4924337151611664,5.45981016840693,0.1882693161519631,22.282309781132955,38
0.0941104376800917,2.729202692722659,2.024371688805056,0.06980592030362262,22.182219413405498,39
0.08708564323625405,2.525483653851367,4.316156631318268,0.14883298728683683,21.64217051645692,40
0.08279486888341042,2.4010511976189024,6.957210967603858,0.23990382646909855,22.65021214032131,41
0.0747806039944616,2.1686375158393862,10.139042330529968,0.34962214932861957,22.156835395676904,42
0.11859262652839107,3.439186169323341,1.3236470908600988,0.04564300313310685,19.824684121706692,43
0.09164028228706365,2.657568186324846,2.835912672755805,0.09779009216399327,21.284524316374092,44
0.0895165144643775,2.5959789194669476,3.526311244561689,0.12159693946764444,21.682185742772873,45
0.08545581541060922,2.4782186469076675,11.91764489195053,0.4109532721362252,21.865599827324004,46
0.07617668849821761,2.2091239664483107,2.733907996986556,0.09427268955126054,23.069175118491245,47
0.08574419999170532,2.4865817997594544,2.183967182042308,0.07530921317387268,22.034236243208458,48
0.08066601640901473,2.339314475861427,5.114588414764772,0.1763651177505094,22.766825263871237,49
0.08382624449193353,2.4309610902660723,4.989680848767307,0.17205796030232093,22.47308768536314,50
0.09557226783304146,2.7715957671582023,2.2513189230439044,0.07763168700151395,21.159825675738514,51
0.08572427046098527,2.486003843368573,3.4866521148345213,0.1202293832701559,22.031657514579056,52
0.0765264968516801,2.219268408698723,4.561681606062908,0.15729936572630718,22.75678921555309,53
0.1209899486995454,3.5087085122868165,1.1380062111240317,0.03924159348703558,20.094449255055874,54
0.09052747949717002,2.6252969054179305,5.971446685742276,0.20591195468076812,21.731989470320055,55
0.08394180321444862,2.43431229321901,2.7326572592688647,0.09422956066444362,22.22004317714549,56
0.09260801999394545,2.6856325798244183,3.373561144499437,0.11632969463791162,21.069535539319972,57
0.08613338047632138,2.49786803381332,6.319422597931549,0.21791112406660515,22.136263961517678,58
0.10849964884861735,3.146489816609903,1.6705615892340069,0.05760557204255196,20.90594106133691,59
0.08983089242635978,2.6050958803644333,3.3141650290513756,0.11428155272590951,21.985002495075793,60
0.09204009557309457,2.669162771619743,2.6390225650534784,0.09100077810529236,21.635047903333632,61
0.08563814980979811,2.4835063444841454,5.454678326517391,0.1880923560868066,22.15308990794638,62
0.0898703634290482,2.6062405394423975,1.8350582873698795,0.06327787197827171,22.245163872097052,63
0.07895707696222791,2.2897552319046093,2.488041072858495,0.08579451975374121,22.293701546135473,64
0.11620742349883162,3.370015281466117,1.3097215813718353,0.04516281315075294,20.66391037879466,65
0.0800489608351295,2.3214198642187553,2.3353716197167587,0.08053005585230202,22.232474357608183,66
0.08225338017718628,2.385348025138402,5.654741685332093,0.19499109259765837,22.498094327366424,67
0.09472839768540645,2.747123532876787,3.246728005371667,0.11195613811626438,21.335172245444994,68
0.0836718267668894,2.4264829762397926,3.0675663016225316,0.10577814833181144,22.504252932144134,69
0.08076611844934838,2.342217435031103,4.593538701899582,0.15839788627239937,22.455105703604552,70
0.08352091829020795,2.422106630416031,3.5919961874160298,0.12386193749710447,21.4612583310849,71
