leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.140286521997396,3.226590005940108,6.332414167754406,0.2753223551197568,12.52459573277802,0.10096396586666084,0.12431512890752393,0.021,2.3221712149331997,2.85924796487305,0.021,0.15377343321450657,0.2992521929384703,0.084,cac40_full,standardised,23,6828,250,3,14,42,467,999
