leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.1964911353572839,5.6982429253612334,8.700722228123162,0.3000249044180401,9.783527357123605,0.10186471117009059,0.12376209212817849,0.005,2.954076623932627,3.5891006717171763,0.005,0.17089608866794945,0.32721492247696404,0.095,dax,standardised,29,2832,250,3,14,42,182,199
