leading_share,spike_ratio,leading_participation,participation_fraction,effective_rank,null_leading_share_mean,null_leading_share_q95,p_upper_leading_share,null_spike_ratio_mean,null_spike_ratio_q95,p_upper_spike_ratio,null_participation_fraction_mean,null_participation_fraction_q95,p_upper_participation_fraction,label,mode,N,days,T,P,step,horizon,n_increments,shuffles
0.17561088263078561,5.092715596292782,8.957928860460191,0.3088940986365583,10.919752225071905,0.08629168648773136,0.10771805984892537,0.001,2.5024589081442095,3.123823735618836,0.001,0.14713826312101136,0.29052340029193247,0.041,dax_full,standardised,29,6788,250,3,14,42,465,999
