,raw,raw,raw,standardised,standardised,standardised,T,N,null_mode1,null_mode2,null_mode3
,mode1,mode2,mode3,mode1,mode2,mode3,,,,,
385,17.494097274975655,0.5370266230019615,0.2896440279274714,9.619226755008475,0.34655042422270793,0.13333111062500602,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
390,17.43012713228268,0.5395407446141312,0.285461600120572,9.502065889233108,0.34274536642353726,0.13251882281844607,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
395,17.303099401093544,0.5445412947962083,0.2823823783173364,9.351180566598313,0.33486054698860584,0.12899534923259978,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
400,17.11617635115245,0.5442416596803827,0.2731210353889735,9.135756852825567,0.3262036713956151,0.1250421352593573,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
405,16.934290529850706,0.5460984345011601,0.2677957408652474,8.924379826892817,0.3205383532347502,0.12150775869378123,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
410,16.606814942341547,0.5391058302847591,0.26390946034314394,8.67256024233842,0.31471182329560465,0.11775414798750318,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
415,16.471843686001645,0.5442204879789135,0.2644189463984576,8.50493441207532,0.31371101704902543,0.11408375463830797,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
420,16.300395547412318,0.5435412171529882,0.2652734839048605,8.330072720134016,0.3165901178989669,0.1130840080920065,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
425,16.359196897091998,0.5258419684843025,0.273008754431763,8.2472692534968,0.32221077446417384,0.11952927436010088,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
430,16.41327819414663,0.500865150178381,0.28344359620525705,8.128450359597618,0.31639187293815385,0.12088660800974536,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
435,16.588408489946502,0.49029301655455093,0.2865262895099718,8.096983639982291,0.3132761568347723,0.11565625221299294,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
440,16.660952243119734,0.4924705627859164,0.28563600021235763,8.021355266102994,0.3048405726792985,0.11359858666509143,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
445,16.890182978914485,0.4844567617265233,0.28993303821785266,8.031839091344736,0.3019825760942222,0.11579147258118702,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
450,17.001253734569744,0.4907736379037132,0.29511621262833243,8.004540024597063,0.3025658494810328,0.11753086102224054,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
455,17.197937442832114,0.5062656689612761,0.29908149435773995,8.050116063659676,0.3049212065426017,0.11785658459589139,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
460,17.456262335940657,0.5267601933061806,0.3060103662776689,8.087620299676889,0.30569333978564317,0.12135012105609844,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
465,17.733355006272223,0.5361547712346396,0.3063969915336379,8.14021702131081,0.3060528418110123,0.12120496601842849,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
470,18.092363712993233,0.5447776206840171,0.3134579255512187,8.218622582482398,0.3049182769883691,0.12321505356558045,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
475,18.48578647548042,0.5444566422152846,0.313724649543372,8.307167842231225,0.30716423420900646,0.11869560098036977,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
480,18.867814532852652,0.5517171223972037,0.32050024449068676,8.41415014119576,0.31309082775595304,0.12249619664182956,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
485,19.134658504486264,0.5625207781961457,0.32436979076551936,8.537765297983189,0.31441076690466874,0.12395555979372946,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
490,19.421297017351705,0.558092344130916,0.3267836300689605,8.662987609261862,0.3131529699916984,0.12839415461324025,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
495,19.593757626841573,0.5495449910044959,0.3282224698760414,8.799983083570135,0.31429312860737624,0.1317907704721272,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
500,19.768134388803535,0.5508531152793092,0.32937362699934913,8.948184874656983,0.32165634436984425,0.13453290419638608,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
505,20.11267175935189,0.552514461344928,0.33607246987765743,9.178965218342922,0.32942583028283967,0.13906422183403783,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
510,20.410313360659096,0.5480602185484064,0.3431228734278719,9.364091843973966,0.32414888093633165,0.14347901955281753,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
515,20.73530237909334,0.5579161976294026,0.3528326883016633,9.55480933016653,0.3204840555585585,0.1467337469121389,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
520,21.096176647502077,0.5618281756572414,0.36210457196082113,9.68863410416679,0.31376303194898414,0.14744521604961983,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
525,21.302550342256026,0.568339717465898,0.36499258848889143,9.707234580195713,0.30972078466080966,0.1453957145996012,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
530,21.209505984397154,0.5738511562161875,0.35880880566488565,9.664786288552865,0.2995337746856678,0.14090956026911602,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
535,21.144697274701052,0.5853478486112463,0.358835231046333,9.61666948818638,0.30244850900215614,0.13887185577744243,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
540,20.90767146238827,0.5905125068169736,0.3554743094987128,9.545244151720983,0.2989284014419379,0.13691785040003795,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
545,20.457727464322094,0.5862934510207292,0.34598288445696906,9.413244983039684,0.3002106721774598,0.13280657545975946,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
550,20.04628067144354,0.5875853784676517,0.34295704572438396,9.366895136305175,0.30299458550828734,0.13094706818999682,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
555,19.525957389165022,0.5897862622725613,0.33500357335291603,9.222064348172937,0.31850132350739135,0.1293167696132981,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
560,18.962695292968217,0.5978492358904175,0.32582216670762904,9.073918551437309,0.3378157862554441,0.12491290720584804,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
565,18.62863566223932,0.6065057188468493,0.31593234222890343,8.959343036805409,0.34520746596229834,0.12387488421545195,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
570,18.45598461097299,0.604085322268642,0.3144689739672103,8.942460731827284,0.34545587979976317,0.12251276251499607,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
575,18.349535350663633,0.6140132397088323,0.31256296893271956,8.937806740748108,0.35040160646775803,0.11922315177936203,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
580,18.68812725372163,0.6323773247836005,0.3183012934833669,9.127144573737818,0.3596067610853882,0.12297331682327642,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
585,19.133210891174,0.6445800516395938,0.32463667143119396,9.34364451458795,0.3594864619678907,0.12463548669985602,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
590,19.66185229614901,0.6522504551477865,0.33076412672868005,9.575007521486445,0.3517484362521075,0.12620126703547557,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
595,20.13636727318028,0.6733260126284187,0.3339712811532749,9.769258720129525,0.3387481252208303,0.13120500045786307,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
600,20.770581919107762,0.693391289457642,0.33281534526377293,10.02989301060991,0.32711618684334715,0.13284819345439933,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
