n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,null_mean_cosine_mean,null_mean_cosine_q05,null_mean_cosine_q95,p_upper_mean_cosine,null_positive_fraction_mean,null_positive_fraction_q05,null_positive_fraction_q95,p_upper_positive_fraction,null_constant_velocity_skill_mean,null_constant_velocity_skill_q05,null_constant_velocity_skill_q95,p_upper_constant_velocity_skill,mode,label,N,days,T,P,step,horizon,block_size,shuffles
179,0.10522353348631189,0.14687981054520574,0.6145251396648045,0.6609591616138237,0.6537344551059185,0.13501022435570348,0.20251716256213814,-0.5000135251133138,0.04237742977266524,-0.019704552026638872,0.09869134228010724,0.04,0.5556119857795836,0.4860335195530726,0.6312849162011173,0.14,-0.6097497158799505,-0.6795455685838285,-0.51992573222891,0.02,raw,dax,29,2832,250,3,14,42,21,99
179,0.04395709460259806,0.06640331829245541,0.5810055865921788,0.6005080171077744,0.5933428400081617,0.11057931908633632,0.17353848219457588,-0.5693574859064137,0.030386614775415998,-0.03169697317301026,0.08389180494456872,0.38,0.5422380226849501,0.4687150837988827,0.6145251396648045,0.24,-0.5835652511822271,-0.6924363800924892,-0.4832164290301694,0.41,standardised,dax,29,2832,250,3,14,42,21,99
