mode,n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,replicate
standardised,450,-0.01493374945120522,-0.0033701233317726337,0.4955555555555556,0.40396268767707033,0.4030905107182965,0.055730070012494824,0.10492923516145475,-0.8828118309905109,0
standardised,450,-0.007358843270713665,-0.0026173931088856856,0.49333333333333335,0.38908142955534025,0.3903074690997601,0.05170588220241293,0.09641791550216637,-0.8647378479051826,1
standardised,450,0.02366473582500826,0.034344680373806516,0.5422222222222223,0.4156206823277767,0.41475902044459645,0.058728152474170216,0.10420667926563264,-0.774390558454308,2
standardised,450,0.020511413660305875,0.006727907280953937,0.5133333333333333,0.424117290430577,0.42417391646351227,0.06213026027584638,0.10673691491014584,-0.7179537706144237,3
standardised,450,0.002247788192156483,0.012154539635789932,0.5222222222222223,0.3975291608470918,0.39143601096512903,0.05226699593822273,0.09719734047649946,-0.8596312784339548,4
standardised,450,0.0319732906175931,0.025920849836660577,0.5533333333333333,0.4035564257890369,0.40287458525349834,0.05603289638191472,0.09899728822662379,-0.7667708546041954,5
standardised,450,0.004701370781277806,0.005756567423203934,0.5088888888888888,0.3867917557764326,0.3872855355572537,0.050970470492551614,0.09566351806808876,-0.8768419664101041,6
standardised,450,-0.0037351386893244784,0.015652769480892594,0.5111111111111111,0.41395830889688695,0.41407149264201976,0.05892356543465807,0.10796665673372774,-0.8323171033065688,7
standardised,450,0.03760403627368057,0.036888709881361184,0.5755555555555556,0.4026413970816019,0.40219440229550946,0.05568738094059703,0.09928628088641986,-0.7829224360960834,8
standardised,450,0.018495175810987384,0.028071671370277763,0.5333333333333333,0.39257375196645,0.3908294866215789,0.05227090581894509,0.09587639101324878,-0.834220959272133,9
standardised,450,0.034977171294431744,0.054799400077445506,0.6,0.41738683799682424,0.416826165805525,0.059459466781431894,0.1046317649873367,-0.7597158308189083,10
standardised,450,0.014387270849126202,0.0066868188236510195,0.5133333333333333,0.39933613188965594,0.3989862979940747,0.054655797163912445,0.0999908930106878,-0.8294654583632846,11
standardised,450,0.027293141906231885,0.043597022916998705,0.5688888888888889,0.39509668509172613,0.3929377708848726,0.052826224071501456,0.09641223644897447,-0.8250828663899654,12
