,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,T,N,P,Q
,n_pairs,d_emp,d_th,excess,ratio,angle_deg,n_pairs,d_emp,d_th,excess,ratio,angle_deg,,,,
lag,,,,,,,,,,,,,,,,
5,560,0.04974689349630401,0.18084236189905503,-0.13109546840275102,0.2750842942654796,,560,0.04571250083038958,0.22648283639509462,-0.18077033556470504,0.201836490384839,,29,29,3,6
10,559,0.11894994101034262,0.18089646733443154,-0.061946526324088924,0.6575581201949867,,559,0.11113275420722689,0.2265409466869654,-0.1154081924797385,0.4905636523219367,,29,29,3,6
15,558,0.19621766788692183,0.1809437214520417,0.015273946434880115,1.084412690931243,17.212828690975265,558,0.19010142158020843,0.22657402550927752,-0.03647260392906909,0.8390256612730057,,29,29,3,6
20,557,0.28388274773188144,0.18090931060174564,0.10297343713013579,1.5691992125094205,42.75702486290794,557,0.2887267381579928,0.2264881644701899,0.06223857368780292,1.2747983491031147,33.934164534596434,29,29,3,6
25,556,0.37860264462558335,0.18085610201634353,0.19774654260923982,2.093391599202829,56.45894388904337,556,0.39130474620155203,0.22642365987531204,0.16488108632624,1.7281972494263074,52.42579515609415,29,29,3,6
30,555,0.4678060996353761,0.18086169711479852,0.2869444025205776,2.586540473179598,64.98790021892091,555,0.4872314669363868,0.22639734405766068,0.2608341228787261,2.152107697925532,62.78953665348858,29,29,3,6
35,554,0.477783860657984,0.1808343199982814,0.2969495406597026,2.64210831584693,65.77585277955994,554,0.4894325378730728,0.2263756334456638,0.263056904427409,2.16203718758693,62.98515629991723,29,29,3,6
40,553,0.4822053410536913,0.18073442357064778,0.3014709174830435,2.6680326388691564,66.12268846160603,553,0.49021280261741484,0.22621669060061958,0.2639961120167953,2.1670054553263465,63.06731984597417,29,29,3,6
45,552,0.486109323892608,0.1806700468085024,0.3054392770841056,2.6905916751538226,66.42249915597344,552,0.49993046430464344,0.22615769912216432,0.2737727651824791,2.210539222167247,63.90559859512094,29,29,3,6
50,551,0.48767688942034665,0.18068082837065486,0.3069960610496918,2.699107004423898,66.53895801550149,551,0.49544191395087683,0.2261180821983107,0.26932383175256613,2.191076048117032,63.52793814489876,29,29,3,6
55,550,0.4902466187646589,0.18072598840720605,0.30952063035745286,2.7126514735669938,66.72644622293909,550,0.4983904532692008,0.22610965823896048,0.2722807950302403,2.204197985839617,63.77964630755751,29,29,3,6
60,549,0.4928999234084965,0.1807169477104464,0.3121829756980501,2.7274692808460057,66.92235202079442,549,0.4982034156691441,0.22607139837739212,0.27213201729175196,2.2037436811775217,63.767048047385984,29,29,3,6
65,548,0.4942679999212064,0.18068536817581085,0.3135826317453956,2.7355175735108377,67.0246047875002,548,0.49842409115406394,0.22600421229913661,0.27241987885492736,2.2053752276721084,63.79141738541516,29,29,3,6
70,547,0.48916675210141863,0.1807033225885521,0.30846342951286654,2.707015815172445,66.64813776117077,547,0.5019133015531982,0.2259996875609409,0.27591361399225733,2.2208583868854115,64.08511293707319,29,29,3,6
75,546,0.4872836666578039,0.18070313802362822,0.30658052863417573,2.6965977015523004,66.50793639949678,546,0.5064500639249558,0.2258181575429678,0.28063190638198804,2.2427340185369746,64.47576103396659,29,29,3,6
80,545,0.48196198490660686,0.1806589259652579,0.30130305894134896,2.667800565798182,66.10991249871728,545,0.5143886588180409,0.2258055850579501,0.28858307376009074,2.2780156597368024,65.11892377145452,29,29,3,6
85,544,0.4855515781073006,0.18059701835086878,0.3049545597564318,2.688591331912013,66.3861064121395,544,0.518701547764396,0.2257231213966253,0.2929784263677707,2.297954877440176,65.46652757454044,29,29,3,6
90,543,0.4857292390247209,0.18057616969338752,0.3051530693313334,2.689885602565795,66.40101819922236,543,0.516674525586764,0.22565509055232624,0.2910194350344377,2.289664834602765,65.3122876947138,29,29,3,6
95,542,0.4870586574087291,0.1806066323152372,0.3064520250934919,2.696792754313694,66.49833364372533,542,0.5185630183719123,0.2255248520060308,0.29303816636588154,2.2993608631568696,65.47121396136687,29,29,3,6
100,541,0.4857376224083493,0.18063693497262298,0.30510068743572627,2.68902714985707,66.397084364908,541,0.5108862867992325,0.225430450825596,0.28545583597363655,2.266270084312962,64.86819689617825,29,29,3,6
105,540,0.48365235518993643,0.18066631127485686,0.30298604391507955,2.6770478224583414,66.23765966718312,540,0.5014656717050385,0.2253430586913299,0.27612261301370866,2.225343325937257,64.10256160750838,29,29,3,6
110,539,0.4849017533660479,0.18069969044942416,0.30420206291662377,2.6834675375482533,66.32948364032563,539,0.500142839349596,0.2253358303331608,0.27480700901643523,2.2195442181127207,63.99250017611206,29,29,3,6
115,538,0.4814970582462368,0.18073484593594533,0.30076221231029143,2.6641074982125215,66.06869546592138,538,0.5006751365682803,0.22526111658915265,0.2754140199791277,2.2226434111194053,64.04334855770989,29,29,3,6
120,537,0.4866810086631966,0.1807074120100589,0.30597359665313767,2.693198929970321,66.46254312165969,537,0.5059968625973702,0.2251860487699983,0.28081081382737194,2.2470169238334474,64.49044008458716,29,29,3,6
125,536,0.4903749854191221,0.18068633326055691,0.3096886521585652,2.713957257143415,66.73886476012203,536,0.5111154069386606,0.2251911036831562,0.28592430325550444,2.269696264990112,64.90593906156496,29,29,3,6
130,535,0.49761924048095796,0.18068893589085927,0.3169303045900987,2.754010576394853,67.26712775306581,535,0.5185595796505306,0.22507017860513545,0.2934894010453951,2.3039906169012947,65.5065789338722,29,29,3,6
135,534,0.5006073508473872,0.18071385456721495,0.3198934962801722,2.770165862746238,67.4794206664055,534,0.5171875684118475,0.22506335558194596,0.2921242128299016,2.297964353524173,65.39940645138569,29,29,3,6
140,533,0.5041165487494529,0.1807835698299588,0.3233329789194941,2.7885086527697966,67.7230795524091,533,0.5265425062013477,0.22511085977703296,0.30143164642431475,2.3390364495203637,66.11970017251339,29,29,3,6
145,532,0.5087165183214566,0.1808067222091864,0.3279097961122702,2.81359294668752,68.04279116708673,532,0.5332999553368473,0.2251295856966652,0.3081703696401821,2.3688577122662333,66.62637817694471,29,29,3,6
150,531,0.5153966849107093,0.18082690763660342,0.3345697772741059,2.8502211957662293,68.49900514439247,531,0.5331663221844702,0.22515822563219862,0.3080080965522716,2.367962887820098,66.61431969229405,29,29,3,6
155,530,0.5122470379797909,0.18087441770550228,0.3313726202742886,2.832059085402701,68.28131533842331,530,0.5312625619866161,0.22517991892127398,0.30608264306534216,2.3592803680347396,66.47070609917185,29,29,3,6
160,529,0.511628595856722,0.1808420249214757,0.3307865709352463,2.829146577400241,68.24114926506482,529,0.5287919017745902,0.22512737371659386,0.3036645280579964,2.348856529727347,66.28894260868714,29,29,3,6
165,528,0.5093053332665405,0.18089070200662644,0.32841463125991405,2.8155418029605714,68.07774431175073,528,0.5269171274160753,0.22514117472111142,0.30177595269496393,2.3403854406853037,66.14588545920776,29,29,3,6
170,527,0.5052433338519449,0.1809134835807033,0.32432985027124156,2.792734537260524,67.7931521166845,527,0.5206825751570114,0.22514412914178122,0.2955384460152302,2.3126633465495305,65.66644553146445,29,29,3,6
175,526,0.5052257449140689,0.1807783260317187,0.3244474188823502,2.794725208515449,67.80140019612301,526,0.5136781063168088,0.22495170628045708,0.2887264000363517,2.283503934290607,65.13034653639681,29,29,3,6
180,525,0.5045805000068377,0.18071041386064698,0.3238700861461907,2.792204883089582,67.76086454386794,525,0.5114702088586268,0.22491491790006787,0.2865552909585589,2.2740608476929864,64.95667261014589,29,29,3,6
185,524,0.4990060772953469,0.18054929240148448,0.3184567848938624,2.763821838668386,67.37676648917598,524,0.5122976857009526,0.22477263054058397,0.28752505516036864,2.2791817868076887,65.03441723442715,29,29,3,6
190,523,0.49702665383348943,0.1806193132976962,0.3164073405357932,2.751791293848469,67.22943020473302,523,0.5134083827900293,0.22476492617616214,0.28864345661386714,2.2842015056550213,65.12373686942689,29,29,3,6
195,522,0.5028515394628981,0.18068221592849254,0.3221693235344055,2.783071576130705,67.640973133491,522,0.5113331796733199,0.224753714230237,0.28657946544308294,2.2750822224433267,64.95861399376734,29,29,3,6
200,521,0.5029551633081583,0.18076173893360215,0.3221934243745561,2.7824204739085023,67.64267706532432,521,0.5157902616144449,0.22471986516721684,0.291070396447228,2.2952588603176625,65.31631402188722,29,29,3,6
205,520,0.4968089742205373,0.18080732417299503,0.3160016500475423,2.7477259369492932,67.20013830114209,520,0.5173554794449514,0.2247281037191214,0.29262737572583,2.3021396562468803,65.43896840510585,29,29,3,6
210,519,0.4973669804541755,0.18087107993562013,0.31649590051855536,2.749842487982103,67.23581889024459,519,0.5265010912809063,0.22476705290398602,0.30173403837692025,2.3424300157808817,66.14269950715644,29,29,3,6
215,518,0.49739079526407637,0.18090273370552654,0.3164880615585498,2.7494929737973397,67.23525347099861,518,0.531284016115799,0.2248192750808064,0.3064647410349926,2.363160435976144,66.49928407122584,29,29,3,6
220,517,0.4990200858736957,0.18094323657965017,0.3180768492940455,2.7578819485415247,67.34953288573325,517,0.5355924375628798,0.22484703346026716,0.31074540410261264,2.3820302599523715,66.81679986398204,29,29,3,6
225,516,0.5018876460338506,0.18093422215592636,0.32095342387792425,2.773867983920319,67.55482161362397,516,0.5381325538110134,0.22484165653831464,0.31329089727269877,2.3933845804917016,67.00333373061261,29,29,3,6
230,515,0.5127394167131507,0.18094097516270505,0.3317984415504457,2.8337385506632047,68.31044857378828,515,0.5389164732968579,0.22493733569360602,0.31397913760325186,2.395851589666432,67.05347978957289,29,29,3,6
235,514,0.5196561909661871,0.18097849273174976,0.33867769823443733,2.871369868995609,68.77519124995564,514,0.5350980521739028,0.22506862936263333,0.3100294228112695,2.3774883851616044,66.7640284510668,29,29,3,6
240,513,0.5273632024619018,0.18104405916346067,0.34631914329844116,2.9128997930042946,69.2786509968735,513,0.5328070466726594,0.22514971247924298,0.30765733419341645,2.3664567047660787,66.58823077961692,29,29,3,6
245,512,0.5270376549656769,0.1809787550082242,0.3460588999574527,2.912152064156518,69.26172137602718,512,0.5351806487493761,0.22517877217549745,0.3100018765738787,2.3766922768913257,66.76199547286318,29,29,3,6
250,511,0.5283680895670947,0.1809817159841028,0.3473863735829919,2.919455629504065,69.34791979877083,511,0.529935031840341,0.2252091981066839,0.304725833733657,2.3530789874279705,66.3689116832566,29,29,3,6
