n_triples,mean_cosine,median_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,static_loss,constant_velocity_loss,constant_velocity_skill,null_mean_cosine_mean,null_mean_cosine_q05,null_mean_cosine_q95,p_upper_mean_cosine,null_positive_fraction_mean,null_positive_fraction_q05,null_positive_fraction_q95,p_upper_positive_fraction,null_constant_velocity_skill_mean,null_constant_velocity_skill_q05,null_constant_velocity_skill_q95,p_upper_constant_velocity_skill,mode,label,N,days,T,P,step,horizon,block_size,shuffles
166,0.1742309746189747,0.1350209293869264,0.7831325301204819,0.2732439569761963,0.27388440398284725,0.027020935563826596,0.04243546089515925,-0.5704660112497493,0.026933976995115804,-0.01621428931728049,0.08069252610124132,0.047619047619047616,0.552409638554217,0.47981927710843375,0.6280120481927711,0.047619047619047616,-0.830768942604881,-0.9433564905472593,-0.6878979701692102,0.047619047619047616,standardised,sp500,357,2761,357,3,14,42,21,20
