,raw,standardised,T,N,null_mode1
,mode1,mode1,,,
20,0.09638947873427318,0.022522522866974107,500,29,0.9874301239035463
40,0.28619349282296175,0.07150716645807717,500,29,0.9874301239035463
60,0.5042094784308464,0.1375162758076065,500,29,0.9874301239035463
80,0.7034269324205097,0.21188858911568115,500,29,0.9874301239035463
100,0.8689812974487072,0.2886817385706451,500,29,0.9874301239035463
120,1.040905850751048,0.37681140752238346,500,29,0.9874301239035463
140,1.2279461564906302,0.47626202443456545,500,29,0.9874301239035463
160,1.445619618080726,0.5897167697100583,500,29,0.9874301239035463
180,1.7020931954721317,0.7172623418243753,500,29,0.9874301239035463
200,1.9768916286418738,0.8484981343322844,500,29,0.9874301239035463
220,2.256202418443336,0.9820456856772721,500,29,0.9874301239035463
240,2.5181954203397865,1.1140806368471898,500,29,0.9874301239035463
260,2.741268712967866,1.2423855512797304,500,29,0.9874301239035463
280,2.967851615422064,1.3771355299394752,500,29,0.9874301239035463
300,3.1816854541199087,1.5019893520561487,500,29,0.9874301239035463
320,3.400938334413356,1.6226440968586393,500,29,0.9874301239035463
340,3.6177738590336803,1.7410853711927168,500,29,0.9874301239035463
360,3.8039630230928356,1.850723059495959,500,29,0.9874301239035463
380,3.9672063170660263,1.949192452094617,500,29,0.9874301239035463
400,4.126684285901637,2.0423759931469485,500,29,0.9874301239035463
420,4.309049740592736,2.124109924740639,500,29,0.9874301239035463
440,4.531320338301288,2.2086521885975627,500,29,0.9874301239035463
460,4.788607502239339,2.2938466367571024,500,29,0.9874301239035463
480,5.047847586953893,2.3799490160811803,500,29,0.9874301239035463
500,5.258864580022095,2.4495191552600493,500,29,0.9874301239035463
520,5.3518556216203494,2.484716272621807,500,29,0.9874301239035463
540,5.375136548418524,2.5075362804444428,500,29,0.9874301239035463
560,5.3953005007356865,2.5159292997183567,500,29,0.9874301239035463
580,5.416964139407713,2.5314880881913555,500,29,0.9874301239035463
600,5.465402136306266,2.547886548570773,500,29,0.9874301239035463
620,5.533339641784873,2.553142493038616,500,29,0.9874301239035463
640,5.595514066323535,2.5363749270559794,500,29,0.9874301239035463
660,5.607736652096551,2.4988897329457735,500,29,0.9874301239035463
680,5.564908482971686,2.4482854663838967,500,29,0.9874301239035463
700,5.506763408414143,2.4069030577759127,500,29,0.9874301239035463
720,5.418907488787506,2.3496739185486613,500,29,0.9874301239035463
740,5.331017711708917,2.296823312724709,500,29,0.9874301239035463
760,5.257840926433482,2.233901306959434,500,29,0.9874301239035463
780,5.149377195395787,2.1578783624623137,500,29,0.9874301239035463
800,5.053543942385162,2.0945869133719235,500,29,0.9874301239035463
820,4.937529537813236,2.021802997191803,500,29,0.9874301239035463
840,4.825269378929924,1.9648435130630542,500,29,0.9874301239035463
860,4.794078862185289,1.9280381523959724,500,29,0.9874301239035463
880,4.7984890180825435,1.9060118215842041,500,29,0.9874301239035463
900,4.827466269648492,1.8799171958690992,500,29,0.9874301239035463
920,4.835148175708148,1.8516690480220506,500,29,0.9874301239035463
940,4.7943192682242275,1.815105069333578,500,29,0.9874301239035463
960,4.709159796958875,1.7670614967257214,500,29,0.9874301239035463
980,4.608758613503617,1.7172019153067335,500,29,0.9874301239035463
1000,4.556976083473336,1.6768178877085727,500,29,0.9874301239035463
1020,4.54377614638311,1.6469454698881265,500,29,0.9874301239035463
1040,4.537291651981676,1.6144913960453096,500,29,0.9874301239035463
1060,4.535506614691715,1.589051615328663,500,29,0.9874301239035463
1080,4.494043679295257,1.5572640530188988,500,29,0.9874301239035463
1100,4.423534631509955,1.5100757195710661,500,29,0.9874301239035463
1120,4.389450450706551,1.4828017914979321,500,29,0.9874301239035463
1140,4.3495883207978165,1.4541449545940581,500,29,0.9874301239035463
1160,4.376298099386965,1.4479447492341273,500,29,0.9874301239035463
1180,4.359942814004021,1.4462703295277815,500,29,0.9874301239035463
1200,4.262010008614623,1.4324949840639627,500,29,0.9874301239035463
1220,4.205539379413895,1.425422338756711,500,29,0.9874301239035463
1240,4.13250326678267,1.4121910814089251,500,29,0.9874301239035463
1260,4.1110495233232065,1.4183102850488998,500,29,0.9874301239035463
1280,4.117637424001014,1.4419834626560728,500,29,0.9874301239035463
1300,4.134697607390459,1.4742492413466206,500,29,0.9874301239035463
1320,4.193694004407478,1.5231050459988653,500,29,0.9874301239035463
1340,4.263731758439439,1.5717487741572516,500,29,0.9874301239035463
1360,4.313426624906502,1.6252058517833452,500,29,0.9874301239035463
1380,4.381282592834645,1.6807780030031163,500,29,0.9874301239035463
1400,4.447304741554567,1.730678107591723,500,29,0.9874301239035463
1420,4.512725512797567,1.7851163924290951,500,29,0.9874301239035463
1440,4.653697364603996,1.863523602751443,500,29,0.9874301239035463
1460,4.804670809317191,1.9502518983223605,500,29,0.9874301239035463
1480,4.947571010236349,2.0083427942568037,500,29,0.9874301239035463
1500,5.086692925039009,2.071991013944904,500,29,0.9874301239035463
1520,5.263567847840834,2.1374994606423514,500,29,0.9874301239035463
1540,5.550355049774469,2.2437350094629798,500,29,0.9874301239035463
1560,5.92619959659843,2.3452280822323326,500,29,0.9874301239035463
1580,6.359623408792906,2.4418828172002067,500,29,0.9874301239035463
1600,6.891124570358801,2.564368041751943,500,29,0.9874301239035463
1620,7.2714423534051456,2.6547470654535696,500,29,0.9874301239035463
1640,7.709171377494062,2.7252543540761778,500,29,0.9874301239035463
1660,8.164454856835457,2.791167525386487,500,29,0.9874301239035463
