,raw,standardised,T,N,null_mode1
,mode1,mode1,,,
5,1.166000244030541,0.5216142285110683,29,29,17.024657308681835
10,2.7029946583187217,1.1471403285527177,29,29,17.024657308681835
15,4.668000891646295,1.9827457832161073,29,29,17.024657308681835
20,6.759202828957679,2.8926196848543215,29,29,17.024657308681835
25,8.812352871817968,3.7192387599157,29,29,17.024657308681835
30,10.70474586734745,4.480361980585988,29,29,17.024657308681835
35,11.826920852817933,4.9343910620639635,29,29,17.024657308681835
40,12.767779233135427,5.348846000736178,29,29,17.024657308681835
45,13.476036767848527,5.65808861974657,29,29,17.024657308681835
50,14.111404356558452,5.9304537844108465,29,29,17.024657308681835
55,14.658978523861355,6.210472354361773,29,29,17.024657308681835
60,15.180590858201617,6.447764898711209,29,29,17.024657308681835
65,15.704685531423355,6.666395271509946,29,29,17.024657308681835
70,16.178638172122238,6.905219175602328,29,29,17.024657308681835
75,16.551560159900507,7.139325496282141,29,29,17.024657308681835
80,16.76620817302645,7.388717043152452,29,29,17.024657308681835
85,16.862543130362337,7.580052435459415,29,29,17.024657308681835
90,16.77849729813181,7.727485163596135,29,29,17.024657308681835
95,16.572315549003932,7.786514351387315,29,29,17.024657308681835
100,16.280723459312014,7.79118202758715,29,29,17.024657308681835
105,15.936946383306323,7.781540929752316,29,29,17.024657308681835
110,15.602635672621025,7.688304837879737,29,29,17.024657308681835
115,15.228916821329259,7.660668471885689,29,29,17.024657308681835
120,14.806495681935324,7.565419356248276,29,29,17.024657308681835
125,14.49068308962903,7.47670547803652,29,29,17.024657308681835
130,14.202091788862905,7.312919819884081,29,29,17.024657308681835
135,14.023069771599664,7.164815797250605,29,29,17.024657308681835
140,13.838077604720644,7.009049632741813,29,29,17.024657308681835
145,13.797101274377225,6.798154440000989,29,29,17.024657308681835
150,13.92227813038027,6.702900354963903,29,29,17.024657308681835
155,13.975569603836595,6.600099927278247,29,29,17.024657308681835
160,14.096282535531692,6.596156347996863,29,29,17.024657308681835
165,14.092966697706567,6.60725070317264,29,29,17.024657308681835
170,14.124571130048668,6.646207194294374,29,29,17.024657308681835
175,14.001496956795936,6.688799946000304,29,29,17.024657308681835
180,13.883859377794215,6.673699514652569,29,29,17.024657308681835
185,13.709475745732991,6.624193698975594,29,29,17.024657308681835
190,13.760920455291407,6.595734494664337,29,29,17.024657308681835
195,13.822303172952276,6.58627908957768,29,29,17.024657308681835
200,13.936327539923342,6.592636453358946,29,29,17.024657308681835
205,14.158637060092532,6.617682607657852,29,29,17.024657308681835
210,14.368142349444842,6.681318777050412,29,29,17.024657308681835
215,14.660493786865054,6.7780636124556315,29,29,17.024657308681835
220,14.767999159997826,6.828590752537409,29,29,17.024657308681835
225,14.893682712670621,6.893428149689726,29,29,17.024657308681835
230,14.949894901649744,6.914353331039169,29,29,17.024657308681835
235,14.98912972802963,6.910664533153625,29,29,17.024657308681835
240,14.998297212245348,6.904224462420219,29,29,17.024657308681835
245,14.984197631513796,6.901168378948764,29,29,17.024657308681835
250,15.06103298027699,6.97189442127825,29,29,17.024657308681835
255,15.089684981995472,7.06117925983615,29,29,17.024657308681835
260,15.073570862428884,7.14139340146759,29,29,17.024657308681835
265,15.02818227118573,7.233446664657372,29,29,17.024657308681835
270,14.868649681469098,7.240190256118233,29,29,17.024657308681835
275,14.611375678422132,7.2647106862581925,29,29,17.024657308681835
280,14.370967426122053,7.269035882931169,29,29,17.024657308681835
285,14.185778722299213,7.255736501825495,29,29,17.024657308681835
290,14.258733151718145,7.29461155855998,29,29,17.024657308681835
295,14.264801118153628,7.31748858691473,29,29,17.024657308681835
300,14.512378722326664,7.428944921564799,29,29,17.024657308681835
305,14.831652446380328,7.5213606720774075,29,29,17.024657308681835
310,15.254012785964527,7.604613950459702,29,29,17.024657308681835
315,15.696760372932765,7.726209619395345,29,29,17.024657308681835
320,16.145019666602053,7.913939929807838,29,29,17.024657308681835
325,16.7314567377713,8.171390059311161,29,29,17.024657308681835
