,raw,raw,raw,standardised,standardised,standardised,T,N,null_mode1,null_mode2,null_mode3
,mode1,mode2,mode3,mode1,mode2,mode3,,,,,
1064,3406.074010791011,18.276232755933567,2.2510532066964246,840.3038379282142,6.379098069934968,2.179089803331126,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1078,3405.2012861622798,19.210267369972588,2.167375855531227,835.0185822868939,6.964050780532822,2.2143370234711877,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1092,3406.882561453123,20.141412436770324,2.090951444398364,829.9861832070558,7.539284135863675,2.2601735861865397,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1106,3408.3387543187023,21.07341350129541,1.9864598497885828,824.4298263064395,8.190636251801356,2.3000203535583497,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1120,3410.781216593079,22.165567840837433,1.8395533054471067,818.0633017450932,8.935355122566854,2.3311898666704027,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1134,3412.3608718356586,23.308950226833222,1.7104413598095354,811.8928602443485,9.703929180135823,2.371975863403803,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1148,3408.15341296075,24.508503861730013,1.591184862781377,804.3973766473636,10.422238049427378,2.42113932629777,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1162,3399.509262702332,25.51090843618041,1.5187906031894627,796.1153141752255,11.059080776661641,2.4841766943362567,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1176,3389.462637274577,26.533988386128616,1.4829300819952862,788.2118758693439,11.744080772375623,2.5506234574962083,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1190,3383.08216325394,27.495930148871803,1.4596416005912076,782.6404479793692,12.431658059948422,2.641318373878115,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1204,3374.7484998159216,28.643111764116835,1.42185403821545,777.0779214451443,13.186954057364234,2.7231533709744635,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1218,3363.7885041699424,29.769985718099825,1.3882233398420563,771.0929236947208,13.94251082046456,2.8059394452703823,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1232,3352.497908832267,30.82953288514658,1.387370917221651,765.4440194779279,14.703241379500312,2.888457991314878,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1246,3345.3064733501096,31.72001099974257,1.3975236232614396,761.7612652942539,15.463059569431424,2.9716608557459194,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1260,3343.517936861249,32.41450381841472,1.3768263560994518,759.1686469337258,16.14003826211541,3.0418916127830067,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1274,3342.3796055323105,32.98533076485956,1.351525595227227,756.2896411145128,16.790011806240585,3.1101620527863023,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1288,3339.0010000009074,33.3656816971246,1.2969766144880275,753.2471655598554,17.358444628803486,3.166229871415116,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1302,3339.8047204723507,33.8220868373202,1.2760549801478693,751.478298401067,17.890318882651815,3.232346025806297,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1316,3342.714281908836,34.3719684646058,1.1883324414561016,750.628953810003,18.494513293216784,3.2645703652236486,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1330,3350.1444746510588,34.97265837138388,1.190194566796772,751.0066719179861,19.136797628817813,3.3373923648986095,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1344,3361.98076989854,35.556555046975284,1.1856060621930418,753.9049059062154,19.766644212800013,3.3854525628835135,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1358,3381.4631339620696,36.119766004305774,1.1633143400406925,760.2371493148098,20.433804829179987,3.433740938476998,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1372,3409.9390701073007,36.790426817315264,1.1564036065615535,770.1481595192346,21.13243716542728,3.4579171483823385,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1386,3446.616565563452,37.66188296683849,1.1372354399428768,782.7297982437201,21.888323911507296,3.4687957258616566,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1400,3486.4432553773618,38.654121508168146,1.1326228731472343,797.7551733686387,22.686332183492212,3.435732428837796,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1414,3531.7618230813746,39.39548205030121,1.0622540426011466,814.2010594476614,23.433861806067164,3.360393158961099,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1428,3581.2802677222735,39.969544877826166,0.9933223507095141,832.7527052480297,24.160545479368537,3.272128549185059,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1442,3640.1341122409212,40.33126303887413,1.009354134830712,854.7666462555335,24.801984552587392,3.176717257497592,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1456,3697.8474379723925,40.439930668447424,1.120012884680085,877.9364478775428,25.370694682146556,3.064627583824701,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1470,3757.1992119903007,40.2075589848305,1.1820796890155365,901.8431184032826,25.63658256469608,2.893513058385788,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1484,3829.980576783318,39.74536118973297,1.2459634850589854,930.3369745289365,25.788194799571677,2.7198204618057744,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1498,3913.7034657484987,39.11479890616791,1.3071220302954194,963.1013574360712,25.882833918345888,2.5447234406391313,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1512,4000.79559909798,38.381625864841084,1.319999982320036,996.6185783669295,25.902182246322834,2.3749339621438135,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1526,4095.3574818988996,37.61086275464373,1.339961953616017,1031.7049426191638,25.788664467486175,2.2111399636421907,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1540,4197.049920610536,36.904897714274874,1.3457079438840756,1070.5376616728415,25.577629770007334,2.0453794573241115,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1554,4312.82087564947,36.11193953271434,1.369614709368559,1113.7485227594882,25.311797663881993,1.9024139071963793,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1568,4439.666673887274,35.09695501025176,1.4925831731290427,1159.5688033512176,24.932175908737705,1.8133630802606235,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1582,4572.231834006683,34.30652485230075,1.6254979898055848,1206.0213517651493,24.48438636875085,1.7494188889589724,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1596,4712.931073895412,33.39699087537661,1.7300633399354632,1253.8977109352304,23.938803401507762,1.6964055194557903,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1610,4876.376067323433,32.29911217660926,1.801521238891062,1306.4469990009568,23.275638832392683,1.6572711806084555,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1624,5055.102675135134,30.942500913327297,1.8949177024107715,1363.8496793011388,22.450842737297755,1.6160590807792896,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1638,5248.048551179894,29.152707077273092,1.9908735826954607,1426.6197261347563,21.417029342722163,1.5345072111536526,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1652,5451.70333620676,26.94383797909563,2.099799288375567,1493.60123179303,20.209424440137994,1.4695275976553295,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1666,5661.332604673779,24.832261986913547,2.226302855009322,1561.9807815092809,18.979593873188655,1.407167516021491,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1680,5880.938931080775,24.063571641299824,2.3129255856428803,1632.6663758562477,17.785950459626914,1.3139802215376835,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1694,6113.245256258609,23.195291280662214,2.3896295785132153,1707.1450470199873,16.489707989246366,1.2087515138896312,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1708,6349.605028130144,22.47053254117978,2.47218626052624,1782.8399858708954,15.091412293306268,1.1744029027443152,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
1722,6590.809189300578,21.906952706105226,2.579987059597607,1856.3620962855289,13.715456996862342,1.1624489172590051,357,357,142.25496942924207,2.2457679451571617,1.4539003507207018
