,raw,standardised,T,N,null_mode1
,mode1,mode1,,,
5,1.0269265169580435,0.4801818238124076,29,26,16.802845403244692
10,2.375083847732524,1.0963504373874566,29,26,16.802845403244692
15,4.081707054189541,1.8394861624281256,29,26,16.802845403244692
20,5.81451419227993,2.617108086430097,29,26,16.802845403244692
25,7.544770423817789,3.427155494267528,29,26,16.802845403244692
30,9.045078424422346,4.136163951442374,29,26,16.802845403244692
35,9.979101869674889,4.5852303801556475,29,26,16.802845403244692
40,10.64214577710314,4.9644465410709495,29,26,16.802845403244692
45,11.250890693723088,5.3028684849543355,29,26,16.802845403244692
50,11.824668854584928,5.603340296279357,29,26,16.802845403244692
55,12.349064716866215,5.862645722829728,29,26,16.802845403244692
60,12.809077690163166,6.05056510296599,29,26,16.802845403244692
65,13.171391841097783,6.216444480144607,29,26,16.802845403244692
70,13.501926993504977,6.398797890939219,29,26,16.802845403244692
75,13.68523190772285,6.550704092886368,29,26,16.802845403244692
80,13.754718492297737,6.680593856829468,29,26,16.802845403244692
85,13.86529265465629,6.790513977153791,29,26,16.802845403244692
90,13.837971298442087,6.882770187457866,29,26,16.802845403244692
95,13.820879171879609,6.94328899873386,29,26,16.802845403244692
100,13.685510145151888,6.927231896302625,29,26,16.802845403244692
105,13.560540494965668,6.901112634158841,29,26,16.802845403244692
110,13.412047469265906,6.865898922217473,29,26,16.802845403244692
115,13.16483239818916,6.784279067849866,29,26,16.802845403244692
120,12.835076057699363,6.5924611670948225,29,26,16.802845403244692
125,12.520074245527082,6.376639312827659,29,26,16.802845403244692
130,12.22470940362087,6.158854987285652,29,26,16.802845403244692
135,11.94973588293435,5.9120650539678845,29,26,16.802845403244692
140,11.802506329108923,5.688744887803624,29,26,16.802845403244692
145,11.761061900263014,5.481816143525273,29,26,16.802845403244692
150,11.867215127477797,5.383822645466141,29,26,16.802845403244692
155,11.932328016994596,5.379351235019838,29,26,16.802845403244692
160,12.150384204471374,5.475531511944087,29,26,16.802845403244692
165,12.42269057942682,5.647768503693874,29,26,16.802845403244692
170,12.756702235516048,5.905505788256771,29,26,16.802845403244692
175,13.035370792918584,6.187307106674639,29,26,16.802845403244692
180,13.317983777750884,6.464158071495021,29,26,16.802845403244692
185,13.752744588999706,6.7091458146423175,29,26,16.802845403244692
190,14.296650555424906,7.003841229668162,29,26,16.802845403244692
195,14.698813188861998,7.260320142286145,29,26,16.802845403244692
200,14.956970272928736,7.420968798589202,29,26,16.802845403244692
205,15.17703552126555,7.473235632035021,29,26,16.802845403244692
210,15.306631175921924,7.487794666568012,29,26,16.802845403244692
215,15.418443490119747,7.446567132677476,29,26,16.802845403244692
220,15.43592728630037,7.380427950801352,29,26,16.802845403244692
225,15.445319433176229,7.224175686504692,29,26,16.802845403244692
230,15.497769489451892,7.115429919382698,29,26,16.802845403244692
235,15.461741479116695,7.007034271135948,29,26,16.802845403244692
240,15.357573464464943,6.892589323464055,29,26,16.802845403244692
245,15.120022000311849,6.75025581924268,29,26,16.802845403244692
250,14.708555920259938,6.5872570518548255,29,26,16.802845403244692
255,14.293819500012056,6.4729155427942,29,26,16.802845403244692
260,13.787158886761611,6.359946882112058,29,26,16.802845403244692
265,13.390170802014927,6.2706341096480775,29,26,16.802845403244692
270,13.036578653724922,6.178022849699145,29,26,16.802845403244692
275,12.638118275273262,6.0672322281846185,29,26,16.802845403244692
280,12.407921764478017,5.990410691918348,29,26,16.802845403244692
285,12.351123997374549,5.970547203640777,29,26,16.802845403244692
290,12.471323849787035,6.019410490949523,29,26,16.802845403244692
295,12.705979961848579,6.092460271633973,29,26,16.802845403244692
300,12.988165879634577,6.182995822165463,29,26,16.802845403244692
305,13.42931960269961,6.3571761990921996,29,26,16.802845403244692
310,13.890710241204763,6.588858254268008,29,26,16.802845403244692
315,14.362959278457117,6.815098928843387,29,26,16.802845403244692
320,14.876312305466676,7.098641411824996,29,26,16.802845403244692
325,15.606106287064929,7.481194207517057,29,26,16.802845403244692
330,16.253128298974048,7.880772158649186,29,26,16.802845403244692
335,16.89183020833184,8.24200174023459,29,26,16.802845403244692
340,17.419213880886453,8.605247395536502,29,26,16.802845403244692
345,17.922119368838867,8.966214548100313,29,26,16.802845403244692
350,18.01885061202914,9.166979239624828,29,26,16.802845403244692
355,18.020557139762726,9.342748133145065,29,26,16.802845403244692
360,17.909783171269275,9.472450249624458,29,26,16.802845403244692
365,17.681951014341053,9.513454400194494,29,26,16.802845403244692
370,17.459624136014995,9.500748556450663,29,26,16.802845403244692
375,17.255617760140446,9.475135922898673,29,26,16.802845403244692
380,17.1318743035026,9.438636557675661,29,26,16.802845403244692
