label,N,features,n_parameters,n_train,n_validation,n_test,block_length_origins,independent_test_blocks,selected_half_life,selected_fit,fit_agreement_ridge,fit_agreement_geometric,fit_agreement_direct,selected_epsilon,baseline_half_life,gap_floor_bound_fraction,max_offdiagonal_collinearity,validation_gate_improvement,validation_gate_ci_low,validation_gate_ci_high,stopping_rule_passed,test_frozen_capture,test_ceiling_capture,test_naive_headroom,test_model_capture,test_versus_ewma,test_versus_ewma_ci_low,test_versus_ewma_ci_high,test_versus_frozen,test_versus_frozen_ci_low,test_versus_frozen_ci_high,test_versus_frozen_win_fraction,beta_fast_slow,beta_momentum,beta_stress
dax_full,29,fast_slow+momentum+stress,5,201,55,120,57,2.1052631578947367,inf,gradient,0.7326371617013593,0.7691422888736705,1.0,0.2,252.0,0.0,0.31239597671231917,0.0009765774730419658,0.0009765774730419658,0.0009765774730419658,True,0.5792971833888295,0.7486644830424118,0.16936729965358233,0.5846161635450362,-0.0029050911788638663,-0.0045653815898719936,-0.0013714423599289788,0.005318980156206738,0.0031993823512607234,0.007741151670171052,0.7083333333333334,0.6875440792240627,-0.7031335737749131,0.18134584791071082
