start,component,cosine,positive_cosine,incoming_speed,outgoing_speed
42,market_1,0.15924463811813763,True,0.12594576870566318,0.11734103306654058
42,block_2_3,0.14496864776326562,True,0.3219467645536702,0.5695923586482633
42,block_4_6,0.45972051220423193,True,1.0761821205601763,1.476633199357835
42,top_3,0.12614348628791297,True,0.31969563344236285,0.5783307110017365
42,top_6,0.46566680494506796,True,1.1125694764959755,1.5305805994458548
42,flag_nested,0.39143223842100855,True,0.5061942077970862,0.7181252562775658
56,market_1,0.0027263120145639645,True,0.1262934411166353,0.10741828568638398
56,block_2_3,0.041730499976090275,True,0.4326343779786637,0.5395508737667343
56,block_4_6,-0.2958475930593452,False,1.4724567509479287,0.891857267572563
56,top_3,0.045988921560611844,True,0.4288556852008204,0.5497728748111139
56,top_6,-0.2780277996246866,False,1.4874364866477017,0.992184864402107
56,flag_nested,-0.1843878656367087,False,0.6678325512286587,0.5257000668162393
70,market_1,0.12223296192020502,True,0.11161422195589689,0.09114872981790596
70,block_2_3,0.05406570670867071,True,0.4407877757455165,0.5052066800003951
70,block_4_6,-0.23651804222574072,False,1.104706304622877,0.934750638485723
70,top_3,0.05794839025787462,True,0.4499731817415733,0.5114416191370825
70,top_6,-0.19338857649539654,False,1.1381447633697344,0.9886924557679637
70,flag_nested,-0.11059851470734793,False,0.5439166048541112,0.5083480397896888
84,market_1,0.06033708630234471,True,0.11734103306654063,0.08165086243638146
84,block_2_3,0.3385984069360817,True,0.5695923586482639,0.30904664867788006
84,block_4_6,0.3263988315706935,True,1.476633199357837,1.3277944131978174
84,top_3,0.3218152841812866,True,0.5783307110017373,0.3180502546298222
84,top_6,0.32914865641939806,True,1.5305805994458563,1.3541677834652506
84,flag_nested,0.317246017113123,True,0.7181252562775666,0.588229475450838
98,market_1,0.0453424822466812,True,0.10741828568638404,0.08443564428218625
98,block_2_3,0.29512159254511344,True,0.5395508737667339,0.6859685699239472
98,block_4_6,0.12658499462387804,True,0.8918572675725632,1.723726773634105
98,top_3,0.2889496861268594,True,0.5497728748111134,0.6902688514012442
98,top_6,0.08189941075454221,True,0.9921848644021073,1.6602018852484857
98,flag_nested,0.14300028939855813,True,0.5257000668162392,0.7907790191075612
112,market_1,0.18565780640911722,True,0.09114872981790594,0.07847377070332894
112,block_2_3,0.12788659090035207,True,0.5052066800003954,0.6974546764646413
112,block_4_6,0.09751654306791327,True,0.9347506384857233,0.9209778732279196
112,top_3,0.12476084984649906,True,0.511441619137083,0.7011640060972588
112,top_6,0.1094494023827905,True,0.9886924557679644,0.8458326988027918
112,flag_nested,0.11519688075969198,True,0.508348039789689,0.5378419342438693
126,market_1,0.12923410970355367,True,0.0816508624363815,0.09628031641471345
126,block_2_3,0.1207637388621333,True,0.3090466486778803,0.6616828407566239
126,block_4_6,-0.49038662947225786,False,1.3277944131978177,1.29303428762274
126,top_3,0.11794309387076973,True,0.3180502546298225,0.6664883285823945
126,top_6,-0.5221668929722626,False,1.3541677834652515,1.2150862858803004
126,flag_nested,-0.3582555178871509,False,0.5882294754508384,0.6351466316766278
140,market_1,0.134618953018621,True,0.08443564428218629,0.08960035189209205
140,block_2_3,0.6613224365488977,True,0.6859685699239468,0.6850305293585717
140,block_4_6,0.7240991199636662,True,1.7237267736341049,1.5986779292187627
140,top_3,0.6523366991039531,True,0.690268851401244,0.6889747267558777
140,top_6,0.6763107638318728,True,1.6602018852484863,1.5039337639579804
140,flag_nested,0.662057062508586,True,0.7907790191075612,0.7370389466127971
154,market_1,0.10012832082077407,True,0.07847377070332892,0.08172868567533231
154,block_2_3,0.2338173230434766,True,0.6974546764646409,0.6952680325992231
154,block_4_6,0.4292128867318891,True,0.9209778732279192,1.065800192805019
154,top_3,0.232471287550943,True,0.7011640060972586,0.6990793374280536
154,top_6,0.271666849730323,True,0.8458326988027917,0.9181500901029257
154,flag_nested,0.246373615810616,True,0.5378419342438693,0.5568514009390966
168,market_1,-0.19325933556171826,False,0.09628031641471345,0.068406538540285
168,block_2_3,0.494775786448599,True,0.661682840756624,0.6779766553599769
168,block_4_6,-0.20733597029937742,False,1.2930342876227399,1.238573155927473
168,top_3,0.48847960929862205,True,0.6664883285823945,0.6812051141240516
168,top_6,-0.4503699150386185,False,1.2150862858803,1.087702231135137
168,flag_nested,-0.0700125539029888,False,0.6351466316766277,0.5971116151558631
182,market_1,-0.13239854171701648,False,0.089600351892092,0.0731466449156078
182,block_2_3,0.16034395591822398,True,0.6850305293585724,0.38318599338189585
182,block_4_6,0.19154221717958136,True,1.5986779292187638,0.7286265800305416
182,top_3,0.1572779131651085,True,0.6889747267558782,0.3896060077371117
182,top_6,0.1689800239849483,True,1.5039337639579808,0.7732693991671542
182,flag_nested,0.15807084268871358,True,0.7370389466127976,0.39446880658097083
196,market_1,0.001144228977935491,True,0.08172868567533237,0.07137630448883753
196,block_2_3,-0.13976096738311303,False,0.6952680325992239,0.3661975111871512
196,block_4_6,-0.29345143748192964,False,1.0658001928050203,0.9469177672704877
196,top_3,-0.1345702431268022,False,0.6990793374280542,0.37270239141411
196,top_6,-0.24072783530008207,False,0.9181500901029258,0.9941350821876397
196,flag_nested,-0.18658818594188392,False,0.5568514009390969,0.4648810184378216
210,market_1,0.2830912777545644,True,0.068406538540285,0.06899110784098253
210,block_2_3,-0.38113601994402335,False,0.6779766553599769,0.4870125584919158
210,block_4_6,-0.009030367046325174,False,1.2385731559274722,0.9371746109803304
210,top_3,-0.3731327341676592,False,0.6812051141240515,0.4903785175399146
210,top_6,0.13958639439075568,True,1.0877022311351372,0.9770182097931227
210,flag_nested,-0.052512232982392465,False,0.5971116151558631,0.49397459465094684
224,market_1,0.13433271501806957,True,0.07314664491560782,0.06952109580089515
224,block_2_3,-0.23454761115771375,False,0.38318599338189563,0.41473313214876173
224,block_4_6,0.03867816416544951,True,0.7286265800305417,0.9975868188887098
224,top_3,-0.22930071569918709,False,0.3896060077371116,0.417728612071858
224,top_6,0.10386439301076522,True,0.7732693991671543,1.0126813509189947
224,flag_nested,0.009430433841991935,True,0.39446880658097094,0.48365225140835527
238,market_1,0.04800877795047842,True,0.07137630448883747,0.06665697551271452
238,block_2_3,0.2401227700671439,True,0.3661975111871507,0.3197421162217886
238,block_4_6,0.17735709945084577,True,0.9469177672704876,0.8223465107163678
238,top_3,0.22889692153561964,True,0.3727023914141096,0.32267176486225113
238,top_6,0.17454963977450944,True,0.9941350821876397,0.8587871884335841
238,flag_nested,0.1829606410838965,True,0.4648810184378215,0.40257680116207145
252,market_1,0.16983770763169864,True,0.06899110784098245,0.06521220076895666
252,block_2_3,0.2186202166027635,True,0.48701255849191544,0.2757615830078261
252,block_4_6,-0.30258456280413604,False,0.9371746109803307,1.1047724591985102
252,top_3,0.2116000329950505,True,0.49037851753991435,0.28245667854797973
252,top_6,-0.2676058706465068,False,0.9770182097931229,1.1358360097849938
252,flag_nested,-0.15906694603295204,False,0.49397459465094684,0.4958499064588991
266,market_1,0.21858604853349076,True,0.06952109580089512,0.05905618645634377
266,block_2_3,0.1746054384582259,True,0.4147331321487619,0.284414410006036
266,block_4_6,-0.2913090970908477,False,0.997586818888709,1.1978533824890982
266,top_3,0.17008970335096402,True,0.4177286120718581,0.28935132376728695
266,top_6,-0.27036551475998205,False,1.0126813509189931,1.2188876350275226
266,flag_nested,-0.18738000577573732,False,0.48365225140835466,0.5282141678819536
280,market_1,0.14272469071310712,True,0.06665697551271453,0.05963450949806018
280,block_2_3,0.146676750569345,True,0.31974211622178894,0.33023069717961684
280,block_4_6,0.3021028888413601,True,0.8223465107163674,0.9452764091763166
280,top_3,0.1500223493449942,True,0.32267176486225135,0.334522120104234
280,top_6,0.25202223416319774,True,0.8587871884335839,0.9726072036898582
280,flag_nested,0.22885285943012476,True,0.40257680116207134,0.44555443339093703
294,market_1,0.01647594148142486,True,0.06521220076895667,0.058866384683177016
294,block_2_3,-0.093319314628079,False,0.2757615830078261,0.36076457752152397
294,block_4_6,0.3853527271274018,True,1.1047724591985115,0.8154636278328428
294,top_3,-0.08933986966230942,False,0.28245667854797973,0.364703254130342
294,top_6,0.33704329728981325,True,1.135836009784995,0.8530969277125446
294,flag_nested,0.2522151226080587,True,0.4958499064588997,0.41121421884728787
308,market_1,0.03609695964811161,True,0.05905618645634376,0.06328008315442858
308,block_2_3,0.10305206558060868,True,0.2844144100060362,0.2765245469980444
308,block_4_6,0.4990549797189196,True,1.1978533824890996,0.7637027700533885
308,top_3,0.10535640681720071,True,0.28935132376728717,0.2824619572404085
308,top_6,0.4539724509588638,True,1.218887635027524,0.8080981951090302
308,flag_nested,0.3930760570113774,True,0.5282141678819542,0.3734118416839566
322,market_1,0.2265140517513644,True,0.05963450949806021,0.05893678745250582
322,block_2_3,-0.04104462392375413,False,0.33023069717961695,0.3196220576400504
