component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,null_mean_cosine_mean,null_mean_cosine_median,null_mean_cosine_q25,null_mean_cosine_q75,null_mean_cosine_q95,p_upper_mean_cosine,observed_mean_relative_gap_1,observed_mean_relative_gap_3,observed_mean_relative_gap_6
market_1,450,0.16805523303644357,0.16265914238261292,0.06287891949874755,0.2609770960926193,0.8844444444444445,0.06165162932288624,0.06138062555740699,0.04165277339760859,0.0401773852229994,0.03192382600599275,0.0528288499667363,0.07030893889440322,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
block_2_3,450,0.11643866112292227,0.11443234256057865,-0.023539230738750114,0.273728441310383,0.72,0.36220974706643383,0.3615851022576148,0.020535054310499616,0.0194854637161197,0.01302189384966505,0.02859642016889595,0.038030463083981725,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
block_4_6,450,0.056062315806431694,0.043942314440916314,-0.11062266010300414,0.2224859093087295,0.5755555555555556,0.9437924761718104,0.9414377224865457,0.013247724173603342,0.0127648450913953,0.00987405318205705,0.0170512067916774,0.025291339170050896,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
top_3,450,0.11578544586300334,0.11472113539628773,-0.02219871431561312,0.26938858680933564,0.7222222222222222,0.3660810537058117,0.36548267992059486,0.03650832792282891,0.037517307070783,0.029081109037885147,0.042664647365925096,0.052273453509272406,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
top_6,450,0.055558969317994575,0.05593603605441075,-0.10108688430205226,0.215693848298872,0.5888888888888889,0.9456939301802931,0.9433044081986693,0.03840728215370063,0.0385481137105005,0.03502366337179505,0.04155720143717935,0.046595044977369916,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
flag_nested,450,0.0705790604890916,0.06419119678897892,-0.06629222149152293,0.20372753758006296,0.6244444444444445,0.4521568922945748,0.4510966632279061,0.03547790541300848,0.0352363525199252,0.030826753019352948,0.04048718600512605,0.04851793269490322,0.01,0.7789115531153032,0.23698857202717344,0.0721571028885128
