component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
block_2_3,462,-0.025336801355132558,-0.025012659667178673,-0.2567908469350497,0.2255609617205834,0.4653679653679654,0.5859439018103273,0.5843164640522109,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
block_4_6,462,-0.001241995688799682,-0.011439921691020975,-0.1861388460427733,0.18864758270177234,0.48917748917748916,1.0336557284170718,1.034035912549741,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
top_3,462,-0.009795806695377737,-0.02004130421443414,-0.19911876849949536,0.19596749952301132,0.4696969696969697,0.5339519453321886,0.5344997575087668,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
top_6,462,0.009084738823596174,0.0015646828485205782,-0.1758301478380862,0.19679181560915798,0.5021645021645021,0.9729273315995245,0.973326007058306,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
flag_nested,462,-0.0035250599343406605,0.0032496594565535877,-0.15022743741481664,0.1635939578557257,0.5064935064935064,0.6248377877276408,0.6232520152048892,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
market_1,462,0.034572779186973226,0.07120608237836323,-0.34889799509994723,0.4556614628954315,0.5454545454545454,0.3446498564883825,0.34410180869069157,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
block_2_3,462,-0.02306743751028984,-0.02002020906835779,-0.29817173740365943,0.2728851812301039,0.48484848484848486,0.6386589356983767,0.6404179027323769,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
block_4_6,462,0.0037348287540842806,0.025785066493571998,-0.2058493074404596,0.21277058098251872,0.5216450216450217,1.0491079034113495,1.052263546022021,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
top_3,462,-0.007398906989791227,0.012950270445363303,-0.2301976739765717,0.2011759732167431,0.512987012987013,0.5661780159753077,0.5680619028697113,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
top_6,462,0.019187225797370745,0.01196041139639473,-0.1822299805383017,0.22144868327267608,0.512987012987013,0.9666110268017956,0.9680177715233075,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
