component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,null_mean_cosine_mean,null_mean_cosine_median,null_mean_cosine_q25,null_mean_cosine_q75,null_mean_cosine_q95,p_upper_mean_cosine,observed_mean_relative_gap_1,observed_mean_relative_gap_3,observed_mean_relative_gap_6
market_1,446,0.16108341698385106,0.16527212432997823,0.07359055899445714,0.24250447877146553,0.8901345291479821,0.05510880695120674,0.054838768982098586,0.03208277100503959,0.0319606571584522,0.0229445157602439,0.04116178307032545,0.05968646977269102,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
block_2_3,446,0.20626222655518817,0.19786386570767428,0.04345207881988844,0.3838862712127856,0.7982062780269058,0.28007006397163153,0.2839134338372453,0.01613341684016442,0.0172402453115988,0.00805528495935535,0.02513834598585225,0.03310711117645588,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
block_4_6,446,0.1456051819703963,0.16975999834646313,-0.0343561311385055,0.33938064131241846,0.7062780269058296,0.5826858079524381,0.5860766165044534,0.011253615425993646,0.0100215201940445,0.0068281897892908,0.01664679592315685,0.024005775096021077,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
top_3,446,0.20185639449148163,0.19290437872940402,0.04263002877187091,0.3638658328162035,0.7982062780269058,0.28392966105906886,0.2878050791573355,0.028861210199639425,0.0299637878311318,0.0229329207252469,0.0350675465337709,0.04170711647280597,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
top_6,446,0.12348574759272943,0.12235476693451047,-0.02580417846899497,0.2679102903621095,0.7174887892376681,0.5560938208116946,0.5561963645851528,0.029636547123572755,0.0298855054993381,0.0260866853459738,0.0342048263395119,0.03721013223717603,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
flag_nested,446,0.154485222461258,0.16043952893633603,0.008590698035702997,0.31956517605600654,0.757847533632287,0.29630342024240464,0.2980965355352974,0.02743879012307531,0.027266031673901,0.0217142732234573,0.03350517453438795,0.03894497438874832,0.01,0.743443545949469,0.2608556871496303,0.11457438884668361
