start,component,cosine,positive_cosine,incoming_speed,outgoing_speed
42,market_1,0.24479115959133552,True,0.10211549984000154,0.08126869884015953
42,block_2_3,0.5030251248838588,True,0.29137670318548975,0.28543473506269046
42,block_4_6,0.23126130800368905,True,0.4323161506647811,0.41645505220319795
42,top_3,0.4702948156796313,True,0.2916968032073223,0.2941021647964011
42,top_6,0.029171958515995876,True,0.4300220231755329,0.4118956690974435
42,flag_nested,0.24537919210957362,True,0.26383657892218093,0.25241428160999035
56,market_1,-0.3854889863814413,False,0.13316237608777295,0.08945435895061767
56,block_2_3,0.13222066063651144,True,0.23798369137896855,0.3046032901796468
56,block_4_6,0.2289238881481811,True,0.4312422247041676,0.450405456434069
56,top_3,0.21561010450451448,True,0.223158443487633,0.31092969342282545
56,top_6,0.14487506574385003,True,0.45234424916508564,0.44074602845839894
56,flag_nested,0.07389600292925758,True,0.2616002076911829,0.26945132650056114
70,market_1,-0.12466496324322046,False,0.09330790689103172,0.0768041698160887
70,block_2_3,0.22730230433352008,True,0.2403737330673028,0.30447609122272823
70,block_4_6,0.05779338849660713,True,0.4048848552448141,0.490013451861867
70,top_3,0.24374935143633333,True,0.24860029592563665,0.31045724446212447
70,top_6,0.0018171214494133085,True,0.41984970511195335,0.49372019364984576
70,flag_nested,0.08007369467340149,True,0.24225199761183086,0.2804521093705969
84,market_1,0.1484027758274583,True,0.08126869884015951,0.06981214922409783
84,block_2_3,0.0001907700939968271,True,0.28543473506269057,0.30804019355597095
84,block_4_6,0.17156932248115764,True,0.41645505220319806,0.48960448618904334
84,top_3,0.012063077436298829,True,0.2941021647964011,0.31577675827082924
84,top_6,0.1981184575443994,True,0.41189566909744363,0.5046852738582915
84,flag_nested,0.11277180899257741,True,0.25241428160999035,0.2838366798158207
98,market_1,0.11230086639683792,True,0.0894543589506176,0.06396163654993907
98,block_2_3,0.33701135124493187,True,0.3046032901796466,0.24405735262475123
98,block_4_6,0.08930806955921501,True,0.4504054564340692,0.4963598770210016
98,top_3,0.33709453062165395,True,0.3109296934228254,0.25194495920741555
98,top_6,0.03933466128525867,True,0.4407460284583991,0.5261572537479381
98,flag_nested,0.1523058916121717,True,0.26945132650056114,0.2671892357838366
112,market_1,-0.004548147575276634,False,0.07680416981608869,0.06731311487801371
112,block_2_3,0.05363830874475232,True,0.3044760912227284,0.24068598703266186
112,block_4_6,0.05020226321881553,True,0.490013451861867,0.4651014111590702
112,top_3,0.06792429717377499,True,0.31045724446212464,0.24816606131794933
112,top_6,0.05312463806621408,True,0.49372019364984565,0.4844646710828117
112,flag_nested,0.05402999173122762,True,0.2804521093705969,0.2533328305197826
126,market_1,0.05606567711958799,True,0.06981214922409783,0.06785288415841272
126,block_2_3,0.07538914091466672,True,0.308040193555971,0.18848352243930322
126,block_4_6,0.04873160829549193,True,0.48960448618904306,0.3815924167402886
126,top_3,0.07436660776562072,True,0.31577675827082924,0.2001445363086563
126,top_6,0.03593322339629219,True,0.5046852738582913,0.4177106023675783
126,flag_nested,0.05027393972378754,True,0.2838366798158207,0.21688011338463353
140,market_1,0.030024067698426683,True,0.06396163654993907,0.07225114331234155
140,block_2_3,0.013170806650238518,True,0.24405735262475128,0.23488822006015608
140,block_4_6,0.14681760405008773,True,0.49635987702100176,0.43027871333436685
140,top_3,0.015274258477009847,True,0.2519449592074155,0.24546932800845803
140,top_6,0.1417319337199037,True,0.5261572537479382,0.45480245403310504
140,flag_nested,0.09347252615483444,True,0.2671892357838366,0.24449847321950896
154,market_1,0.07346410517131614,True,0.06731311487801371,0.07051953550090065
154,block_2_3,0.18026520198269158,True,0.2406859870326619,0.22870406779330466
154,block_4_6,0.20000470988031083,True,0.46510141115907006,0.4099347386986175
154,top_3,0.18568114990327092,True,0.2481660613179493,0.23608553795202503
154,top_6,0.19261417361682207,True,0.4844646710828115,0.4422124805759646
154,flag_nested,0.18079500247359687,True,0.2533328305197825,0.23694678367406985
168,market_1,0.246800885817686,True,0.06785288415841272,0.07045440545995797
168,block_2_3,0.017159157753403726,True,0.1884835224393031,0.28449832270184605
168,block_4_6,0.06747176839474153,True,0.38159241674028865,0.4285048198119093
168,top_3,0.031365094228535194,True,0.20014453630865625,0.29111654735159975
168,top_6,0.02030309048456147,True,0.4177106023675785,0.44370584050568207
168,flag_nested,0.04335615471469403,True,0.21688011338463362,0.25695508708559145
182,market_1,0.2024404626558195,True,0.07225114331234156,0.06751694899418961
182,block_2_3,-0.11884701077908143,False,0.2348882200601561,0.2776521958482117
182,block_4_6,0.031220505412605456,True,0.4302787133343669,0.4044876115526069
182,top_3,-0.09687933518950984,False,0.2454693280084581,0.2813268146886876
182,top_6,-0.06937631557795225,False,0.45480245403310515,0.45812561901056015
182,flag_nested,-0.0581714874221755,False,0.244498473219509,0.25674886125306684
196,market_1,0.25246331003750294,True,0.07051953550090061,0.07046912272160352
196,block_2_3,-0.1274689703703709,False,0.22870406779330463,0.2793085361184207
196,block_4_6,0.13354393198952327,True,0.40993473869861763,0.46009087300762164
196,top_3,-0.1077601968627097,False,0.23608553795202508,0.2856705591811412
196,top_6,0.04037735384176223,True,0.44221248057596474,0.5118951731576719
196,flag_nested,0.005446520096750953,True,0.2369467836740699,0.27539286743691854
210,market_1,0.27883464800833757,True,0.07045440545995799,0.0705041270774933
210,block_2_3,0.10563951496438807,True,0.2844983227018459,0.2016629399215681
210,block_4_6,0.1722078602883488,True,0.4285048198119093,0.43300092881112573
210,top_3,0.10409325626315184,True,0.2911165473515997,0.21015422008391574
210,top_6,0.13640544732055548,True,0.44370584050568207,0.476412168480539
210,flag_nested,0.1349021542950479,True,0.2569550870855914,0.23983436587370158
224,market_1,0.3052420906495764,True,0.06751694899418959,0.06675164338334304
224,block_2_3,-0.04141708270104535,False,0.2776521958482117,0.2466959323023
224,block_4_6,-0.03002203998869672,False,0.40448761155260693,0.7808223758210385
224,top_3,-0.032299609839436944,False,0.2813268146886876,0.25486255676668534
224,top_6,-0.028660670867674726,False,0.4581256190105603,0.8142784533268196
