component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,null_mean_cosine_mean,null_mean_cosine_median,null_mean_cosine_q25,null_mean_cosine_q75,null_mean_cosine_q95,p_upper_mean_cosine,observed_mean_relative_gap_1,observed_mean_relative_gap_3,observed_mean_relative_gap_6
market_1,464,0.18682064577803575,0.22452476178045347,0.017673111506013566,0.37990406723748815,0.7693965517241379,0.055917394875532135,0.055893283165896465,0.05425873408253522,0.0536988470555593,0.039248848492562605,0.0684753505933895,0.09428300049882102,0.01,0.7298053567436181,0.181168600904916,0.06790894837189465
block_2_3,464,0.08216402480378013,0.08285265922575377,-0.11696858428761747,0.29890475902564045,0.6099137931034483,0.44906956141746324,0.44622312724045604,0.032985095983572986,0.0341413681255526,0.02371679561986605,0.0444481633156098,0.054242114114708265,0.01,0.7298053567436181,0.181168600904916,0.06790894837189465
block_4_6,464,0.05360983999721268,0.05371914425890958,-0.15088704498618435,0.2626598902748766,0.5711206896551724,1.0056352030666544,1.0024108738732511,0.023698499872612237,0.0242142591333884,0.017484070812430197,0.02991254885441795,0.039659153961238515,0.01,0.7298053567436181,0.181168600904916,0.06790894837189465
top_3,464,0.08297631052954385,0.08885278187880156,-0.11534191761242522,0.2907906016296562,0.6163793103448276,0.45071763579391033,0.4479119499220819,0.049545800269315425,0.0496440683340835,0.04271293334858625,0.0562814033035757,0.06883364226114944,0.01,0.7298053567436181,0.181168600904916,0.06790894837189465
top_6,464,0.05897408095178126,0.07767815927258445,-0.11931722362149291,0.24906947859147338,0.6099137931034483,0.9371987859053184,0.9351192548188321,0.04556822686553378,0.0464551624587135,0.03763399059857115,0.052643076655163296,0.060619119545595415,0.08,0.7298053567436181,0.181168600904916,0.06790894837189465
flag_nested,464,0.062227221180493716,0.07050839887123295,-0.10120924124511345,0.23498256242853205,0.6056034482758621,0.4848404073599075,0.48307262617087016,0.044365470372235045,0.0443581125534613,0.03621323188636825,0.0518659755114676,0.0627659421457118,0.07,0.7298053567436181,0.181168600904916,0.06790894837189465
