component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_abs_cross_correlation,original_mean_abs_cross_correlation,median_relative_spectrum_error,median_abs_lag1_error,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
block_2_3,446,0.010600433371269192,0.025398906958492194,-0.15764782702170776,0.1506550667158315,0.547085201793722,1.3634733228281406,1.3616225703787006,9,0.010354629621366414,0.31831520286799636,0.0006831444723053397,0.00011680601677955399,0.026626864707748374,0.0183989603302013,0.014232572732901625
block_4_6,446,0.0011700993526530682,-0.00591626059980017,-0.09319160159419061,0.09059855700316968,0.47757847533632286,1.794928105918665,1.7946626044584466,9,0.010354629621366414,0.31831520286799636,0.0006831444723053397,0.00011680601677955399,0.026626864707748374,0.0183989603302013,0.014232572732901625
top_3,446,0.0272795439688635,0.03232926957822931,-0.10504647183679341,0.1593271696386721,0.57847533632287,1.3424408664380703,1.340416199312152,9,0.010354629621366414,0.31831520286799636,0.0006831444723053397,0.00011680601677955399,0.026626864707748374,0.0183989603302013,0.014232572732901625
top_6,446,0.03236188663927627,0.03440557455491119,-0.038029000442122846,0.09607603366444331,0.6300448430493274,1.7899906048215977,1.7902723152907878,9,0.010354629621366414,0.31831520286799636,0.0006831444723053397,0.00011680601677955399,0.026626864707748374,0.0183989603302013,0.014232572732901625
flag_nested,446,0.015755077994213676,0.02116185938583897,-0.07539908415313502,0.12228692403132978,0.5426008968609866,1.3753921678335792,1.3744725650628202,9,0.010354629621366414,0.31831520286799636,0.0006831444723053397,0.00011680601677955399,0.026626864707748374,0.0183989603302013,0.014232572732901625
market_1,446,0.026052845129792005,0.037004785900402654,-0.17864934935306376,0.23361584144198178,0.5560538116591929,0.8665178952197413,0.8663050831034832,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
block_2_3,446,-0.00020901346641090745,-0.009702091281641638,-0.14469332473550264,0.14320091550742498,0.48878923766816146,1.4370666299886354,1.436793489520998,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
block_4_6,446,0.020198077264479728,0.02983464328990132,-0.07647498930370224,0.12191481637579306,0.5672645739910314,1.8123787921876335,1.8123424629065337,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
top_3,446,0.027357218922522554,0.020067519273775716,-0.08391570319486436,0.1488295861497581,0.5515695067264574,1.4139155998274007,1.4121468542306843,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
top_6,446,0.026631631807967147,0.033291819807484295,-0.03268297113369712,0.09815006364759665,0.6076233183856502,1.768904456709575,1.7677057109773362,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
flag_nested,446,0.019671221943836872,0.02625755764199279,-0.05617063798418423,0.10116991732458197,0.5739910313901345,1.4164151229253295,1.4154490359993201,10,0.010289109332888902,0.31831520286799636,0.0006846275035950843,0.00011819523956783928,0.02753012640607923,0.01649109848979463,0.014253040583894629
market_1,446,0.01868376220383102,0.02953789964443622,-0.1856017353960836,0.23821044741208805,0.5291479820627802,0.863803867221424,0.8639997090764785,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
