label,N,features,n_parameters,n_train,n_validation,n_test,block_length_origins,independent_test_blocks,selected_half_life,selected_fit,fit_agreement_ridge,fit_agreement_geometric,fit_agreement_direct,selected_epsilon,baseline_half_life,gap_floor_bound_fraction,max_offdiagonal_collinearity,validation_gate_improvement,validation_gate_ci_low,validation_gate_ci_high,stopping_rule_passed,test_frozen_capture,test_ceiling_capture,test_naive_headroom,test_model_capture,test_versus_ewma,test_versus_ewma_ci_low,test_versus_ewma_ci_high,test_versus_frozen,test_versus_frozen_ci_low,test_versus_frozen_ci_high,test_versus_frozen_win_fraction,beta_fast_slow,beta_momentum,beta_stress
nikkei_full,131,fast_slow+momentum+stress,5,196,53,114,57,2.0,252.0,gradient,0.21273176529454335,0.8722977535330053,0.993637968060407,0.0,252.0,0.0,0.1546212869630096,0.0,0.0,0.0,False,0.4724607872783187,0.6469428921897901,0.17448210491147137,0.48058658514748376,0.0,0.0,0.0,0.008125797869165197,0.006479176983152904,0.009781927125653699,0.8947368421052632,-0.13481722040586894,-0.984094218884661,0.11568442176811991
