label,N,features,n_parameters,n_train,n_validation,n_test,block_length_origins,independent_test_blocks,selected_half_life,selected_fit,fit_agreement_ridge,fit_agreement_geometric,fit_agreement_direct,selected_epsilon,baseline_half_life,gap_floor_bound_fraction,max_offdiagonal_collinearity,validation_gate_improvement,validation_gate_ci_low,validation_gate_ci_high,stopping_rule_passed,test_frozen_capture,test_ceiling_capture,test_naive_headroom,test_model_capture,test_versus_ewma,test_versus_ewma_ci_low,test_versus_ewma_ci_high,test_versus_frozen,test_versus_frozen_ci_low,test_versus_frozen_ci_high,test_versus_frozen_win_fraction,beta_fast_slow,beta_momentum,beta_stress
sp500_full,357,fast_slow+momentum+stress,5,195,54,118,57,2.0701754385964914,252.0,gradient,0.5347142638052881,0.9665994662852395,1.0,0.1,252.0,0.0,0.4887515759061352,8.74342603225921e-05,8.74342603225921e-05,8.74342603225921e-05,True,0.44235275718280453,0.6140130212075695,0.17166026402476497,0.4560984576561402,-8.215331001824889e-05,-0.00016940121650876942,5.645326189668374e-06,0.01374570047333565,0.009352442485738846,0.018044044816824978,0.9322033898305084,-0.5630367481623767,-0.7705245232013167,-0.29880023320626775
